Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7810	2980	7810	1580	156200	20	0	20	20	20	488.248	272.929	11.047	11.967	1.189	11.926	488.237	272.929	11.047	475	261	1	29	25	22
8283	3266	8283	2232	265056	32	0	32	32	32	504.960	283.222	15.083	12.988	3.301	12.926	504.960	283.222	15.083	495	265	1	17	35	26
11364	4224	11364	2279	147732	13	0	13	13	13	414.477	279.745	10.868	12.950	2.774	13.771	414.454	279.744	10.868	399	265	1	32	31	25
4217	2306	4217	1401	25302	6	0	6	6	6	458.353	285.078	7.519	10.337	3.027	10.313	458.353	285.078	7.519	443	276	1	30	23	20
4262	2504	4262	1332	63930	15	0	15	15	15	496.192	300.990	8.950	10.468	2.593	10.735	496.207	300.992	8.950	484	285	1	25	28	22
3519	1984	3519	1142	38709	11	0	11	11	11	453.731	298.550	7.813	9.893	2.622	9.528	453.733	298.550	7.813	442	290	1	30	19	20
2084	1488	2084	885	14588	7	0	7	7	7	412.539	303.130	5.204	8.371	2.563	8.202	412.539	303.130	5.204	400	294	1	22	21	13
1393	1150	1393	658	5572	4	0	4	4	4	397.516	310.981	4.258	7.235	2.174	7.383	397.516	310.981	4.258	391	300	1	16	23	12
1430	1232	1430	655	7150	5	0	5	5	5	372.498	316.080	6.920	7.566	2.313	7.513	372.498	316.080	6.920	366	304	1	14	23	17
1362	1124	1362	618	10896	8	0	8	8	8	410.480	317.687	6.998	6.963	1.788	7.067	410.480	317.687	6.998	402	311	1	19	13	14
2958	1838	2958	1057	47328	16	0	16	16	16	271.039	375.103	7.009	9.193	2.391	9.517	271.039	375.103	7.009	260	364	1	26	23	12
6628	3422	6628	1881	59652	9	0	9	9	9	231.715	423.636	10.049	10.597	2.364	11.417	231.715	423.635	10.049	220	411	1	26	26	21
1239	1346	1239	687	3717	3	0	3	3	3	234.160	452.159	4.654	7.839	2.680	7.966	234.160	452.159	4.654	227	442	1	16	23	12
3729	2150	3729	1289	37290	10	0	10	10	10	223.400	476.065	6.876	9.738	2.642	9.953	223.400	476.065	6.876	216	463	1	18	28	18
3537	1920	3537	1189	42444	12	0	12	12	12	210.927	479.049	6.822	9.547	2.392	9.549	210.927	479.049	6.822	202	464	1	18	28	17
3687	2394	3687	1259	70053	19	0	19	19	19	438.717	309.152	11.953	9.645	2.383	9.812	438.727	309.152	11.953	426	299	4	26	21	20
3265	1948	3265	1168	55505	17	0	17	17	17	195.491	488.636	9.789	9.573	2.501	9.743	195.491	488.636	9.789	181	478	4	28	25	11
3469	2270	3469	1209	62442	18	0	18	18	18	385.405	288.159	13.864	9.549	2.463	9.864	385.405	288.159	13.864	372	280	5	25	22	22
6094	3058	6094	1638	164538	27	0	27	27	27	255.294	404.377	15.059	11.602	2.888	11.440	255.303	404.376	15.059	241	393	5	31	28	22
2874	1878	2874	984	97716	34	0	34	34	34	438.353	320.625	17.106	8.995	2.148	9.143	438.347	320.625	17.106	426	313	6	25	16	21
3633	1920	3633	1111	141687	39	0	39	39	39	257.344	415.512	17.906	9.461	1.827	9.570	257.350	415.513	17.906	247	407	6	24	17	21
1154	1020	1154	526	33466	29	0	29	29	29	382.256	295.550	17.497	6.898	2.076	6.593	382.256	295.550	17.497	373	290	7	20	12	19
1891	1608	1891	810	47275	25	0	25	25	25	338.669	311.910	15.511	8.053	2.266	8.202	338.669	311.910	15.511	327	305	7	22	14	19
1725	1206	1725	676	56925	33	0	33	33	33	490.213	295.188	15.684	7.731	2.058	7.743	490.208	295.188	15.684	483	285	8	17	19	17
4593	2438	4593	1412	188313	41	0	41	41	41	193.562	491.212	18.869	10.530	2.522	10.810	193.556	491.214	18.869	180	478	8	29	25	19
6955	3488	6955	2015	264290	38	0	38	38	38	260.894	437.439	18.780	11.718	3.164	12.033	260.906	437.439	18.780	245	424	9	33	31	18
6384	3288	6384	1905	153216	24	0	24	24	24	207.958	459.310	18.405	10.726	2.639	10.918	207.958	459.310	18.405	193	448	9	30	25	18
8217	3008	8217	1815	295812	36	0	36	36	36	369.406	337.136	19.584	12.259	2.029	12.874	369.387	337.135	19.584	355	323	10	30	29	17
8765	3190	8765	1968	324305	37	0	37	37	37	287.901	392.551	20.079	12.750	2.396	13.268	287.892	392.550	20.079	273	377	10	31	32	17
2632	1760	2632	960	73696	28	0	28	28	28	461.701	293.497	16.654	9.182	2.572	9.130	461.701	293.497	16.654	451	277	11	22	30	13
3810	2040	3810	1166	114300	30	0	30	30	30	274.049	374.910	16.103	9.701	2.025	9.852	274.049	374.911	16.103	261	364	11	25	24	14
3505	1732	3505	1172	147210	42	0	42	42	42	218.173	506.496	20.448	9.771	2.724	9.584	218.173	506.498	20.448	204	499	12	30	13	15
1567	1104	1567	676	62680	40	0	40	40	40	263.773	449.746	22.240	7.523	2.312	7.153	263.773	449.746	22.240	251	441	15	25	16	12
