Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
8071	3722	8071	2182	8071	1	0	1	1	1	490.470	270.344	9.087	12.726	3.292	12.731	490.470	270.344	9.087	474	259	1	35	22	23
5285	2652	5285	1531	21140	4	0	4	4	4	490.375	284.757	11.100	11.102	2.564	11.055	490.375	284.757	11.100	475	276	1	33	17	25
8070	3836	8070	2051	24210	3	0	3	3	3	251.335	483.018	9.187	11.693	2.785	12.499	251.335	483.018	9.187	237	469	1	30	29	20
6830	3236	6830	1869	95620	14	0	14	14	14	274.924	445.090	18.167	11.741	2.574	11.735	274.924	445.089	18.167	262	431	2	28	29	25
3910	2318	3910	1266	31280	8	0	8	8	8	335.561	343.010	15.567	9.859	2.606	9.851	335.561	343.010	15.567	323	333	6	30	21	21
9005	3384	9005	1780	117065	13	0	13	13	13	321.267	368.727	16.038	12.725	1.804	12.755	321.249	368.727	16.038	306	353	6	29	31	21
7009	3926	7009	2133	63081	9	0	9	9	9	301.630	455.073	14.956	11.424	2.653	12.015	301.624	455.073	14.956	289	442	6	28	29	21
8577	3134	8577	1925	128655	15	0	15	15	15	429.333	321.173	19.798	12.566	2.187	13.021	429.353	321.173	19.798	415	306	10	30	31	17
1548	1178	1548	670	24768	16	0	16	16	16	503.806	250.584	21.509	7.674	2.552	7.309	503.806	250.584	21.509	498	243	14	14	24	13
3964	2032	3964	1309	75316	19	0	19	19	19	279.591	466.600	22.460	10.240	2.731	10.356	279.596	466.599	22.460	265	455	16	30	24	11
1479	1036	1479	615	29580	20	0	20	20	20	343.208	344.320	22.118	7.022	1.697	7.066	343.208	344.320	22.118	336	336	17	17	17	10
