Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2268	2070	2268	1106	38556	17	0	17	17	17	320.838	259.425	12.396	9.640	3.688	8.936	320.838	259.425	12.396	306	247	1	26	22	26
2061	1578	2061	888	18549	9	0	9	9	9	317.859	269.155	5.383	8.458	2.713	8.322	317.859	269.155	5.383	310	255	1	25	25	13
4566	2654	4566	1500	45660	10	0	10	10	10	177.662	328.291	5.813	10.188	2.577	10.505	177.662	328.291	5.813	165	316	1	26	28	14
8477	3490	8477	2063	101724	12	0	12	12	12	202.128	339.355	8.060	12.124	2.701	12.758	202.128	339.355	8.060	187	326	1	31	30	19
15796	4632	15796	2638	379104	24	0	24	24	24	178.887	360.932	17.186	15.208	1.315	15.385	178.887	360.932	17.186	164	344	1	31	34	28
3940	2752	3940	1487	63040	16	0	16	16	16	160.250	416.437	6.577	10.194	2.634	10.641	160.250	416.437	6.577	148	404	1	27	27	14
5057	3174	5057	1652	111254	22	0	22	22	22	126.120	410.204	13.196	10.129	2.597	10.700	126.120	410.205	13.196	112	399	1	27	25	22
2212	1628	2212	912	24332	11	0	11	11	11	140.494	427.203	6.824	8.866	2.863	8.630	140.494	427.203	6.824	126	421	1	26	19	16
1493	1140	1493	636	19409	13	0	13	13	13	139.087	444.214	8.497	7.220	1.794	7.456	139.087	444.214	8.497	132	439	1	18	11	17
8806	3124	8806	1924	132090	15	0	15	15	15	111.402	458.154	7.758	12.599	1.913	12.914	111.402	458.155	7.758	97	444	1	30	29	18
7211	3090	7211	1856	100954	14	0	14	14	14	89.557	478.351	7.348	11.954	2.108	12.140	89.557	478.352	7.348	75	465	1	28	28	19
2850	2098	2850	1158	85500	30	0	30	30	30	312.446	249.020	20.945	9.023	2.479	8.774	312.446	249.020	20.945	303	241	11	25	21	18
1020	978	1020	548	37740	37	0	37	37	37	323.678	258.466	24.328	6.613	2.057	6.620	323.678	258.466	24.328	316	250	19	15	18	10
