Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
3883	2822	3883	1454	19415	5	0	5	5	5	165.082	75.208	5.865	10.171	2.802	10.809	165.082	75.208	5.865	152	61	1	28	29	15
3490	2554	3490	1408	13960	4	0	4	4	4	128.361	367.579	4.686	9.868	2.956	10.337	128.361	367.579	4.686	116	355	1	26	29	14
1078	948	1078	523	7546	7	0	7	7	7	97.659	383.480	6.967	6.389	1.561	6.327	97.659	383.480	6.967	89	378	1	17	14	12
4925	3062	4925	1742	14775	3	0	3	3	3	108.687	395.039	6.595	10.635	2.891	10.785	108.687	395.039	6.595	97	379	1	26	34	15
1026	940	1026	535	2052	2	0	2	2	2	90.818	410.664	2.932	6.615	2.292	6.769	90.818	410.664	2.932	83	399	1	17	23	6
12398	3952	12398	2161	173572	14	0	14	14	14	184.502	122.332	15.610	13.992	1.334	13.887	184.502	122.332	15.610	170	106	2	29	34	25
1318	1096	1318	604	11862	9	0	9	9	9	148.802	308.759	8.840	7.107	1.985	7.187	148.802	308.759	8.840	138	298	5	21	21	8
1686	1294	1686	666	18546	11	0	11	11	11	96.053	372.921	13.139	7.394	1.796	7.326	96.053	372.921	13.139	85	367	5	23	12	17
12780	5466	12780	3132	332280	26	0	26	26	26	72.480	416.563	18.150	13.737	3.272	14.354	72.480	416.564	18.150	54	400	5	37	35	22
3084	1740	3084	968	77100	25	0	25	25	25	127.743	340.649	16.868	8.986	1.971	8.986	127.743	340.649	16.868	120	330	6	14	24	21
2058	1326	2058	759	32928	16	0	16	16	16	137.948	342.457	14.981	7.814	1.747	7.771	137.948	342.457	14.981	133	331	8	12	23	16
6364	3186	6364	1977	197284	31	0	31	31	31	100.261	390.251	21.178	12.007	3.250	12.244	100.263	390.251	21.178	85	377	8	33	30	19
5730	2500	5730	1453	171900	30	0	30	30	30	146.381	308.625	18.592	10.789	2.037	11.338	146.381	308.626	18.592	135	296	10	25	26	17
1548	978	1548	508	23220	15	0	15	15	15	173.702	249.614	16.762	6.787	0.758	6.879	173.702	249.614	16.762	166	242	11	16	16	12
1144	1290	1144	635	14872	13	0	13	13	13	146.410	92.003	17.000	7.255	2.399	7.401	146.410	92.003	17.000	139	82	12	18	21	13
3437	2196	3437	1222	109984	32	0	32	32	32	20.815	446.067	21.072	9.793	2.591	9.796	20.815	446.067	21.072	7	435	14	27	26	13
