Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2376	1624	2376	1013	38016	16	0	16	16	16	504.901	121.908	6.306	8.717	2.487	8.464	504.901	121.908	6.306	497	112	1	15	26	19
7815	2950	7815	2182	148485	19	0	19	19	19	86.097	186.351	6.039	12.596	3.020	13.837	86.097	186.351	6.039	71	171	1	32	31	11
1090	890	1090	511	25070	23	0	23	23	23	506.706	128.988	13.763	6.409	1.538	6.458	506.706	128.988	13.763	499	122	8	13	16	13
1283	948	1283	596	34641	27	0	27	27	27	508.648	107.214	19.751	6.905	1.964	6.876	508.648	107.214	19.751	504	96	12	8	23	14
9071	3846	9071	2541	217704	24	0	24	24	24	84.337	185.670	19.285	13.683	3.633	13.733	84.337	185.670	19.285	65	166	12	40	36	14
2681	1692	2681	1051	77749	29	0	29	29	29	92.854	208.239	20.966	8.874	2.360	8.957	92.854	208.239	20.966	83	200	13	21	23	13
2450	1720	2450	1021	83300	34	0	34	34	34	109.015	215.784	21.653	9.197	3.075	8.913	109.015	215.784	21.653	100	199	14	18	34	12
1257	1014	1257	546	35196	28	0	28	28	28	480.598	180.269	20.848	6.819	1.932	6.718	480.598	180.269	20.848	471	168	15	18	22	11
3267	2548	3267	1470	104544	32	0	32	32	32	48.915	111.548	22.102	11.530	4.560	11.225	48.915	111.548	22.102	22	100	16	44	26	10
1315	1238	1315	671	51285	39	0	39	39	39	415.367	226.598	22.148	7.239	2.307	7.486	415.370	226.598	22.148	406	217	17	20	20	9
1151	922	1151	554	46040	40	0	40	40	40	120.808	241.500	23.026	6.654	1.948	6.858	120.808	241.500	23.026	111	233	19	20	18	7
1061	1028	1061	565	44562	42	0	42	42	42	158.750	264.509	22.547	7.446	2.877	7.288	158.750	264.509	22.547	148	254	19	19	24	7
1791	1570	1791	944	66267	37	0	37	37	37	29.039	93.519	23.111	8.725	2.992	9.000	29.039	93.519	23.111	16	82	20	27	26	6
