Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1852	1364	1852	832	5556	3	0	3	3	3	296.357	37.408	4.117	8.104	2.761	7.954	296.357	37.408	4.117	285	30	1	27	18	9
1875	1506	1875	816	7500	4	0	4	4	4	298.247	62.693	6.027	8.395	2.850	8.025	298.247	62.693	6.027	283	54	1	30	16	11
6099	3482	6099	2107	67089	11	0	11	11	11	301.677	80.732	12.369	12.389	3.533	12.361	301.684	80.732	12.369	287	67	1	31	28	27
13783	5490	13783	3140	124047	9	0	9	9	9	281.758	94.827	13.614	15.183	3.819	15.086	281.732	94.827	13.614	267	71	1	30	45	27
3741	2190	3741	1258	22446	6	0	6	6	6	249.569	125.523	5.978	9.887	2.646	9.862	249.569	125.523	5.978	239	112	1	25	28	14
1499	1138	1499	649	7495	5	0	5	5	5	49.101	214.927	3.921	7.223	1.805	7.281	49.101	214.927	3.921	39	207	1	20	18	11
12937	4754	12937	2796	297551	23	0	23	23	23	41.937	200.940	17.688	14.491	2.516	14.488	41.937	200.941	17.688	24	183	4	35	36	24
3419	2318	3419	1262	41028	12	0	12	12	12	76.023	193.406	12.724	9.349	2.611	9.479	76.023	193.406	12.724	65	184	5	26	21	18
7077	2956	7077	1558	155694	22	0	22	22	22	217.031	141.283	17.748	11.570	1.699	11.822	217.031	141.283	17.748	203	128	7	28	27	21
1382	1312	1382	655	19348	14	0	14	14	14	17.019	193.262	13.544	7.326	2.194	7.220	17.019	193.262	13.544	9	185	8	21	15	17
1538	1412	1538	690	23070	15	0	15	15	15	240.123	117.334	16.168	7.568	2.128	7.395	240.123	117.334	16.168	232	107	9	18	22	18
1039	998	1039	535	16624	16	0	16	16	16	80.437	204.383	18.940	6.730	2.082	6.783	80.437	204.383	18.940	74	199	9	14	10	19
4377	2170	4377	1425	105048	24	0	24	24	24	189.950	175.855	20.978	10.332	2.457	10.293	189.950	175.855	20.978	177	168	12	29	19	16
2811	1496	2811	919	73086	26	0	26	26	26	295.482	72.815	22.157	8.676	1.723	8.594	295.482	72.815	22.157	286	64	13	20	18	15
3221	1818	3221	1210	80525	25	0	25	25	25	193.942	164.143	22.550	9.719	2.993	9.476	193.942	164.143	22.550	179	156	13	29	20	15
1441	1112	1441	640	41789	29	0	29	29	29	286.218	52.026	22.511	7.106	1.868	6.949	286.218	52.026	22.511	280	43	14	17	20	14
4138	2010	4138	1211	115864	28	0	28	28	28	197.380	127.941	22.505	9.887	2.198	10.138	197.380	127.941	22.505	183	117	15	28	23	13
2764	1942	2764	1130	82920	30	0	30	30	30	169.792	140.922	23.107	9.580	3.024	9.208	169.792	140.922	23.107	160	125	16	24	31	12
2646	1484	2646	990	71442	27	0	27	27	27	308.986	82.172	23.030	9.144	2.851	8.622	308.990	82.172	23.030	301	65	17	17	30	11
1027	908	1027	514	31837	31	0	31	31	31	93.484	196.932	23.792	6.618	2.234	6.243	93.484	196.932	23.792	88	185	18	11	24	10
