Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1.856	12.536	77	65	25477	330.870	99.733	326.000	202	576	163.078	59.000	3.961	0.869	0.388	0.839	163.062	58.965	3.723	161	58	1	5	3	9
0.386	4.179	16	16	3430	214.375	6.672	214.000	205	226	151.562	60.500	3.188	0.476	0.242	0.430	151.567	60.509	3.175	151	60	1	2	2	5
252.654	856.128	10483	5455	3681351	351.173	165.676	303.000	200	1475	267.548	87.527	16.931	7.622	3.602	7.259	266.182	87.168	17.450	220	67	1	103	46	29
30.874	116.216	1281	681	509271	397.557	187.183	341.000	200	1075	103.287	71.521	16.292	2.663	1.212	2.482	103.526	71.156	16.319	98	66	1	13	13	29
15.377	68.105	638	370	217586	341.044	126.869	306.000	200	834	82.652	79.340	14.304	2.242	1.185	1.975	82.508	79.459	14.598	79	76	1	10	8	27
0.627	5.713	26	25	6697	257.577	47.051	245.500	200	368	71.346	89.923	2.538	0.522	0.211	0.593	71.353	89.894	2.468	70	89	1	3	3	5
9.231	60.400	383	310	96093	250.896	42.027	241.000	200	386	322.350	116.927	11.389	2.021	1.018	1.857	322.287	116.871	11.623	319	114	1	10	8	23
0.434	4.496	18	18	3900	216.667	11.822	214.500	201	239	179.333	127.333	2.500	0.492	0.246	0.495	179.334	127.350	2.459	179	126	1	2	3	5
14.437	78.103	599	406	179449	299.581	95.036	267.000	200	628	339.207	131.205	11.932	2.016	0.893	1.941	339.059	131.068	11.968	333	127	1	16	12	22
4.362	23.307	181	136	49548	273.746	54.611	258.000	201	390	182.337	132.608	6.890	1.384	0.702	1.270	182.349	132.615	6.795	181	131	1	4	5	15
0.868	8.868	36	36	8239	228.861	20.047	227.500	200	282	224.361	139.333	3.333	0.743	0.378	0.670	224.356	139.327	3.264	222	139	1	5	2	8
47.528	232.675	1972	1351	580314	294.277	87.274	267.500	200	703	354.462	148.406	18.035	3.927	1.614	3.952	354.349	148.201	17.953	332	135	1	41	25	29
0.747	7.916	31	28	7014	226.258	26.638	214.000	201	288	387.129	185.903	3.677	0.724	0.358	0.691	387.117	185.932	3.610	386	185	1	3	3	8
1.277	10.085	53	47	14855	280.283	68.197	263.000	200	428	388.736	191.226	3.434	0.763	0.351	0.686	388.724	191.241	3.215	387	190	1	4	4	8
5.736	39.349	238	207	61876	259.983	61.424	234.000	200	469	393.290	199.878	14.878	1.740	1.097	1.423	393.234	199.597	15.005	392	196	1	4	9	26
2.410	19.817	100	88	23359	233.590	34.653	218.500	200	320	377.840	294.830	6.430	1.354	0.693	1.396	377.900	294.776	6.138	375	293	1	5	5	14
37.236	137.427	1545	864	493520	319.430	118.201	290.000	200	1018	206.643	68.182	17.987	2.784	1.209	2.669	206.211	68.040	18.307	197	65	2	19	9	28
1.759	13.575	73	64	20145	275.959	58.906	263.000	200	409	300.411	356.945	6.959	0.924	0.457	0.843	300.410	356.983	6.973	299	355	2	4	4	10
5.375	30.340	223	159	60155	269.753	60.423	252.000	200	443	178.471	116.794	11.596	1.664	0.898	1.480	178.476	116.796	11.607	176	115	3	5	5	20
40.514	153.300	1681	924	435576	259.117	42.741	254.000	200	428	71.817	175.894	19.912	2.709	1.167	2.556	71.825	175.919	19.918	67	165	3	11	21	27
1.181	10.032	49	46	12156	248.082	38.487	242.000	200	331	34.531	200.714	6.796	0.780	0.408	0.672	34.522	200.701	6.789	33	200	3	4	3	9
4.338	26.550	180	133	50597	281.094	69.743	262.000	200	471	184.422	126.450	12.378	1.697	0.895	1.748	184.488	126.466	12.565	183	125	4	4	4	18
0.362	4.831	15	15	3563	237.533	31.523	225.000	202	295	169.267	132.800	7.867	0.623	0.412	0.481	169.243	132.822	7.888	169	132	4	2	2	8
0.819	7.722	34	32	7814	229.824	23.489	220.500	200	278	297.676	163.794	7.735	0.702	0.343	0.691	297.663	163.791	7.715	297	163	4	3	3	8
1.639	13.117	68	55	16029	235.721	27.715	228.000	200	309	367.426	301.279	8.279	0.865	0.427	0.750	367.415	301.274	8.284	366	300	4	4	4	10
0.289	3.737	12	12	2777	231.417	14.318	234.000	204	252	111.000	63.500	7.500	0.604	0.321	0.598	111.000	63.486	7.529	111	63	5	1	2	6
