Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7.761	42.047	322	244	91737	284.898	68.705	266.000	200	544	262.208	138.621	8.435	1.759	0.905	1.606	262.299	138.608	8.634	258	136	1	8	6	19
60.735	254.746	2520	1448	825347	327.519	128.304	284.000	200	925	199.314	157.853	19.688	3.719	1.629	3.658	199.819	157.516	19.538	176	147	1	38	25	32
13.473	64.580	559	353	179841	321.719	110.397	290.000	200	649	326.163	174.284	10.422	2.186	1.062	2.139	326.225	174.251	10.495	320	170	1	11	12	22
15.666	61.691	650	369	203054	312.391	97.109	286.500	200	640	317.552	180.332	7.595	2.079	1.106	1.905	317.820	180.381	7.099	313	175	1	11	10	23
14.798	63.528	614	397	190235	309.829	87.086	291.000	200	574	340.669	181.480	5.174	1.720	0.634	1.733	340.683	181.522	4.988	332	179	1	18	7	15
2.217	14.475	92	70	32283	350.902	134.485	290.000	201	622	230.543	182.478	4.489	0.997	0.472	1.044	230.585	182.496	4.283	229	181	1	4	4	10
14.750	77.557	612	412	162546	265.598	55.502	251.000	200	530	343.946	194.487	9.206	2.103	1.051	1.887	343.859	194.384	9.074	340	187	1	9	14	25
4.507	31.082	187	165	46081	246.422	36.707	238.000	201	389	354.668	193.818	6.738	1.611	0.869	1.435	354.615	193.869	6.618	350	191	1	9	6	17
25.210	135.381	1046	739	281908	269.511	62.356	250.000	200	508	209.750	200.306	15.678	2.936	1.479	2.606	209.587	200.456	15.726	204	193	1	15	12	32
107.636	315.065	4466	1969	1495348	334.829	141.181	293.000	200	1244	133.402	258.374	18.046	3.635	1.427	3.508	133.641	258.416	18.998	119	248	1	29	23	32
16.196	85.965	672	491	180709	268.912	56.815	260.000	200	491	404.179	307.555	7.363	2.015	0.779	2.041	404.252	307.463	7.334	398	298	1	11	18	18
36.658	157.546	1521	917	509774	335.157	137.987	294.000	200	980	103.599	312.953	20.811	3.150	1.473	3.061	103.788	312.519	20.341	95	305	1	15	20	32
6.845	37.306	284	201	83242	293.106	74.000	275.000	200	498	399.553	323.173	7.560	1.762	0.951	1.681	399.474	323.215	7.187	396	320	1	8	8	19
65.025	231.032	2698	1409	900945	333.931	123.083	298.000	200	931	97.771	338.813	18.754	3.432	1.353	3.440	97.958	338.381	18.691	85	328	1	23	24	32
5.712	32.035	237	176	62782	264.903	47.719	258.000	200	412	396.937	334.232	7.114	1.532	0.760	1.398	397.000	334.243	7.163	393	331	1	7	7	16
13.521	68.320	561	377	153157	273.007	69.102	252.000	200	519	381.727	351.226	8.683	2.345	1.374	2.108	381.482	351.184	8.227	376	346	1	12	12	26
38.538	202.525	1599	1127	448398	280.424	81.637	255.000	200	621	367.834	374.520	14.034	3.409	1.542	3.143	367.821	374.458	14.015	359	361	1	18	26	32
4.338	26.077	180	141	45037	250.206	35.263	243.500	200	352	349.578	380.711	4.517	1.093	0.452	1.041	349.560	380.689	4.469	346	378	1	9	6	11
3.736	21.651	155	126	37725	243.387	29.935	239.000	201	336	334.987	404.090	4.697	1.100	0.474	1.050	334.951	404.076	4.545	332	402	1	6	5	11
3.350	21.246	139	108	37058	266.604	62.415	244.000	200	455	338.799	417.468	4.295	1.036	0.422	1.008	338.759	417.530	4.117	336	414	1	7	8	10
101.804	311.803	4224	1909	1627209	385.229	197.230	318.500	200	1468	84.183	433.969	16.407	3.817	1.522	3.729	83.950	433.716	16.555	77	421	1	16	35	32
18.799	81.687	780	479	274999	352.563	142.851	302.000	200	914	337.708	433.835	5.640	1.938	0.655	1.951	337.898	433.547	5.437	332	425	1	11	20	15
44.081	123.199	1829	795	1023708	559.709	409.453	408.000	200	2264	346.946	444.922	16.356	2.992	1.448	2.702	347.251	445.153	17.191	341	439	1	12	12	32
88.355	305.841	3666	1954	1228839	335.199	119.019	304.000	200	872	339.145	467.094	16.537	4.046	1.609	4.004	339.161	467.739	16.543	335	447	1	12	40	32
22.920	103.841	951	600	300445	315.925	127.332	274.000	200	908	116.556	291.853	15.748	2.797	1.466	2.628	116.790	291.309	15.744	110	286	2	12	16	31
0.675	7.405	28	28	7230	258.214	50.911	245.000	201	361	119.321	471.929	5.964	0.691	0.399	0.630	119.311	471.924	5.986	119	471	2	2	3	9
6.146	32.844	255	182	105466	413.592	203.738	352.000	200	1065	349.737	472.471	11.361	1.686	0.888	1.512	349.791	472.470	11.549	347	471	2	6	5	20
1.085	10.172	45	45	10306	229.022	18.338	231.000	200	257	272.622	134.689	8.733	0.914	0.532	0.892	272.609	134.681	8.767	272	133	3	3	4	11
