Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1165	1066	1165	544	50095	43	0	43	43	43	373.724	84.607	15.973	6.789	2.063	6.764	373.725	84.607	15.973	368	72	8	11	22	18
8297	3138	8297	1929	423147	51	0	51	51	51	67.436	232.197	18.011	12.542	2.294	12.519	67.439	232.198	18.011	53	220	8	28	30	19
5860	3376	5860	1849	304720	52	0	52	52	52	119.118	235.760	18.921	11.014	2.651	11.398	119.118	235.759	18.921	107	221	8	28	28	19
8982	3388	8982	2131	476046	53	0	53	53	53	325.319	172.809	19.979	12.905	2.481	13.312	325.313	172.808	19.979	310	159	10	32	30	17
2248	1422	2248	843	159608	71	0	71	71	71	253.227	184.755	20.278	8.264	1.880	8.218	253.230	184.755	20.278	245	177	10	18	21	17
3364	2276	3364	1311	252300	75	0	75	75	75	334.043	101.070	21.589	9.996	3.007	10.014	334.046	101.071	21.589	324	88	11	24	30	16
8346	3368	8346	2067	450684	54	0	54	54	54	225.618	240.918	20.131	12.791	2.688	13.086	225.629	240.918	20.131	209	226	11	35	31	16
3256	1734	3256	1071	237688	73	0	73	73	73	76.214	260.538	20.563	9.062	1.938	9.059	76.214	260.538	20.563	65	251	12	25	17	15
2396	1326	2396	831	177304	74	0	74	74	74	77.454	273.103	20.191	8.125	1.475	8.073	77.454	273.102	20.191	67	268	12	21	13	15
6387	2658	6387	1649	370446	58	0	58	58	58	245.984	219.244	20.865	11.533	2.418	11.918	245.974	219.243	20.865	230	206	13	31	26	14
4860	2148	4860	1381	291600	60	0	60	60	60	88.629	237.881	20.660	10.501	2.229	10.381	88.629	237.881	20.660	81	223	13	19	29	14
1056	854	1056	523	72864	69	0	69	69	69	169.051	246.188	21.873	6.318	1.482	6.131	169.051	246.188	21.873	162	237	14	15	17	13
2337	1722	2337	1055	182286	78	0	78	78	78	142.198	253.607	23.622	9.179	2.986	9.415	142.198	253.607	23.622	130	239	19	27	27	8
2892	1896	2892	1255	228468	79	0	79	79	79	174.433	264.453	23.772	9.748	2.970	10.162	174.436	264.453	23.772	161	252	19	28	28	8
3445	2110	3445	1390	275600	80	0	80	80	80	231.460	286.592	23.629	10.275	3.134	10.818	231.460	286.592	23.629	217	272	19	29	31	8
