Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2787	2200	2787	1190	86397	31	0	31	31	31	9.671	32.803	8.494	9.462	2.678	9.972	9.671	32.803	8.494	0	20	1	21	26	19
12567	4508	12567	2841	515247	41	0	41	41	41	24.896	53.730	13.372	14.966	3.293	14.346	24.896	53.729	13.372	11	36	1	28	42	24
10100	4016	10100	2431	515100	51	0	51	51	51	37.602	76.278	15.278	13.369	2.567	13.402	37.603	76.278	15.278	22	60	1	30	33	24
2159	1698	2159	1002	41021	19	0	19	19	19	7.287	88.176	6.350	7.787	1.858	8.188	7.287	88.176	6.350	0	80	1	17	18	16
3194	2512	3194	1508	63880	20	0	20	20	20	391.549	112.889	4.802	10.106	2.768	10.538	391.549	112.889	4.802	380	100	1	26	27	14
4757	2428	4757	1425	99897	21	0	21	21	21	43.951	128.812	6.891	10.613	2.530	10.976	43.951	128.812	6.891	28	116	1	29	27	14
10587	3616	10587	2144	338784	32	0	32	32	32	355.268	137.600	10.933	13.380	1.448	13.402	355.268	137.600	10.933	343	123	1	25	30	24
1918	1586	1918	882	30688	16	0	16	16	16	104.353	157.352	4.312	8.240	2.533	8.498	104.353	157.352	4.312	93	146	1	21	24	9
10184	3686	10184	2118	407360	40	0	40	40	40	160.241	184.446	14.228	13.246	1.572	13.257	160.241	184.446	14.228	146	172	1	30	27	24
1788	1946	1788	1061	30396	17	0	17	17	17	249.959	204.655	5.051	8.985	2.912	9.027	249.959	204.655	5.051	235	190	1	27	24	14
6538	2640	6538	1445	189602	29	0	29	29	29	212.142	205.533	8.606	11.313	1.427	11.545	212.133	205.533	8.606	199	193	1	27	25	20
9011	3292	9011	1954	396484	44	0	44	44	44	370.652	121.912	15.833	12.700	1.548	12.778	370.674	121.912	15.833	356	108	2	29	30	23
6718	2880	6718	1609	201540	30	0	30	30	30	291.802	168.061	14.655	10.922	2.283	11.392	291.815	168.061	14.655	279	157	3	26	22	22
10867	3948	10867	2408	510749	47	0	47	47	47	379.044	92.072	17.206	13.772	2.528	14.254	379.052	92.072	17.206	362	75	4	33	35	21
1273	1192	1273	612	43282	34	0	34	34	34	130.312	175.173	10.705	7.518	2.438	7.314	130.312	175.173	10.705	120	163	4	23	19	16
6408	2930	6408	1830	339624	53	0	53	53	53	39.240	128.117	17.333	11.645	2.664	11.961	39.240	128.117	17.333	26	116	7	31	26	18
2619	1456	2619	754	120474	46	0	46	46	46	425.159	44.346	17.221	8.228	0.835	8.195	425.165	44.346	17.221	417	35	9	17	20	16
1992	1630	1992	845	103584	52	0	52	52	52	129.254	162.038	17.086	7.998	2.162	8.276	129.254	162.038	17.086	120	154	9	22	19	16
1619	1396	1619	731	69617	43	0	43	43	43	419.468	77.481	16.390	7.600	2.372	7.319	419.471	77.481	16.390	413	67	10	14	24	15
1226	1108	1226	589	51492	42	0	42	42	42	393.463	112.479	14.268	6.829	1.939	7.153	393.463	112.479	14.268	385	103	10	19	20	10
1522	1342	1522	689	57836	38	0	38	38	38	106.450	158.946	14.612	7.702	2.332	7.785	106.450	158.946	14.612	96	146	10	18	23	13
3162	2192	3162	1285	173910	55	0	55	55	55	407.085	75.679	19.384	9.522	2.889	9.595	407.090	75.679	19.384	398	63	11	20	28	14
1611	1234	1611	728	91827	57	0	57	57	57	180.768	174.192	18.923	7.641	2.259	7.564	180.768	174.192	18.923	175	163	11	11	23	14
2116	1742	2116	958	95220	45	0	45	45	45	9.391	34.017	18.501	8.441	2.324	8.591	9.391	34.017	18.501	0	23	13	21	22	12
4919	2734	4919	1698	265626	54	0	54	54	54	228.766	186.081	19.912	10.480	2.986	11.390	228.774	186.081	19.912	215	172	13	28	29	12
1019	1166	1019	614	60121	59	0	59	59	59	290.568	184.673	21.467	7.273	2.781	7.085	290.568	184.673	21.467	277	177	14	26	17	11
1691	1380	1691	775	94696	56	0	56	56	56	102.709	132.326	21.029	7.701	2.341	7.784	102.709	132.326	21.029	91	124	15	22	23	10
