Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1007	956	1007	538	31217	31	0	31	31	31	62.392	3.029	7.327	6.564	1.956	6.630	62.392	3.029	7.327	53	0	1	20	10	13
3596	2430	3596	1547	86304	24	0	24	24	24	84.385	12.890	4.967	10.271	2.919	10.404	84.385	12.890	4.967	69	0	1	30	24	18
10963	4352	10963	2571	350816	32	0	32	32	32	73.478	26.843	11.848	13.590	2.861	13.744	73.478	26.843	11.848	60	10	1	31	36	27
1448	1042	1448	606	41992	29	0	29	29	29	92.297	51.867	6.076	6.885	1.442	6.822	92.297	51.867	6.076	85	45	1	19	13	13
1539	1130	1539	653	38475	25	0	25	25	25	94.334	62.281	5.048	7.230	1.883	7.176	94.334	62.281	5.048	84	56	1	21	15	13
3405	2406	3405	1286	173655	51	0	51	51	51	112.670	66.570	11.801	9.650	2.438	10.039	112.671	66.570	11.801	101	55	1	26	23	19
10592	4462	10592	2751	360128	34	0	34	34	34	145.234	83.713	6.968	14.319	3.385	14.438	145.225	83.713	6.968	121	66	1	42	40	18
3029	1912	3029	1163	78754	26	0	26	26	26	178.679	130.030	5.232	9.370	2.575	9.339	178.679	130.030	5.232	169	115	1	23	29	12
13056	4904	13056	2943	887808	68	0	68	68	68	165.485	130.839	16.279	14.169	3.024	14.460	165.471	130.839	16.279	150	117	1	37	30	27
8895	3386	8895	2007	400275	45	0	45	45	45	193.267	151.688	8.324	12.557	2.217	12.650	193.260	151.688	8.324	180	134	1	28	34	19
1521	1466	1521	840	24336	16	0	16	16	16	223.657	188.093	2.719	8.428	2.868	8.520	223.657	188.093	2.719	209	177	1	26	26	8
3214	2022	3214	1052	134988	42	0	42	42	42	234.730	220.110	8.650	9.209	2.094	9.478	234.730	220.110	8.650	223	212	1	25	18	20
3655	1922	3655	1264	98685	27	0	27	27	27	290.458	238.869	5.529	9.732	2.342	10.161	290.465	238.869	5.529	277	228	1	27	25	11
1145	1108	1145	676	12595	11	0	11	11	11	377.813	276.689	2.397	7.470	2.807	7.451	377.813	276.689	2.397	366	263	1	22	25	5
1789	1336	1789	772	41147	23	0	23	23	23	399.702	288.712	3.866	7.945	2.284	7.601	399.702	288.712	3.866	390	277	1	20	24	9
1723	1646	1723	882	34460	20	0	20	20	20	328.102	312.253	5.700	7.967	2.437	8.009	328.102	312.253	5.700	321	301	1	18	23	17
1111	834	1111	501	31108	28	0	28	28	28	408.665	341.159	6.418	6.290	1.323	6.292	408.665	341.159	6.418	403	334	1	11	14	14
3089	1820	3089	1082	111204	36	0	36	36	36	421.056	346.773	6.121	9.138	2.437	9.222	421.056	346.773	6.121	413	335	1	18	26	15
6795	3556	6795	2090	251415	37	0	37	37	37	450.311	369.589	8.054	11.989	2.695	12.016	450.303	369.588	8.054	437	349	1	28	37	20
10872	3604	10872	2205	543600	50	0	50	50	50	484.002	374.493	8.996	13.362	2.065	13.615	483.990	374.493	8.996	469	360	1	31	29	22
1351	1546	1351	745	66199	49	0	49	49	49	385.061	314.332	12.315	8.118	2.869	8.468	385.059	314.332	12.315	376	304	2	20	21	18
1227	1244	1227	592	67485	55	0	55	55	55	376.319	348.177	14.807	7.055	2.330	6.721	376.321	348.177	14.807	369	340	4	15	22	17
3728	2800	3728	1531	264688	71	0	71	71	71	405.909	313.750	18.412	10.114	2.838	10.244	405.912	313.750	18.412	393	304	5	26	26	23
1122	952	1122	486	59466	53	0	53	53	53	149.496	108.307	14.934	6.341	1.306	6.231	149.496	108.307	14.934	144	103	7	12	15	18
3261	1936	3261	1040	208704	64	0	64	64	64	138.883	106.780	16.645	9.184	2.218	9.212	138.883	106.780	16.645	132	94	7	16	26	20
3889	2864	3889	1494	268341	69	0	69	69	69	208.379	175.125	19.222	10.096	2.604	10.417	208.376	175.124	19.222	197	162	8	25	26	20
7381	2958	7381	1738	487146	66	0	66	66	66	289.511	241.961	17.274	11.827	1.992	12.071	289.501	241.961	17.274	276	228	9	28	28	19
2827	1972	2827	1064	197890	70	0	70	70	70	230.464	199.312	19.291	8.829	2.285	8.970	230.467	199.312	19.291	220	190	10	24	18	18
1464	1232	1464	620	89304	61	0	61	61	61	233.824	186.986	18.377	7.140	1.786	7.252	233.823	186.986	18.377	222	181	11	21	13	17
6816	4150	6816	2549	490752	72	0	72	72	72	387.512	348.627	21.981	12.575	4.056	12.893	387.497	348.627	21.981	366	329	12	37	37	16
1629	1644	1629	892	120546	74	0	74	74	74	418.341	363.525	23.605	8.027	2.385	8.397	418.337	363.525	23.605	409	354	13	20	22	15
