Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7677	2888	7677	1621	15354	2	0	2	2	2	191.503	317.564	8.561	11.932	1.567	12.300	191.503	317.564	8.561	179	304	1	26	29	19
11335	4040	11335	2265	113350	10	0	10	10	10	344.923	126.197	16.044	13.196	1.981	13.592	344.911	126.197	16.044	332	111	2	27	31	27
1222	1150	1222	588	3666	3	0	3	3	3	154.300	337.698	12.414	6.856	2.008	6.757	154.300	337.698	12.414	149	330	5	17	15	19
2401	1708	2401	933	36015	15	0	15	15	15	144.015	351.371	13.756	8.397	2.186	8.370	144.015	351.371	13.756	135	341	5	19	25	18
1463	1150	1463	591	11704	8	0	8	8	8	139.319	362.187	11.539	7.050	1.569	7.091	139.319	362.187	11.539	131	355	5	16	17	18
11403	3734	11403	2183	136836	12	0	12	12	12	370.295	137.181	17.984	13.353	1.819	13.740	370.295	137.181	17.984	357	123	6	28	30	23
2091	1810	2091	934	23001	11	0	11	11	11	128.647	351.600	16.107	8.516	2.825	8.486	128.647	351.600	16.107	122	341	6	16	27	23
8538	3120	8538	1887	170760	20	0	20	20	20	35.119	396.748	18.659	12.374	1.307	12.464	35.119	396.748	18.659	22	384	6	25	27	23
4768	2880	4768	1577	138272	29	0	29	29	29	87.375	371.212	18.098	9.692	2.319	10.097	87.375	371.211	18.098	77	360	8	21	25	21
7100	2688	7100	1643	156200	22	0	22	22	22	208.515	324.140	20.723	11.618	1.461	11.739	208.515	324.141	20.723	197	311	10	24	27	19
1734	1518	1734	774	39882	23	0	23	23	23	147.588	324.314	19.537	7.648	2.121	7.726	147.588	324.314	19.537	138	318	10	20	18	19
7929	3062	7929	1893	198225	25	0	25	25	25	16.358	411.396	21.932	12.340	2.300	12.476	16.358	411.397	21.932	2	395	12	30	32	17
4168	1960	4168	1192	112536	27	0	27	27	27	386.530	112.605	22.547	9.691	1.599	9.796	386.540	112.605	22.547	375	103	14	23	21	15
4233	2734	4233	1528	126990	30	0	30	30	30	165.217	380.009	23.111	10.206	2.748	10.266	165.217	380.009	23.111	151	366	14	28	27	15
4291	2048	4291	1278	133021	31	0	31	31	31	55.344	389.171	23.112	10.036	1.960	10.200	55.344	389.171	23.112	44	377	14	23	27	15
2483	1492	2483	954	81939	33	0	33	33	33	4.068	387.346	23.629	9.055	2.911	8.610	4.068	387.346	23.629	0	371	16	13	32	13
2354	1658	2354	985	75328	32	0	32	32	32	132.706	385.093	24.466	8.375	2.339	8.550	132.706	385.093	24.466	121	375	18	26	19	11
1027	1062	1027	568	35945	35	0	35	35	35	346.781	203.099	24.433	6.832	2.300	6.797	346.781	203.099	24.433	336	197	19	21	18	10
