Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
55037.594	38514.559	2283597	319215	106698928	46.724	108.024	13	1	3415	241.018	284.889	16.767	42.533	14.430	42.120	263.617	267.764	15.739	0	34	1	446	478	30
0.289	3.422	12	12	12	1.000	0.000	1	1	1	319.500	109.500	1.000	0.383	0.176	0.393	319.500	109.500	1.000	318	107	1	4	6	1
0.265	2.857	11	11	11	1.000	0.000	1	1	1	338.091	115.000	1.182	0.296	0.091	0.320	338.091	115.000	1.182	337	114	1	3	3	2
0.434	5.642	18	16	18	1.000	0.000	1	1	1	338.500	119.500	3.500	0.551	0.258	0.611	338.500	119.500	3.500	337	118	1	4	4	6
0.289	3.051	12	12	12	1.000	0.000	1	1	1	347.167	237.083	1.250	0.311	0.087	0.315	347.167	237.083	1.250	346	236	1	3	3	2
0.337	3.439	14	14	15	1.071	0.267	1	1	2	125.000	240.000	1.357	0.318	0.068	0.353	125.000	240.000	1.333	124	239	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	304.000	305.000	1.100	0.281	0.099	0.301	304.000	305.000	1.100	303	304	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	150.000	407.000	1.100	0.281	0.099	0.301	150.000	407.000	1.100	149	406	1	3	3	2
2.458	13.701	102	69	239	2.343	1.772	2	1	8	2.020	496.314	3.343	0.779	0.184	0.745	2.075	496.364	3.209	0	494	1	5	6	6
0.241	2.664	10	10	10	1.000	0.000	1	1	1	19.000	497.000	1.100	0.281	0.099	0.301	19.000	497.000	1.100	18	496	1	3	3	2
0.265	3.527	11	10	11	1.000	0.000	1	1	1	101.091	460.909	3.455	0.362	0.134	0.318	101.091	460.909	3.455	100	460	2	3	3	4
0.651	4.603	27	26	35	1.296	0.542	1	1	3	52.000	385.000	4.000	0.426	0.098	0.462	52.000	385.000	4.000	51	384	3	3	3	3
