Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
38431.430	29323.031	1594581	235625	66727072	41.846	78.888	16	1	2349	237.781	226.082	19.272	40.710	12.014	39.849	231.657	211.164	19.013	17	0	1	495	397	30
0.458	4.603	19	18	20	1.053	0.229	1	1	2	140.000	84.000	2.000	0.382	0.086	0.390	140.000	84.000	2.000	139	83	1	3	3	3
0.265	3.720	11	10	11	1.000	0.000	1	1	1	148.818	99.818	2.545	0.388	0.158	0.332	148.818	99.818	2.545	148	99	1	3	3	4
0.458	4.004	19	19	22	1.158	0.501	1	1	3	195.000	109.421	1.368	0.357	0.088	0.365	195.000	109.409	1.318	194	108	1	3	4	2
0.337	3.439	14	14	15	1.071	0.267	1	1	2	110.000	166.000	1.357	0.318	0.068	0.353	110.000	166.000	1.333	109	165	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	152.000	178.000	1.100	0.281	0.099	0.301	152.000	178.000	1.100	151	177	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	476.000	187.000	1.100	0.281	0.099	0.301	476.000	187.000	1.100	475	186	1	3	3	2
0.362	4.057	15	15	15	1.000	0.000	1	1	1	405.467	202.000	1.067	0.396	0.188	0.382	405.467	202.000	1.067	403	200	1	6	4	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	383.000	205.000	1.100	0.281	0.099	0.301	383.000	205.000	1.100	382	204	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	76.000	228.000	1.100	0.281	0.099	0.301	76.000	228.000	1.100	75	227	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	476.000	231.000	1.100	0.281	0.099	0.301	476.000	231.000	1.100	475	230	1	3	3	2
0.265	3.105	11	11	11	1.000	0.000	1	1	1	443.364	251.545	1.000	0.364	0.187	0.365	443.364	251.545	1.000	442	249	1	4	5	1
0.337	3.439	14	14	15	1.071	0.267	1	1	2	102.000	282.000	1.357	0.318	0.068	0.353	102.000	282.000	1.333	101	281	1	3	3	2
0.386	3.633	16	16	16	1.000	0.000	1	1	1	54.250	286.000	1.500	0.348	0.099	0.344	54.250	286.000	1.500	53	285	1	3	3	3
0.241	2.664	10	10	10	1.000	0.000	1	1	1	175.000	290.000	1.100	0.281	0.099	0.301	175.000	290.000	1.100	174	289	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	303.000	304.000	1.100	0.281	0.099	0.301	303.000	304.000	1.100	302	303	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	112.000	306.000	1.100	0.281	0.099	0.301	112.000	306.000	1.100	111	305	1	3	3	2
0.386	5.502	16	14	16	1.000	0.000	1	1	1	358.500	307.000	3.500	0.621	0.256	0.648	358.500	307.000	3.500	357	305	1	4	5	6
0.241	2.664	10	10	10	1.000	0.000	1	1	1	309.000	311.000	1.100	0.281	0.099	0.301	309.000	311.000	1.100	308	310	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	347.000	312.000	1.100	0.281	0.099	0.301	347.000	312.000	1.100	346	311	1	3	3	2
0.362	3.757	15	15	16	1.067	0.258	1	1	2	207.867	314.000	1.333	0.330	0.081	0.354	207.875	314.000	1.312	206	313	1	4	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	324.000	315.000	1.100	0.281	0.099	0.301	324.000	315.000	1.100	323	314	1	3	3	2
0.434	4.692	18	18	18	1.000	0.000	1	1	1	165.389	320.722	1.111	0.441	0.187	0.449	165.389	320.722	1.111	164	318	1	4	6	2
0.337	3.439	14	14	15	1.071	0.267	1	1	2	103.000	326.000	1.357	0.318	0.068	0.353	103.000	326.000	1.333	102	325	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	38.000	487.000	1.100	0.281	0.099	0.301	38.000	487.000	1.100	37	486	1	3	3	2
0.506	4.990	21	20	22	1.048	0.218	1	1	2	226.095	285.905	3.143	0.410	0.127	0.404	226.091	285.909	3.136	225	285	2	3	3	4
0.458	4.603	19	18	21	1.105	0.315	1	1	2	126.000	348.000	3.000	0.382	0.086	0.390	126.000	348.048	3.000	125	347	2	3	3	3
0.265	3.720	11	10	11	1.000	0.000	1	1	1	508.818	124.182	4.545	0.388	0.158	0.332	508.818	124.182	4.545	508	123	3	3	3	4
0.458	4.603	19	18	24	1.263	0.452	1	1	2	193.000	275.000	4.000	0.382	0.086	0.390	193.000	275.000	4.000	192	274	3	3	3	3
0.265	3.192	11	10	12	1.091	0.302	1	1	2	61.636	273.000	5.000	0.326	0.086	0.317	61.667	273.000	5.000	61	272	4	3	3	3
0.458	4.603	19	18	20	1.053	0.229	1	1	2	331.000	304.000	5.000	0.382	0.086	0.390	331.000	304.000	5.000	330	303	4	3	3	3
0.313	3.068	13	13	13	1.000	0.000	1	1	1	79.000	306.538	4.615	0.324	0.091	0.320	79.000	306.538	4.615	78	306	4	3	2	3
0.458	4.603	19	18	20	1.053	0.229	1	1	2	42.000	230.000	6.000	0.382	0.086	0.390	42.000	230.000	6.000	41	229	5	3	3	3
0.289	4.549	12	11	12	1.000	0.000	1	1	1	433.917	267.167	8.250	0.511	0.236	0.558	433.917	267.167	8.250	432	266	6	5	3	5
