Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
15557	4834	15557	3078	528938	34	0	34	34	34	456.422	120.260	14.340	15.216	1.915	15.345	456.402	120.259	14.340	440	105	1	34	30	25
13564	4780	13564	3078	542560	40	0	40	40	40	496.728	154.728	16.156	14.948	2.900	15.177	496.680	154.728	16.156	480	139	1	32	34	25
8065	3124	8065	1856	338730	42	0	42	42	42	460.984	172.033	14.360	12.229	1.713	12.294	460.969	172.033	14.360	448	160	1	27	25	25
15877	4656	15877	2796	381048	24	0	24	24	24	414.368	213.307	10.487	15.338	1.842	15.551	414.391	213.307	10.487	398	197	1	34	34	25
11374	3762	11374	2127	398090	35	0	35	35	35	300.851	270.752	13.566	13.672	1.408	13.812	300.860	270.752	13.566	286	256	1	29	30	25
15746	4504	15746	2776	503872	32	0	32	32	32	315.074	291.445	13.345	15.188	1.357	15.270	315.074	291.445	13.345	300	274	1	31	34	25
16059	4532	16059	2682	529947	33	0	33	33	33	343.383	298.060	12.799	15.243	1.185	15.442	343.377	298.056	12.799	329	282	1	31	34	25
4995	2428	4995	1498	39960	8	0	8	8	8	291.727	312.850	6.674	11.172	3.166	10.746	291.727	312.850	6.674	279	302	1	34	23	18
11749	3814	11749	2310	446462	38	0	38	38	38	250.525	318.685	13.961	13.905	1.800	13.964	250.540	318.685	13.961	238	304	1	27	34	25
4895	2532	4895	1534	44055	9	0	9	9	9	299.317	325.212	6.698	11.046	2.868	10.798	299.317	325.212	6.698	281	314	1	34	23	18
10223	3516	10223	2127	184014	18	0	18	18	18	154.204	332.242	9.339	13.250	1.675	13.244	154.204	332.242	9.339	140	318	1	29	30	23
13119	4124	13119	2438	327975	25	0	25	25	25	326.446	334.516	8.957	14.468	2.088	14.776	326.433	334.515	8.957	310	318	1	33	34	23
11461	3688	11461	2196	332369	29	0	29	29	29	238.895	344.981	12.837	13.648	1.144	13.627	238.885	344.980	12.837	226	332	1	28	28	25
14357	4792	14357	2740	430710	30	0	30	30	30	209.274	349.049	12.723	15.245	2.417	14.800	209.293	349.050	12.723	193	327	1	32	39	25
1583	1224	1583	766	30077	19	0	19	19	19	159.787	348.116	12.600	7.757	2.522	7.628	159.787	348.116	12.600	151	345	1	15	13	25
10850	4334	10850	2625	151900	14	0	14	14	14	164.240	360.425	8.662	13.624	3.158	14.115	164.240	360.426	8.662	147	342	1	34	34	22
7117	2766	7117	1701	92521	13	0	13	13	13	258.858	362.402	6.506	11.904	2.307	12.292	258.847	362.402	6.506	244	349	1	31	27	16
13518	5304	13518	3252	351468	26	0	26	26	26	129.324	356.275	11.934	15.114	3.992	14.723	129.315	356.277	11.934	114	338	1	35	41	25
8019	3036	8019	1956	136323	17	0	17	17	17	219.045	373.186	7.200	12.457	2.405	12.483	219.033	373.186	7.200	203	357	1	32	31	17
11554	3892	11554	2339	231080	20	0	20	20	20	101.290	376.486	8.130	13.991	2.360	14.289	101.290	376.485	8.130	85	360	1	34	33	22
