Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
10269	4022	10269	2278	82152	8	0	8	8	8	497.142	147.271	11.175	12.650	2.041	13.241	497.142	147.271	11.175	483	134	1	29	28	24
7056	2662	7056	1645	70560	10	0	10	10	10	469.842	156.885	7.493	11.681	1.731	11.972	469.842	156.885	7.493	456	144	1	28	27	17
13546	4074	13546	2547	176098	13	0	13	13	13	398.594	174.158	9.831	14.500	1.784	14.812	398.569	174.157	9.831	384	158	1	30	33	22
5308	2904	5308	1518	47772	9	0	9	9	9	372.115	197.392	11.160	10.749	2.603	10.970	372.113	197.392	11.160	362	184	1	20	28	23
2409	1810	2409	963	28908	12	0	12	12	12	358.350	225.057	8.683	8.555	2.132	8.577	358.350	225.057	8.683	348	213	1	18	23	19
13704	4240	13704	2642	191856	14	0	14	14	14	290.802	278.829	10.870	14.547	1.621	14.725	290.829	278.830	10.870	275	264	1	32	30	26
12874	4042	12874	2329	193110	15	0	15	15	15	253.673	298.421	13.818	14.213	1.124	14.204	253.691	298.422	13.818	241	284	1	28	30	28
1817	1362	1817	806	7268	4	0	4	4	4	158.121	376.840	5.686	8.006	2.322	7.966	158.121	376.840	5.686	151	368	1	19	19	13
2258	1486	2258	845	11290	5	0	5	5	5	173.829	384.180	6.316	8.441	2.228	8.030	173.829	384.180	6.316	167	370	1	15	28	14
1431	974	1431	598	10017	7	0	7	7	7	161.084	391.554	6.282	6.840	1.307	6.674	161.084	391.554	6.282	152	386	1	16	13	14
3585	2312	3585	1347	21510	6	0	6	6	6	104.780	468.066	5.716	10.340	3.235	10.035	104.780	468.066	5.716	90	452	1	26	29	15
7082	3534	7082	1906	120394	17	0	17	17	17	450.622	169.150	17.566	10.970	2.442	11.836	450.604	169.150	17.566	438	156	6	27	27	22
17431	5372	17431	2962	313758	18	0	18	18	18	300.986	257.897	23.453	15.899	2.426	16.226	300.954	257.895	23.453	281	242	8	38	33	28
8791	3214	8791	1721	167029	19	0	19	19	19	233.613	311.479	22.763	12.497	1.272	12.522	233.627	311.479	22.763	219	301	8	29	22	28
10936	3552	10936	2041	218720	20	0	20	20	20	268.527	275.667	25.902	13.400	1.294	13.546	268.527	275.667	25.902	254	262	13	31	29	23
