Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
40454.059	24856.590	1678503	209299	102120392	60.840	121.203	16.000	1	3348	286.600	230.105	17.893	39.242	12.161	38.232	295.221	220.483	18.286	117	0	1	395	405	32
0.265	2.998	11	11	13	1.182	0.603	1.000	1	3	238.818	0.364	1.364	0.312	0.085	0.298	238.846	0.308	1.308	237	0	1	4	2	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	215.000	89.000	1.100	0.281	0.099	0.301	215.000	89.000	1.100	214	88	1	3	3	2
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	207.000	131.000	1.357	0.318	0.068	0.353	207.000	131.000	1.333	206	130	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	126.000	186.000	1.100	0.281	0.099	0.301	126.000	186.000	1.100	125	185	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	168.000	193.000	1.100	0.281	0.099	0.301	168.000	193.000	1.100	167	192	1	3	3	2
0.265	3.051	11	11	11	1.000	0.000	1.000	1	1	140.091	197.091	1.182	0.302	0.099	0.321	140.091	197.091	1.182	139	196	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	221.000	218.000	1.100	0.281	0.099	0.301	221.000	218.000	1.100	220	217	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	174.000	274.000	1.100	0.281	0.099	0.301	174.000	274.000	1.100	173	273	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	292.000	314.000	1.100	0.281	0.099	0.301	292.000	314.000	1.100	291	313	1	3	3	2
0.410	5.221	17	16	17	1.000	0.000	1.000	1	1	286.824	352.765	1.471	0.527	0.178	0.525	286.824	352.765	1.471	285	350	1	5	6	3
0.434	4.532	18	16	20	1.111	0.323	1.000	1	2	312.000	317.222	4.000	0.387	0.075	0.394	312.000	317.250	4.000	311	316	3	3	4	3
0.458	4.603	19	18	20	1.053	0.229	1.000	1	2	149.000	62.000	5.000	0.382	0.086	0.390	149.000	62.000	5.000	148	61	4	3	3	3
0.458	4.603	19	18	20	1.053	0.229	1.000	1	2	222.000	68.000	11.000	0.382	0.086	0.390	222.000	68.000	11.000	221	67	10	3	3	3
0.313	4.302	13	12	13	1.000	0.000	1.000	1	1	350.000	338.692	13.923	0.483	0.315	0.444	350.000	338.692	13.923	349	338	12	3	3	6
0.482	4.937	20	19	20	1.000	0.000	1.000	1	1	314.500	399.000	14.250	0.437	0.187	0.403	314.500	399.000	14.250	313	398	12	3	3	5
21.378	65.976	887	390	25817	29.106	61.917	5.000	1	429	136.574	278.529	23.263	2.041	0.836	1.906	136.576	278.601	22.065	132	274	13	10	10	20
0.386	5.255	16	16	16	1.000	0.000	1.000	1	1	466.438	183.250	15.562	0.452	0.185	0.440	466.438	183.250	15.562	466	181	14	2	5	4
37.212	85.779	1544	595	115837	75.024	136.245	11.000	1	874	245.671	183.273	27.870	2.026	0.341	1.987	245.822	183.396	30.247	238	177	20	16	15	13
32.440	88.735	1346	628	24851	18.463	29.171	5.000	1	188	503.848	18.053	29.253	1.937	0.458	1.923	503.993	17.647	30.906	492	11	23	20	18	10
10.291	40.017	427	280	6036	14.136	24.644	4.000	1	186	338.501	2.902	29.813	1.331	0.385	1.280	338.232	1.874	31.000	331	0	24	16	10	9
11.424	46.755	474	284	6961	14.686	31.899	3.000	1	227	233.388	195.312	29.774	1.374	0.344	1.279	233.480	194.813	30.958	228	189	24	15	14	9
10.123	35.182	420	227	11237	26.755	54.262	5.000	1	361	41.750	255.429	29.312	1.262	0.225	1.249	41.735	255.508	30.866	37	251	24	10	10	9
5.929	24.460	246	150	3129	12.720	19.302	4.000	1	105	338.992	403.744	29.785	1.057	0.223	1.003	338.936	403.689	30.722	336	400	25	7	9	8
4.965	21.939	206	134	2573	12.490	19.565	4.000	1	103	469.248	2.583	30.175	0.975	0.201	0.960	469.331	2.442	31.174	465	0	26	9	7	7
15.521	60.077	644	403	4345	6.747	9.570	3.000	1	64	337.287	20.460	30.486	1.610	0.542	1.544	337.761	21.076	31.192	328	12	26	21	17	7
5.423	24.125	225	144	1960	8.711	14.905	2.000	1	90	127.880	149.227	29.938	1.026	0.223	0.980	127.795	149.448	31.077	125	145	26	7	9	7
3.085	16.525	128	90	592	4.625	5.779	2.000	1	30	418.297	381.320	30.484	0.820	0.196	0.779	418.179	381.378	31.174	415	379	26	8	6	7
1.687	11.057	70	61	384	5.486	7.199	2.500	1	36	325.186	0.886	30.571	0.681	0.220	0.668	324.984	0.453	31.143	322	0	27	7	4	6
2.410	14.336	100	83	1210	12.100	20.405	4.000	1	114	495.750	0.950	30.200	0.783	0.239	0.796	495.731	0.454	31.135	492	0	27	8	4	6
5.736	25.257	238	158	1513	6.357	8.480	3.000	1	50	343.353	47.508	30.504	1.011	0.214	1.035	343.196	47.721	31.242	339	43	27	10	10	6
23.667	103.447	982	669	7616	7.756	13.841	2.000	1	101	459.199	121.221	30.513	2.956	1.435	2.926	459.539	121.011	31.157	441	108	27	38	27	6
3.398	17.019	141	98	817	5.794	7.184	3.000	1	36	265.936	160.475	30.553	0.826	0.151	0.807	265.892	160.515	31.109	263	157	27	7	8	6
3.326	16.895	138	99	771	5.587	7.452	3.000	1	42	440.543	186.080	30.391	0.834	0.173	0.817	440.477	186.096	31.136	437	183	27	8	8	6
4.483	20.705	186	124	1668	8.968	12.972	3.000	1	68	135.763	401.360	30.306	0.930	0.185	0.892	135.859	401.459	31.064	132	398	27	9	8	6
4.049	18.907	168	118	931	5.542	7.793	2.000	1	43	331.286	50.268	30.595	0.872	0.163	0.865	330.894	50.203	31.205	327	47	28	9	7	5
4.555	23.017	189	141	865	4.577	7.030	2.000	1	40	318.106	54.143	30.794	0.943	0.247	0.939	318.388	54.936	31.306	314	49	28	9	11	5
5.230	24.569	217	149	1243	5.728	6.927	3.000	1	37	428.926	105.876	30.613	0.983	0.244	1.016	428.909	105.924	31.249	424	102	28	11	9	5
3.471	16.561	144	100	1201	8.340	11.529	3.000	1	60	19.792	189.000	30.639	0.821	0.135	0.810	19.757	189.099	31.262	17	186	28	7	7	5
0.241	3.650	10	9	10	1.000	0.000	1.000	1	1	247.600	243.900	29.500	0.413	0.188	0.350	247.600	243.900	29.500	246	243	28	4	3	4
2.121	12.504	88	69	207	2.352	2.074	1.500	1	11	220.534	488.148	30.761	0.696	0.153	0.678	220.377	488.140	31.159	218	486	28	6	6	5
2.097	12.399	87	69	300	3.448	3.815	2.000	1	18	483.437	5.713	31.069	0.679	0.140	0.681	483.397	5.693	31.437	481	3	29	6	7	4
2.410	13.228	100	76	364	3.640	3.912	2.000	1	18	346.730	38.010	31.000	0.712	0.133	0.723	346.731	37.832	31.376	344	35	29	7	7	4
2.266	15.521	94	81	232	2.468	2.308	2.000	1	12	306.702	60.149	31.223	0.812	0.313	0.787	307.310	59.991	31.414	301	57	29	11	7	4
1.928	11.781	80	63	274	3.425	3.532	2.000	1	16	256.538	67.738	30.987	0.662	0.127	0.639	256.507	67.777	31.365	254	65	29	6	7	4
1.735	10.688	72	60	161	2.236	1.588	2.000	1	8	52.972	318.264	31.083	0.633	0.143	0.615	52.957	318.199	31.292	50	316	29	6	6	4
1.856	14.270	77	75	119	1.545	1.033	1.000	1	6	315.052	3.571	31.597	0.737	0.292	0.708	315.176	3.168	31.681	310	0	30	10	9	3
1.542	9.842	64	54	210	3.281	3.457	2.000	1	17	116.734	31.078	31.328	0.591	0.125	0.591	116.705	31.029	31.586	114	28	30	6	7	3
1.012	7.550	42	39	73	1.738	1.149	1.000	1	5	255.643	35.857	31.524	0.503	0.138	0.505	255.616	35.863	31.630	253	34	30	6	5	3
0.723	6.260	30	28	31	1.033	0.183	1.000	1	2	297.567	149.667	31.233	0.448	0.104	0.464	297.581	149.677	31.258	296	148	30	4	4	3
1.181	7.831	49	41	84	1.714	1.155	1.000	1	6	59.878	211.082	31.245	0.534	0.089	0.552	59.857	211.071	31.429	58	209	30	5	5	3
1.301	9.137	54	52	87	1.611	1.071	1.000	1	6	393.389	400.759	31.463	0.555	0.163	0.589	393.563	400.851	31.598	391	398	30	6	6	3
0.723	5.839	30	30	50	1.667	1.061	1.000	1	5	346.833	7.833	31.633	0.424	0.116	0.434	346.840	7.820	31.720	345	6	31	5	5	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	322.000	13.000	31.900	0.281	0.099	0.301	322.000	13.000	31.900	321	12	31	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	130.000	25.000	31.900	0.281	0.099	0.301	130.000	25.000	31.900	129	24	31	3	3	2
0.530	4.709	22	22	30	1.364	0.727	1.000	1	4	454.000	27.000	31.591	0.375	0.096	0.386	454.000	27.000	31.667	452	25	31	5	5	2
0.289	3.175	12	12	12	1.000	0.000	1.000	1	1	506.500	31.833	31.833	0.314	0.097	0.336	506.500	31.833	31.833	505	31	31	4	3	2
0.699	5.715	29	29	41	1.414	0.733	1.000	1	3	500.310	36.690	31.621	0.421	0.116	0.441	500.317	36.707	31.683	498	35	31	5	5	2
0.265	2.804	11	11	11	1.000	0.000	1.000	1	1	503.182	41.636	31.636	0.298	0.063	0.298	503.182	41.636	31.636	502	41	31	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	260.000	48.000	31.900	0.281	0.099	0.301	260.000	48.000	31.900	259	47	31	3	3	2
0.434	4.268	18	18	20	1.111	0.323	1.000	1	2	274.056	60.056	31.611	0.360	0.100	0.355	274.050	60.100	31.650	273	58	31	3	5	2
0.386	4.127	16	16	16	1.000	0.000	1.000	1	1	120.938	116.875	31.812	0.390	0.147	0.383	120.938	116.875	31.812	119	116	31	5	3	2
0.362	3.757	15	15	16	1.067	0.258	1.000	1	2	125.000	140.133	31.667	0.330	0.081	0.354	125.000	140.125	31.688	124	139	31	3	4	2
0.434	4.428	18	18	18	1.000	0.000	1.000	1	1	493.056	152.056	31.944	0.409	0.166	0.412	493.056	152.056	31.944	491	150	31	5	5	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	226.000	197.000	31.900	0.281	0.099	0.301	226.000	197.000	31.900	225	196	31	3	3	2
0.410	3.934	17	17	17	1.000	0.000	1.000	1	1	249.588	253.412	31.765	0.349	0.095	0.377	249.588	253.412	31.765	248	252	31	4	4	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	354.000	280.000	31.900	0.281	0.099	0.301	354.000	280.000	31.900	353	279	31	3	3	2
0.265	2.857	11	11	11	1.000	0.000	1.000	1	1	388.000	380.909	31.818	0.296	0.091	0.320	388.000	380.909	31.818	387	380	31	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	350.000	391.000	31.900	0.281	0.099	0.301	350.000	391.000	31.900	349	390	31	3	3	2
0.289	3.051	12	12	12	1.000	0.000	1.000	1	1	328.083	427.917	31.750	0.306	0.082	0.315	328.083	427.917	31.750	327	427	31	3	3	2
0.723	5.698	30	30	42	1.400	0.855	1.000	1	4	359.000	451.000	31.700	0.427	0.121	0.445	359.000	451.000	31.762	357	449	31	5	5	2
