Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
49072.914	47449.363	2036113	377840	81896376	40.222	100.700	7	1	2952	215.069	224.566	13.989	39.974	13.660	39.071	211.071	239.793	13.745	32	0	1	437	454	28
19.329	69.030	802	393	8236	10.269	16.498	3	1	99	473.930	4.207	8.504	1.807	0.624	1.767	473.858	3.480	8.990	468	0	1	11	13	16
0.434	4.181	18	18	18	1.000	0.000	1	1	1	451.000	6.000	1.167	0.384	0.138	0.358	451.000	6.000	1.167	450	4	1	3	5	2
0.771	6.350	32	31	42	1.312	0.693	1	1	4	27.750	12.375	1.406	0.453	0.138	0.453	27.786	12.476	1.333	26	10	1	5	6	3
2.217	12.787	92	72	300	3.261	3.610	2	1	18	124.478	15.565	1.967	0.692	0.143	0.711	124.543	15.737	1.560	122	13	1	7	7	4
0.362	3.810	15	15	15	1.000	0.000	1	1	1	75.467	23.400	1.200	0.363	0.118	0.386	75.467	23.400	1.200	74	22	1	4	4	2
1.759	10.759	73	60	211	2.890	2.807	2	1	13	252.753	35.904	1.918	0.630	0.129	0.622	252.673	35.919	1.578	250	33	1	7	6	4
0.458	4.321	19	19	20	1.053	0.229	1	1	2	466.684	35.684	1.316	0.360	0.092	0.359	466.700	35.700	1.300	465	34	1	4	4	2
2.627	14.462	109	83	368	3.376	3.783	2	1	19	166.771	66.982	2.358	0.761	0.167	0.744	166.758	67.049	1.747	163	64	1	8	7	5
1.181	9.295	49	46	59	1.204	0.577	1	1	4	157.082	71.408	1.816	0.589	0.198	0.555	157.254	71.475	1.695	154	69	1	7	6	4
8.387	35.526	348	239	1595	4.583	5.526	2	1	35	152.135	80.899	2.187	1.188	0.350	1.141	152.236	81.203	1.676	147	73	1	11	17	5
0.241	2.664	10	10	10	1.000	0.000	1	1	1	34.000	77.000	1.100	0.281	0.099	0.301	34.000	77.000	1.100	33	76	1	3	3	2
4.194	20.863	174	119	1263	7.259	11.532	2	1	64	238.477	82.678	2.828	0.944	0.249	0.904	238.469	82.754	1.775	235	80	1	8	7	7
0.627	5.608	26	25	35	1.346	0.629	1	1	3	169.615	82.885	1.577	0.425	0.121	0.412	169.600	82.886	1.486	168	81	1	4	5	3
1.301	8.890	54	48	110	2.037	1.613	1	1	7	3.889	88.241	1.630	0.555	0.129	0.570	3.864	88.200	1.445	1	86	1	7	6	3
1.350	11.023	56	51	81	1.446	0.829	1	1	4	194.964	100.518	1.893	0.609	0.212	0.574	194.790	100.642	1.667	192	98	1	7	6	5
1.856	11.042	77	66	253	3.286	3.520	2	1	18	192.104	113.727	1.740	0.631	0.138	0.630	191.980	113.775	1.458	189	111	1	7	6	3
0.651	6.226	27	27	28	1.037	0.192	1	1	2	143.000	117.259	1.370	0.455	0.177	0.425	143.036	117.250	1.357	141	115	1	5	5	3
