Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
31462.330	22080.664	1305422	176986	95127328	72.871	153.690	19.000	1	3084	131.329	244.210	20.009	36.733	18.272	36.188	118.210	228.835	19.767	0	0	1	247	512	33
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	211.000	25.000	1.100	0.281	0.099	0.301	211.000	25.000	1.100	210	24	1	3	3	2
0.337	3.757	14	14	14	1.000	0.000	1.000	1	1	195.214	105.857	1.429	0.359	0.142	0.340	195.214	105.857	1.429	194	105	1	4	3	3
0.313	3.810	13	13	13	1.000	0.000	1.000	1	1	151.846	131.462	1.077	0.418	0.182	0.474	151.846	131.462	1.077	150	130	1	5	4	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	129.000	172.000	1.100	0.281	0.099	0.301	129.000	172.000	1.100	128	171	1	3	3	2
0.458	5.063	19	19	19	1.000	0.000	1.000	1	1	123.158	181.737	1.000	0.527	0.255	0.493	123.158	181.737	1.000	121	179	1	5	8	1
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	117.000	335.000	1.100	0.281	0.099	0.301	117.000	335.000	1.100	116	334	1	3	3	2
0.313	3.051	13	13	13	1.000	0.000	1.000	1	1	80.154	346.154	1.308	0.316	0.078	0.321	80.154	346.154	1.308	79	345	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	65.000	362.000	1.100	0.281	0.099	0.301	65.000	362.000	1.100	64	361	1	3	3	2
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	60.000	377.000	1.357	0.318	0.068	0.353	60.000	377.000	1.333	59	376	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	27.000	449.000	1.100	0.281	0.099	0.301	27.000	449.000	1.100	26	448	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	72.000	451.000	1.100	0.281	0.099	0.301	72.000	451.000	1.100	71	450	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	50.000	477.000	1.100	0.281	0.099	0.301	50.000	477.000	1.100	49	476	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	49.000	482.000	1.100	0.281	0.099	0.301	49.000	482.000	1.100	48	481	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	90.000	491.000	1.100	0.281	0.099	0.301	90.000	491.000	1.100	89	490	1	3	3	2
0.337	3.456	14	14	14	1.000	0.000	1.000	1	1	107.000	230.500	3.500	0.346	0.118	0.340	107.000	230.500	3.500	106	230	2	3	2	4
0.362	3.774	15	15	15	1.000	0.000	1.000	1	1	209.867	21.667	5.467	0.363	0.136	0.342	209.867	21.667	5.467	209	21	4	3	3	4
0.458	4.603	19	18	20	1.053	0.229	1.000	1	2	232.000	100.000	5.000	0.382	0.086	0.390	232.000	100.000	5.000	231	99	4	3	3	3
0.795	6.842	33	29	35	1.061	0.242	1.000	1	2	138.121	72.333	7.424	0.509	0.146	0.497	138.114	72.286	7.457	137	70	6	3	5	4
0.603	5.625	25	23	26	1.040	0.200	1.000	1	2	119.320	139.680	7.080	0.428	0.101	0.452	119.308	139.692	7.077	118	138	6	4	4	3
0.241	3.580	10	9	10	1.000	0.000	1.000	1	1	181.400	204.600	7.200	0.356	0.146	0.370	181.400	204.600	7.200	180	203	6	4	4	3
1.060	7.899	44	43	58	1.318	0.639	1.000	1	3	49.545	510.477	8.591	0.635	0.267	0.646	49.621	510.569	8.724	48	509	6	4	3	6
0.241	3.333	10	9	10	1.000	0.000	1.000	1	1	12.200	450.000	8.500	0.394	0.158	0.320	12.200	450.000	8.500	11	449	7	3	3	4
2.410	14.300	100	68	172	1.720	1.256	1.000	1	7	249.750	141.150	11.380	0.811	0.261	0.760	249.837	141.140	11.523	248	139	8	5	5	8
2.555	14.230	106	72	271	2.557	2.239	1.500	1	11	240.868	144.953	10.755	0.819	0.243	0.771	240.815	144.956	10.672	239	143	8	5	5	8
0.241	3.333	10	9	11	1.100	0.316	1.000	1	2	239.000	123.200	19.500	0.394	0.158	0.320	239.000	123.182	19.545	238	122	18	3	3	4
0.241	3.015	10	10	11	1.100	0.316	1.000	1	2	0.100	18.000	22.000	0.338	0.147	0.391	0.091	18.000	22.000	0	17	21	2	3	3
3.037	17.727	126	106	212	1.683	1.017	1.000	1	5	86.159	144.857	31.833	0.844	0.282	0.782	86.208	144.882	32.151	82	141	27	9	9	7
