Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
10.484	67.919	435	435	3259	7.492	9.307	3	1	46	78.425	367.448	1.000	2.154	0.924	2.130	78.199	367.764	1.000	68	352	1	21	33	1
0.313	3.158	13	13	14	1.077	0.277	1	1	2	92.385	380.385	1.000	0.335	0.115	0.377	92.357	380.357	1.000	91	379	1	4	4	1
0.337	3.669	14	14	14	1.000	0.000	1	1	1	82.714	391.714	1.000	0.395	0.173	0.432	82.714	391.714	1.000	81	390	1	5	5	1
0.265	3.492	11	11	11	1.000	0.000	1	1	1	78.636	395.909	1.000	0.411	0.182	0.407	78.636	395.909	1.000	76	395	1	6	3	1
0.434	5.327	18	18	18	1.000	0.000	1	1	1	67.667	399.722	1.000	0.646	0.320	0.664	67.667	399.722	1.000	63	398	1	9	5	1
0.723	6.616	30	30	36	1.200	0.407	1	1	2	69.800	405.933	1.000	0.543	0.225	0.549	69.889	405.972	1.000	67	402	1	6	8	1
19477.209	24641.064	808140	282431	74203072	91.820	172.326	29	1	3084	114.199	254.920	19.832	33.469	17.425	32.442	108.111	241.169	19.603	0	0	1	210	512	33
0.289	3.034	12	12	12	1.000	0.000	1	1	1	78.417	409.833	1.000	0.342	0.147	0.339	78.417	409.833	1.000	76	409	1	5	3	1
0.313	3.158	13	13	18	1.385	0.650	1	1	3	91.462	411.615	1.000	0.345	0.129	0.376	91.500	411.611	1.000	90	410	1	4	4	1
0.241	2.664	10	10	10	1.000	0.000	1	1	1	27.000	449.000	1.100	0.281	0.099	0.301	27.000	449.000	1.100	26	448	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	50.000	477.000	1.100	0.281	0.099	0.301	50.000	477.000	1.100	49	476	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	49.000	482.000	1.100	0.281	0.099	0.301	49.000	482.000	1.100	48	481	1	3	3	2
0.627	8.449	26	26	538	20.692	24.838	12	1	95	71.500	509.000	1.000	1.616	0.949	1.616	73.493	509.000	1.000	59	509	1	26	1	1
0.410	3.951	17	17	18	1.059	0.243	1	1	2	131.059	179.294	2.412	0.346	0.082	0.355	131.056	179.278	2.389	130	178	2	3	4	2
0.313	3.068	13	13	13	1.000	0.000	1	1	1	107.000	230.462	3.385	0.324	0.091	0.320	107.000	230.462	3.385	106	230	2	3	2	3
2.217	12.613	92	76	396	4.304	5.459	2	1	28	134.772	260.315	3.293	0.681	0.161	0.681	135.025	260.313	3.616	132	257	2	7	8	3
1.952	16.474	81	79	92	1.136	0.345	1	1	2	125.519	263.383	3.420	0.797	0.312	0.754	125.489	263.283	3.489	120	260	2	11	9	3
35.260	134.779	1463	1137	13115	8.964	16.415	2	1	145	102.582	314.344	3.152	2.677	1.233	2.591	100.808	317.577	3.422	90	291	2	28	41	3
0.241	3.509	10	10	10	1.000	0.000	1	1	1	91.400	335.000	3.100	0.430	0.129	0.455	91.400	335.000	3.100	90	334	2	4	3	3
0.434	5.485	18	18	18	1.000	0.000	1	1	1	98.167	335.944	3.611	0.468	0.183	0.462	98.167	335.944	3.611	96	333	2	5	6	3
0.699	6.086	29	29	29	1.000	0.000	1	1	1	72.483	346.690	3.724	0.479	0.175	0.477	72.483	346.690	3.724	70	345	3	6	5	2
31.741	133.042	1317	1317	28832	21.892	38.399	5	1	258	81.879	366.600	3.549	2.799	1.190	2.856	78.842	367.740	3.645	67	347	3	33	39	2
0.506	5.662	21	21	21	1.000	0.000	1	1	1	93.619	370.143	3.762	0.506	0.206	0.501	93.619	370.143	3.762	91	367	3	6	6	2
0.482	4.675	20	20	23	1.150	0.366	1	1	2	74.650	428.500	3.950	0.413	0.149	0.407	74.739	428.522	3.957	72	427	3	6	4	2
