Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
15860.329	18936.344	658070	207921	47633032	72.383	126.087	26	1	2988	338.337	214.099	14.902	36.114	18.778	37.009	344.266	212.996	14.079	148	0	1	364	512	28
2108.982	2764.737	87505	29401	8547108	97.676	144.885	43	1	2521	486.456	32.578	15.056	8.160	3.016	7.732	480.171	33.140	14.113	432	0	1	80	107	28
0.241	2.664	10	10	10	1.000	0.000	1	1	1	455.000	26.000	1.100	0.281	0.099	0.301	455.000	26.000	1.100	454	25	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	318.000	155.000	1.100	0.281	0.099	0.301	318.000	155.000	1.100	317	154	1	3	3	2
0.241	2.928	10	10	10	1.000	0.000	1	1	1	327.600	174.400	1.300	0.319	0.103	0.336	327.600	174.400	1.300	327	173	1	3	4	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	403.000	285.000	1.100	0.281	0.099	0.301	403.000	285.000	1.100	402	284	1	3	3	2
0.337	4.268	14	14	14	1.000	0.000	1	1	1	481.286	344.571	1.643	0.469	0.228	0.425	481.286	344.571	1.643	480	343	1	3	5	4
3.736	23.032	155	126	401	2.587	2.460	2	1	14	200.413	46.942	5.374	0.961	0.324	0.939	200.022	47.107	5.810	198	42	2	9	13	6
0.554	5.555	23	23	25	1.087	0.288	1	1	2	203.522	56.870	6.478	0.453	0.158	0.431	203.600	56.880	6.520	201	56	5	6	3	3
0.916	10.352	38	36	39	1.026	0.162	1	1	2	348.816	224.053	6.553	0.645	0.214	0.639	348.769	224.051	6.538	346	222	5	8	5	4
0.289	4.479	12	11	12	1.000	0.000	1	1	1	352.500	235.833	6.417	0.438	0.196	0.456	352.500	235.833	6.417	351	234	5	4	5	4
2.675	13.561	111	82	727	6.550	8.418	4	1	47	317.000	135.000	13.000	0.776	0.162	0.819	317.000	135.000	13.000	315	133	10	5	5	7
2.555	14.411	106	90	229	2.160	2.130	1	1	11	380.877	234.415	27.094	0.719	0.184	0.725	380.860	234.498	27.406	377	230	25	9	8	4
