Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
8.556	37.372	355	355	16923	47.670	57.599	23.000	1	299	17.949	3.161	1.504	1.709	0.796	1.739	20.954	2.051	1.543	5	0	1	28	10	2
298.639	1160.344	12391	12391	252651	20.390	53.724	5.000	1	1055	171.497	92.566	1.530	12.807	6.863	11.879	168.028	91.640	1.541	109	0	1	115	203	2
0.265	3.509	11	11	12	1.091	0.302	1.000	1	2	265.182	0.000	1.273	0.533	0.277	0.534	265.333	0.000	1.250	261	0	1	8	1	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	189.000	102.000	1.100	0.281	0.099	0.301	189.000	102.000	1.100	188	101	1	3	3	2
0.386	3.686	16	16	16	1.000	0.000	1.000	1	1	153.875	152.688	1.312	0.348	0.098	0.350	153.875	152.688	1.312	153	151	1	3	4	2
0.337	3.439	14	14	16	1.143	0.363	1.000	1	2	154.000	167.000	1.357	0.318	0.068	0.353	154.062	167.000	1.312	153	166	1	3	3	2
0.337	3.439	14	14	16	1.143	0.535	1.000	1	3	97.000	192.000	1.357	0.318	0.068	0.353	97.000	192.000	1.312	96	191	1	3	3	2
0.603	5.875	25	25	25	1.000	0.000	1.000	1	1	137.360	198.920	1.960	0.509	0.210	0.503	137.360	198.920	1.960	135	196	1	5	7	2
0.362	3.563	15	15	15	1.000	0.000	1.000	1	1	154.400	199.867	1.333	0.338	0.090	0.344	154.400	199.867	1.333	153	199	1	4	3	2
16.606	94.499	689	689	16250	23.585	54.055	2.000	1	297	97.197	216.938	1.560	2.188	1.072	2.089	95.641	219.441	1.562	83	202	1	28	33	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	120.000	206.000	1.100	0.281	0.099	0.301	120.000	206.000	1.100	119	205	1	3	3	2
4.459	28.810	185	185	484	2.616	2.650	1.000	1	14	78.000	244.232	1.595	1.115	0.488	1.072	78.667	244.783	1.678	71	236	1	14	15	2
0.819	7.285	34	34	39	1.147	0.436	1.000	1	3	59.971	244.941	1.294	0.542	0.223	0.555	59.872	244.821	1.256	57	242	1	7	7	2
0.651	6.069	27	27	27	1.000	0.000	1.000	1	1	102.667	245.333	1.111	0.558	0.251	0.588	102.667	245.333	1.111	99	244	1	8	4	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	64.000	251.000	1.100	0.281	0.099	0.301	64.000	251.000	1.100	63	250	1	3	3	2
2.025	17.198	84	84	91	1.083	0.278	1.000	1	2	72.476	266.976	1.429	1.269	0.478	1.317	72.538	266.582	1.429	68	260	1	11	16	2
4.073	24.910	169	169	446	2.639	2.468	1.000	1	13	49.621	272.385	1.538	0.988	0.375	0.986	49.623	273.226	1.639	43	265	1	14	13	2
0.554	5.909	23	23	24	1.043	0.209	1.000	1	2	82.174	272.957	1.391	0.501	0.186	0.512	82.208	273.000	1.417	80	270	1	5	6	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	67.000	287.000	1.100	0.281	0.099	0.301	67.000	287.000	1.100	66	286	1	3	3	2
0.819	6.457	34	34	66	1.941	1.324	1.000	1	6	3.088	301.706	1.706	0.457	0.140	0.460	3.121	301.818	1.758	1	299	1	5	6	2
28.656	101.078	1189	1189	96446	81.115	124.000	34.000	1	879	13.239	314.677	1.514	2.416	0.976	2.433	14.318	313.374	1.509	0	301	1	32	30	2
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	8.000	332.000	1.643	0.318	0.068	0.353	8.000	332.000	1.667	7	331	1	3	3	2
0.386	4.886	16	16	16	1.000	0.000	1.000	1	1	67.438	255.312	2.000	0.515	0.189	0.529	67.438	255.312	2.000	65	253	2	6	5	1
32.464	81.859	1347	730	120154	89.201	119.105	49.000	1	845	16.379	3.296	6.586	2.275	0.911	2.186	19.465	2.514	6.537	0	0	4	34	11	6
2142.821	3835.600	88909	38704	2520528	28.350	49.606	11.000	1	1088	137.737	149.866	6.772	23.113	13.572	21.053	139.576	133.190	6.922	0	0	4	247	338	6
0.458	3.880	19	19	21	1.105	0.315	1.000	1	2	52.105	250.158	4.421	0.358	0.089	0.358	52.095	250.190	4.381	51	249	4	3	4	2
0.313	3.861	13	13	15	1.154	0.376	1.000	1	2	271.000	0.000	7.000	0.486	0.252	0.462	271.067	0.000	6.867	270	0	5	3	1	5
0.410	4.814	17	17	58	3.412	2.874	2.000	1	10	260.353	0.000	7.882	0.495	0.197	0.481	260.328	0.000	8.362	258	0	6	6	1	4
0.506	5.221	21	20	21	1.000	0.000	1.000	1	1	171.762	153.619	8.476	0.428	0.146	0.445	171.762	153.619	8.476	170	152	7	4	5	3
1.783	14.939	74	72	88	1.189	0.459	1.000	1	3	178.081	157.284	8.554	0.857	0.316	0.876	178.182	157.420	8.625	175	152	7	7	12	3
0.482	4.603	20	18	22	1.100	0.308	1.000	1	2	122.600	214.900	8.300	0.400	0.090	0.391	122.636	214.909	8.318	121	214	7	4	3	3
0.241	2.787	10	10	10	1.000	0.000	1.000	1	1	55.300	287.200	9.000	0.308	0.128	0.317	55.300	287.200	9.000	54	286	9	4	4	1
12.460	52.020	517	517	27622	53.427	61.487	27.000	1	358	16.760	3.834	11.511	1.996	0.974	1.946	16.334	1.760	11.480	0	0	11	33	11	2
8551.592	14135.317	354819	186140	15932483	44.903	69.077	23.000	1	2085	123.102	168.510	20.363	23.913	13.022	22.259	117.551	164.656	20.382	0	0	11	253	354	19
0.289	3.456	12	12	58	4.833	3.157	4.500	1	10	260.500	0.000	11.500	0.434	0.179	0.421	260.293	0.000	11.448	258	0	11	6	1	2
0.313	3.774	13	13	27	2.077	1.115	2.000	1	4	268.769	0.000	11.538	0.467	0.208	0.475	269.222	0.000	11.593	266	0	11	7	1	2
0.386	3.757	16	16	17	1.062	0.250	1.000	1	2	12.062	260.188	11.438	0.338	0.079	0.344	12.059	260.176	11.412	11	259	11	3	4	2
1.036	7.462	43	43	69	1.605	1.137	1.000	1	6	50.930	296.977	11.674	0.510	0.172	0.530	50.928	296.913	11.739	48	295	11	7	5	2
31.500	98.849	1307	808	36986	28.298	45.492	8.000	1	387	17.551	3.699	15.953	2.368	1.010	2.232	13.368	1.381	15.588	0	0	14	36	13	5
0.627	7.388	26	26	28	1.077	0.272	1.000	1	2	261.462	0.000	16.077	0.638	0.245	0.671	261.536	0.000	16.214	259	0	14	7	1	5
0.530	5.977	22	22	77	3.500	1.896	3.000	1	8	270.227	0.000	15.818	0.614	0.266	0.595	270.545	0.000	15.727	267	0	14	6	1	5
29.910	91.556	1241	719	10788	8.693	13.689	4.000	1	119	15.007	3.057	22.417	2.208	0.917	2.066	16.574	1.376	22.157	0	0	20	34	12	6
1.928	20.117	80	80	580	7.250	8.554	3.000	1	34	265.450	0.000	22.575	1.176	0.513	1.141	268.997	0.000	23.236	257	0	20	16	1	6
11.328	60.613	470	410	1794	3.817	5.636	1.000	1	36	15.460	2.877	27.974	1.918	0.960	1.822	19.463	1.847	27.852	0	0	27	34	10	3
0.241	3.139	10	10	11	1.100	0.316	1.000	1	2	249.200	0.000	28.000	0.397	0.182	0.415	249.273	0.000	28.091	247	0	27	5	1	3
1.205	12.378	50	50	832	16.640	8.597	16.000	1	36	264.160	0.000	28.020	1.106	0.562	1.068	266.005	0.000	28.038	256	0	27	17	1	3
