Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
36702.863	23044.104	1522860	205323	45388624	29.805	52.594	13	1	1959	379.730	223.544	15.561	32.747	14.148	31.182	388.903	220.939	16.849	256	0	1	256	444	30
0.337	3.439	14	14	15	1.071	0.267	1	1	2	426.000	5.000	1.357	0.318	0.068	0.353	426.000	5.000	1.333	425	4	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	510.000	84.000	1.100	0.281	0.099	0.301	510.000	84.000	1.100	509	83	1	3	3	2
0.410	4.445	17	17	17	1.000	0.000	1	1	1	439.647	160.353	1.176	0.398	0.155	0.394	439.647	160.353	1.176	438	158	1	5	5	2
1.253	11.903	52	48	57	1.096	0.298	1	1	2	425.250	178.827	2.942	0.711	0.277	0.757	425.298	178.807	2.807	423	176	1	5	6	6
0.313	3.228	13	13	13	1.000	0.000	1	1	1	416.000	187.462	1.077	0.331	0.114	0.365	416.000	187.462	1.077	415	186	1	3	4	2
0.506	4.409	21	20	22	1.048	0.218	1	1	2	378.857	256.952	1.762	0.398	0.099	0.389	378.864	256.955	1.727	378	256	1	3	3	3
0.313	3.422	13	13	13	1.000	0.000	1	1	1	295.538	337.769	1.077	0.342	0.129	0.369	295.538	337.769	1.077	294	336	1	4	4	2
0.265	3.122	11	11	11	1.000	0.000	1	1	1	444.909	369.455	1.273	0.330	0.102	0.321	444.909	369.455	1.273	444	368	1	3	4	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	335.000	383.000	1.100	0.281	0.099	0.301	335.000	383.000	1.100	334	382	1	3	3	2
0.241	3.122	10	9	10	1.000	0.000	1	1	1	377.500	264.800	4.000	0.325	0.102	0.376	377.500	264.800	4.000	376	264	3	4	3	3
0.627	6.842	26	24	26	1.000	0.000	1	1	1	447.269	371.962	5.423	0.521	0.213	0.550	447.269	371.962	5.423	446	370	3	4	5	5
0.410	4.091	17	16	17	1.000	0.000	1	1	1	350.647	391.706	5.176	0.376	0.110	0.381	350.647	391.706	5.176	350	390	4	3	4	3
0.386	4.867	16	15	16	1.000	0.000	1	1	1	387.250	198.500	8.938	0.553	0.264	0.533	387.250	198.500	8.938	386	197	7	3	4	5
8.701	42.808	361	231	1198	3.319	3.461	2	1	18	47.285	183.008	22.723	2.030	1.105	1.867	47.193	182.982	24.757	45	180	9	7	7	22
0.313	3.774	13	12	13	1.000	0.000	1	1	1	506.462	80.846	15.231	0.374	0.147	0.330	506.462	80.846	15.231	505	80	14	3	3	4
0.578	5.713	24	21	26	1.083	0.282	1	1	2	419.708	261.000	15.667	0.479	0.185	0.401	419.731	261.000	15.654	419	260	14	3	3	5
0.313	4.108	13	11	14	1.077	0.277	1	1	2	397.000	28.000	17.308	0.422	0.198	0.367	397.000	28.000	17.357	396	27	15	3	3	5
3.832	24.986	159	118	253	1.591	0.902	1	1	5	267.962	109.887	25.792	1.360	0.670	1.298	268.071	109.933	26.304	263	106	18	8	7	13
