Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.530	4.709	22	22	28	1.273	0.550	1	1	3	404.000	3.000	1.409	0.375	0.096	0.386	404.000	3.000	1.321	402	1	1	5	5	2
49522.449	39941.086	2054765	329751	46509464	22.635	49.626	8	1	1475	242.683	220.013	15.315	34.800	11.572	33.922	237.771	186.368	16.782	25	29	1	438	369	29
4.676	23.840	194	129	457	2.356	2.240	1	1	12	283.124	66.794	4.129	1.084	0.396	1.034	283.107	66.602	3.357	281	64	1	7	7	10
0.988	7.354	41	37	52	1.268	0.501	1	1	3	338.000	106.756	2.244	0.544	0.154	0.548	338.058	106.731	2.115	336	105	1	5	4	4
0.337	3.439	14	14	15	1.071	0.267	1	1	2	390.000	141.000	1.357	0.318	0.068	0.353	390.000	141.000	1.333	389	140	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	249.000	152.000	1.100	0.281	0.099	0.301	249.000	152.000	1.100	248	151	1	3	3	2
35.453	127.175	1471	733	3870	2.631	2.698	1	1	16	231.714	162.265	7.415	2.383	0.910	2.377	231.920	162.564	5.410	226	153	1	13	19	23
1.687	13.735	70	56	122	1.743	0.896	1	1	4	428.000	175.000	3.700	0.886	0.508	0.790	428.000	175.000	3.131	426	173	1	5	5	10
5.350	31.843	222	176	452	2.036	2.526	1	1	22	509.090	178.761	7.387	1.905	0.949	1.927	509.044	178.869	5.438	507	175	1	5	8	18
0.771	6.260	32	30	40	1.250	0.508	1	1	3	166.000	185.000	1.938	0.465	0.130	0.483	166.000	185.000	1.825	164	183	1	5	5	4
0.410	4.232	17	16	17	1.000	0.000	1	1	1	184.882	193.882	2.059	0.393	0.098	0.429	184.882	193.882	2.059	184	193	1	3	3	3
0.337	3.897	14	13	14	1.000	0.000	1	1	1	192.429	209.000	1.786	0.356	0.101	0.338	192.429	209.000	1.786	191	208	1	4	3	3
34.489	119.571	1431	714	5418	3.786	5.255	2	1	43	224.357	218.208	7.765	2.597	1.320	2.495	224.273	218.302	5.361	219	209	1	13	19	28
0.916	8.958	38	36	38	1.000	0.000	1	1	1	233.632	231.711	2.789	0.667	0.351	0.594	233.632	231.711	2.789	232	230	1	4	5	7
0.241	2.664	10	10	10	1.000	0.000	1	1	1	410.000	238.000	1.100	0.281	0.099	0.301	410.000	238.000	1.100	409	237	1	3	3	2
