Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
21850.629	26262.492	906617	298847	78565880	86.658	147.127	25.000	1	3348	296.648	214.072	18.422	36.214	10.460	33.598	296.564	214.353	19.092	147	0	1	365	351	32
0.265	2.998	11	11	13	1.182	0.603	1.000	1	3	238.818	0.364	1.364	0.312	0.085	0.298	238.846	0.308	1.308	237	0	1	4	2	2
0.699	7.707	29	28	31	1.069	0.258	1.000	1	2	212.069	79.621	2.138	0.599	0.175	0.590	212.097	79.645	2.129	210	78	1	6	5	3
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	215.000	89.000	1.100	0.281	0.099	0.301	215.000	89.000	1.100	214	88	1	3	3	2
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	207.000	131.000	1.357	0.318	0.068	0.353	207.000	131.000	1.333	206	130	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	168.000	193.000	1.100	0.281	0.099	0.301	168.000	193.000	1.100	167	192	1	3	3	2
0.313	3.563	13	13	13	1.000	0.000	1.000	1	1	191.692	207.846	1.385	0.355	0.151	0.333	191.692	207.846	1.385	190	207	1	4	3	3
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	221.000	218.000	1.100	0.281	0.099	0.301	221.000	218.000	1.100	220	217	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	292.000	314.000	1.100	0.281	0.099	0.301	292.000	314.000	1.100	291	313	1	3	3	2
0.289	3.299	12	12	12	1.000	0.000	1.000	1	1	170.417	236.417	2.917	0.322	0.106	0.375	170.417	236.417	2.917	169	235	2	4	4	2
0.675	7.055	28	28	33	1.179	0.390	1.000	1	2	195.750	286.071	2.750	0.618	0.298	0.584	195.606	285.818	2.788	194	283	2	5	9	2
0.241	2.593	10	10	11	1.100	0.316	1.000	1	2	174.800	242.000	3.000	0.291	0.113	0.308	174.818	242.000	3.000	173	241	3	4	3	1
0.313	3.352	13	13	17	1.308	0.480	1.000	1	2	290.615	324.154	5.000	0.356	0.146	0.346	290.588	324.000	5.000	289	322	5	4	5	1
0.458	4.675	19	19	53	2.789	2.800	2.000	1	10	346.579	347.105	5.000	0.469	0.224	0.451	346.057	347.925	5.000	343	345	5	7	5	1
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	222.000	68.000	10.643	0.318	0.068	0.353	222.000	68.000	10.667	221	67	10	3	3	2
0.289	3.914	12	12	12	1.000	0.000	1.000	1	1	350.000	338.667	14.083	0.459	0.283	0.442	350.000	338.667	14.083	349	338	13	3	3	5
0.386	5.255	16	16	16	1.000	0.000	1.000	1	1	466.438	183.250	15.562	0.452	0.185	0.440	466.438	183.250	15.562	466	181	14	2	5	4
0.362	3.757	15	15	16	1.067	0.258	1.000	1	2	509.000	110.133	16.667	0.330	0.081	0.354	509.000	110.125	16.688	508	109	16	3	4	2
0.241	2.593	10	10	11	1.100	0.316	1.000	1	2	471.000	184.800	17.000	0.291	0.113	0.308	471.000	184.818	17.000	470	183	17	3	4	1
37.212	85.779	1544	595	115837	75.024	136.245	11.000	1	874	245.671	183.273	27.870	2.026	0.341	1.987	245.822	183.396	30.247	238	177	20	16	15	13
32.440	88.735	1346	628	24851	18.463	29.171	5.000	1	188	503.848	18.053	29.253	1.937	0.458	1.923	503.993	17.647	30.906	492	11	23	20	18	10
10.291	40.017	427	280	6036	14.136	24.644	4.000	1	186	338.501	2.902	29.813	1.331	0.385	1.280	338.232	1.874	31.000	331	0	24	16	10	9
11.424	46.755	474	284	6961	14.686	31.899	3.000	1	227	233.388	195.312	29.774	1.374	0.344	1.279	233.480	194.813	30.958	228	189	24	15	14	9
4.965	21.939	206	134	2573	12.490	19.565	4.000	1	103	469.248	2.583	30.175	0.975	0.201	0.960	469.331	2.442	31.174	465	0	26	9	7	7
15.521	60.077	644	403	4345	6.747	9.570	3.000	1	64	337.287	20.460	30.486	1.610	0.542	1.544	337.761	21.076	31.192	328	12	26	21	17	7
1.687	11.057	70	61	384	5.486	7.199	2.500	1	36	325.186	0.886	30.571	0.681	0.220	0.668	324.984	0.453	31.143	322	0	27	7	4	6
2.410	14.336	100	83	1210	12.100	20.405	4.000	1	114	495.750	0.950	30.200	0.783	0.239	0.796	495.731	0.454	31.135	492	0	27	8	4	6
5.736	25.257	238	158	1513	6.357	8.480	3.000	1	50	343.353	47.508	30.504	1.011	0.214	1.035	343.196	47.721	31.242	339	43	27	10	10	6
23.667	103.447	982	669	7616	7.756	13.841	2.000	1	101	459.199	121.221	30.513	2.956	1.435	2.926	459.539	121.011	31.157	441	108	27	38	27	6
3.398	17.019	141	98	817	5.794	7.184	3.000	1	36	265.936	160.475	30.553	0.826	0.151	0.807	265.892	160.515	31.109	263	157	27	7	8	6
3.326	16.895	138	99	771	5.587	7.452	3.000	1	42	440.543	186.080	30.391	0.834	0.173	0.817	440.477	186.096	31.136	437	183	27	8	8	6
4.049	18.907	168	118	931	5.542	7.793	2.000	1	43	331.286	50.268	30.595	0.872	0.163	0.865	330.894	50.203	31.205	327	47	28	9	7	5
4.555	23.018	189	141	865	4.577	7.030	2.000	1	40	318.106	54.143	30.794	0.943	0.247	0.939	318.388	54.936	31.306	314	49	28	9	11	5
5.230	24.569	217	149	1243	5.728	6.927	3.000	1	37	428.926	105.876	30.613	0.983	0.244	1.016	428.909	105.924	31.249	424	102	28	11	9	5
0.241	3.650	10	9	10	1.000	0.000	1.000	1	1	247.600	243.900	29.500	0.413	0.188	0.350	247.600	243.900	29.500	246	243	28	4	3	4
