Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
23502.990	27149.969	975176	265978	156245520	160.223	304.806	48.000	1	4086	270.697	158.074	16.941	35.584	13.781	34.730	252.095	152.934	16.337	39	0	1	473	256	32
1.880	15.070	78	78	1940	24.872	34.785	8.000	1	143	217.679	158.718	1.846	0.841	0.304	0.893	218.140	158.828	1.973	213	154	1	10	10	2
3.422	23.756	142	142	1045	7.359	7.115	5.000	1	34	247.690	174.373	1.000	1.195	0.492	1.186	248.116	174.928	1.000	242	165	1	13	18	1
1.880	14.488	78	78	184	2.359	1.690	2.000	1	8	337.372	168.167	1.000	0.952	0.392	0.975	337.804	167.984	1.000	331	165	1	13	9	1
0.554	4.976	23	23	51	2.217	1.413	2.000	1	5	169.087	5.652	2.000	0.450	0.164	0.483	169.235	5.471	2.000	167	3	2	5	6	1
0.410	4.040	17	17	28	1.647	0.862	1.000	1	4	238.882	8.176	2.000	0.404	0.168	0.403	238.929	8.286	2.000	237	6	2	4	6	1
1.301	10.164	54	54	348	6.444	6.776	3.000	1	27	495.463	10.333	2.000	0.704	0.266	0.704	495.310	10.190	2.000	491	7	2	10	8	1
0.506	5.116	21	21	24	1.143	0.359	1.000	1	2	311.190	14.476	2.000	0.516	0.237	0.471	311.333	14.625	2.000	309	11	2	6	7	1
0.506	4.728	21	21	28	1.333	0.577	1.000	1	3	488.714	16.571	2.000	0.441	0.169	0.439	488.714	16.536	2.000	487	14	2	5	6	1
0.265	2.911	11	11	11	1.000	0.000	1.000	1	1	238.636	18.455	2.000	0.312	0.109	0.365	238.636	18.455	2.000	237	17	2	4	4	1
0.434	4.552	18	18	18	1.000	0.000	1.000	1	1	200.556	25.444	2.000	0.521	0.255	0.528	200.556	25.444	2.000	197	24	2	8	4	1
