Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2.531	14.673	105	84	26293	250.410	39.550	243.000	201	367	95.229	125.362	5.752	0.754	0.186	0.734	95.213	125.372	5.859	92	123	3	8	6	5
0.554	6.171	23	20	6235	271.087	57.370	263.000	202	405	173.043	215.957	6.261	0.548	0.252	0.546	173.040	215.939	6.351	172	215	3	3	3	6
0.313	3.580	13	13	3276	252.000	41.996	237.000	204	343	9.231	80.077	6.385	0.352	0.115	0.341	9.214	80.079	6.423	8	79	5	3	3	3
0.819	6.277	34	31	9666	284.294	62.769	267.500	202	436	9.235	80.059	11.353	0.520	0.150	0.561	9.227	80.053	11.317	8	79	10	4	3	4
0.482	5.131	20	19	5205	260.250	55.855	246.500	200	399	32.950	108.750	11.200	0.480	0.209	0.472	32.950	108.741	11.137	32	108	10	3	3	5
11.617	49.152	482	337	139690	289.813	73.857	269.500	200	544	96.882	126.519	12.220	1.583	0.655	1.455	96.990	126.513	12.232	86	122	10	25	8	5
0.241	3.333	10	10	2412	241.200	43.517	226.000	202	335	173.100	215.900	10.800	0.380	0.203	0.385	173.090	215.900	10.758	172	215	10	3	3	4
0.627	5.732	26	26	5690	218.846	15.707	217.500	200	250	120.692	131.000	13.500	0.431	0.134	0.416	120.690	130.993	13.519	119	129	12	4	5	3
0.313	3.580	13	12	2831	217.769	17.025	214.000	200	258	128.000	156.154	13.462	0.342	0.086	0.328	128.004	156.135	13.475	127	155	12	3	3	3
36.995	135.982	1535	934	468325	305.098	92.606	280.000	200	735	106.303	129.042	20.181	2.882	1.234	2.837	105.561	128.930	20.177	85	123	17	40	15	7
1.374	9.891	57	50	13509	237.000	23.385	235.000	201	306	128.035	156.491	19.789	0.790	0.326	0.772	128.044	156.475	19.713	127	155	17	3	4	7
0.868	7.705	36	35	8334	231.500	22.780	231.000	200	276	149.222	224.694	19.556	0.661	0.324	0.620	149.240	224.687	19.542	148	223	17	3	4	7
1.205	9.186	50	43	13500	270.000	60.410	257.000	200	437	77.820	371.020	19.260	0.696	0.304	0.626	77.830	371.027	19.155	76	370	17	4	3	7
0.578	5.713	24	22	6331	263.792	52.173	249.000	209	397	120.000	317.792	21.625	0.505	0.191	0.555	120.010	317.809	21.693	119	317	19	3	3	5
0.699	5.819	29	26	7526	259.517	45.095	251.000	201	376	55.931	127.552	22.000	0.474	0.133	0.474	55.918	127.545	22.068	55	126	20	3	4	4
0.410	4.215	17	17	3812	224.235	17.708	219.000	201	259	81.824	125.353	22.294	0.395	0.138	0.379	81.825	125.345	22.313	80	125	21	5	2	3
0.627	5.519	26	26	6900	265.385	56.272	244.000	200	390	0.385	119.615	26.577	0.486	0.176	0.521	0.333	119.558	26.615	0	118	25	2	4	4
