Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1489.652	2846.019	61808	18897	23792744	384.946	207.010	322.000	200	2521	150.227	453.588	18.992	9.358	3.472	9.015	149.981	455.153	19.653	113	381	1	69	131	30
0.723	6.753	30	30	7308	243.600	39.315	227.500	200	330	103.667	301.367	4.500	0.696	0.346	0.621	103.678	301.352	4.386	103	300	2	3	3	7
0.603	5.466	25	25	6196	247.840	34.367	244.000	200	313	147.560	351.480	4.440	0.624	0.298	0.630	147.577	351.468	4.315	147	351	2	3	2	6
3.037	27.362	126	125	28437	225.690	21.507	221.000	200	296	159.103	381.675	9.651	1.348	0.701	1.181	159.082	381.617	9.774	156	380	2	7	7	17
239.109	718.529	9921	4378	2840389	286.301	97.592	254.000	200	1225	81.894	309.516	21.791	4.632	1.646	4.653	80.494	309.812	22.339	53	290	4	62	36	27
4.362	26.024	181	133	47229	260.934	54.104	240.000	200	409	143.928	358.149	10.867	1.167	0.509	1.092	144.050	358.116	10.836	140	356	4	8	5	13
0.964	9.327	40	40	9117	227.925	20.038	220.500	201	268	136.050	347.500	9.275	0.767	0.443	0.695	136.053	347.500	9.274	134	347	5	5	2	10
1.012	8.939	42	38	9523	226.738	24.759	221.000	200	287	166.786	416.905	10.000	0.712	0.362	0.662	166.789	416.903	9.994	166	416	6	3	3	9
12.147	59.222	504	325	123237	244.518	35.024	237.000	200	387	88.450	289.774	17.504	1.761	0.840	1.541	88.516	289.769	17.386	84	286	7	9	9	22
0.506	6.311	21	21	4815	229.286	22.716	228.000	200	275	83.095	277.952	12.333	0.765	0.444	0.688	83.136	277.958	12.270	82	277	8	3	2	9
0.530	6.435	22	22	4724	214.727	8.811	213.500	201	232	163.409	389.045	11.045	0.775	0.459	0.790	163.410	389.043	11.055	163	388	8	2	3	9
12.243	60.860	508	311	158196	311.409	136.381	255.000	200	901	167.006	408.835	20.313	2.077	1.040	1.916	167.267	408.868	20.413	161	403	8	10	11	23
1.085	9.591	45	42	10685	237.444	32.560	225.000	201	304	3.622	249.044	13.244	0.827	0.459	0.735	3.609	249.047	13.245	3	248	9	3	3	10
4.989	36.264	207	181	51982	251.121	51.536	232.000	200	443	13.058	249.372	22.459	1.648	0.920	1.447	13.049	249.190	22.536	12	246	10	4	10	21
1.808	14.298	75	65	22041	293.880	75.631	280.000	202	504	26.227	257.107	16.373	1.065	0.593	0.975	26.246	257.111	16.328	25	256	10	4	3	13
29.813	109.601	1237	642	384966	311.209	129.164	258.000	200	885	107.804	353.116	23.529	2.125	0.774	2.051	107.858	353.621	23.529	102	345	11	12	18	20
27.403	138.606	1137	809	284279	250.026	52.563	234.000	200	599	5.876	265.298	25.685	2.396	1.020	2.274	5.960	265.021	25.866	0	254	12	12	31	19
3.278	22.902	136	116	33888	249.176	44.791	235.000	200	400	113.676	330.779	18.993	1.230	0.656	1.068	113.763	330.762	18.865	111	329	12	7	4	15
21.836	102.929	906	588	249098	274.943	66.102	254.500	200	505	141.685	371.656	21.360	1.944	0.753	1.845	141.579	371.584	21.260	135	367	12	15	14	19
0.747	7.916	31	31	6810	219.677	14.065	215.000	200	251	152.387	380.290	17.226	0.816	0.520	0.721	152.387	380.281	17.242	151	380	12	4	2	10
1.904	15.056	79	72	16649	210.747	7.557	210.000	200	227	99.241	319.620	19.266	1.115	0.633	1.019	99.244	319.622	19.266	98	318	13	4	4	13
