Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
5.134	28.406	213	157	65148	305.859	94.107	281.000	200	585	326.826	175.610	4.465	1.138	0.377	1.149	326.787	175.465	4.656	324	172	1	7	10	8
9.713	33.362	403	232	135270	335.658	105.323	309.000	201	640	318.156	180.769	4.481	1.285	0.286	1.334	318.383	180.694	4.503	314	177	1	10	8	8
12.484	49.637	518	332	162583	313.867	86.332	298.000	200	574	341.141	181.614	4.160	1.518	0.471	1.546	341.139	181.655	4.035	332	179	1	18	7	8
6.917	37.417	287	214	75943	264.610	57.778	251.000	201	530	344.390	194.282	4.941	1.291	0.414	1.319	344.337	194.084	4.821	341	188	1	8	13	8
3.181	21.140	132	111	32934	249.500	40.303	241.500	201	389	353.947	194.447	4.432	1.024	0.376	1.039	353.895	194.493	4.364	350	192	1	9	5	8
0.289	3.737	12	12	3008	250.667	26.993	256.000	201	287	295.500	349.000	5.500	0.604	0.321	0.598	295.510	349.000	5.563	295	349	3	2	1	6
0.458	5.342	19	19	4744	249.684	39.801	245.000	200	321	303.842	482.316	5.737	0.578	0.294	0.541	303.855	482.313	5.792	303	482	3	3	2	6
0.458	4.496	19	19	5073	267.000	40.211	265.000	208	331	212.421	202.579	6.316	0.507	0.236	0.543	212.393	202.557	6.430	212	202	4	2	3	5
0.699	6.384	29	28	6878	237.172	27.304	227.000	201	304	310.931	184.793	7.276	0.491	0.178	0.466	310.923	184.826	7.326	309	183	5	4	5	4
0.362	3.703	15	15	3890	259.333	55.640	246.000	203	392	270.267	465.867	7.400	0.355	0.111	0.329	270.275	465.868	7.451	269	465	6	3	3	3
12.099	66.882	502	397	169548	337.745	130.779	287.500	200	777	252.149	507.859	19.221	2.076	1.143	1.888	252.159	508.092	18.718	249	503	7	7	9	26
2.386	14.145	99	86	34676	350.263	130.287	313.000	200	649	325.505	173.687	11.071	0.738	0.231	0.711	325.790	173.779	11.055	320	170	10	10	7	3
2.507	12.964	104	88	30363	291.952	69.114	279.500	200	457	317.327	180.288	10.933	0.724	0.197	0.713	317.268	180.295	10.904	314	178	10	9	6	3
0.940	6.701	39	35	12189	312.538	92.489	296.000	200	515	337.769	180.538	10.872	0.490	0.087	0.492	337.752	180.577	10.843	336	179	10	5	4	3
1.639	10.070	68	59	20563	302.397	84.246	281.000	200	509	310.162	185.750	11.059	0.624	0.160	0.606	310.233	185.777	11.096	306	183	10	7	6	3
0.458	4.355	19	18	4935	259.737	43.801	247.000	204	350	345.105	188.211	10.947	0.406	0.101	0.445	345.114	188.205	10.972	344	187	10	3	3	3
2.507	13.863	104	89	29676	285.346	60.040	271.000	200	429	343.327	195.702	10.942	0.742	0.225	0.709	343.177	195.589	10.955	340	192	10	9	9	3
0.458	4.091	19	18	4626	243.474	27.138	244.000	203	281	356.737	192.158	11.000	0.400	0.105	0.433	356.723	192.188	11.015	356	191	10	3	3	3
0.554	4.797	23	22	5960	259.130	43.621	282.000	200	318	213.000	202.304	11.000	0.424	0.111	0.469	212.926	202.329	10.995	212	201	10	3	4	3
1.253	8.272	52	46	12714	244.500	35.931	238.500	200	344	340.442	212.173	11.231	0.554	0.131	0.553	340.394	212.161	11.272	338	210	10	6	5	3
1.060	7.707	44	40	10771	244.795	32.355	239.000	201	313	340.818	225.045	11.273	0.528	0.134	0.537	340.823	225.033	11.332	339	222	10	4	7	3
0.265	2.945	11	11	2448	222.545	13.479	223.000	202	243	350.364	234.636	11.273	0.334	0.123	0.337	350.368	234.649	11.274	349	234	10	3	2	3
