Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.313	3.158	13	13	3301	253.923	38.148	245.000	204	348	389.846	368.769	1.000	0.360	0.155	0.345	389.862	368.748	1.000	389	367	1	3	5	1
0.241	2.593	10	10	2244	224.400	20.961	225.500	203	269	415.700	373.200	1.000	0.309	0.123	0.317	415.717	373.193	1.000	414	372	1	4	3	1
0.434	3.970	18	18	4747	263.722	45.602	248.000	202	356	430.222	383.500	1.000	0.397	0.143	0.420	430.193	383.471	1.000	428	382	1	5	4	1
0.988	8.558	41	41	11055	269.634	63.631	244.000	202	466	465.561	388.463	1.000	0.706	0.333	0.646	465.582	388.143	1.000	463	384	1	6	11	1
0.241	2.593	10	10	2975	297.500	59.642	297.500	221	410	459.200	391.000	1.000	0.291	0.113	0.308	459.201	391.013	1.000	458	390	1	4	3	1
0.530	4.658	22	22	10516	478.000	264.326	385.500	202	1116	380.091	393.909	1.000	0.434	0.158	0.498	380.138	393.847	1.000	378	392	1	5	5	1
0.362	3.793	15	15	4308	287.200	66.845	288.000	200	413	443.133	394.133	1.000	0.375	0.154	0.355	443.183	394.140	1.000	441	392	1	5	5	1
0.723	6.616	30	30	7554	251.800	39.015	247.500	202	332	430.733	402.000	1.000	0.620	0.281	0.637	430.721	401.961	1.000	427	400	1	9	5	1
1.446	11.072	60	53	15084	251.400	43.044	237.500	200	355	363.200	182.933	6.750	0.868	0.449	0.759	363.228	182.953	6.632	362	182	3	3	3	10
7.761	36.567	322	202	91180	283.168	77.418	262.500	200	595	332.873	254.640	10.655	1.415	0.592	1.304	332.978	254.501	10.646	329	251	3	8	8	15
0.313	3.791	13	13	3246	249.692	35.685	249.000	200	313	338.615	327.692	4.538	0.451	0.232	0.312	338.630	327.734	4.482	338	327	3	2	2	5
0.819	7.986	34	34	7893	232.147	21.040	231.000	202	274	382.265	351.441	6.706	0.852	0.506	0.701	382.260	351.446	6.686	381	351	3	3	2	10
