Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.916	9.346	38	38	8649	227.605	20.174	224.000	200	279	346.553	12.132	2.895	0.616	0.242	0.577	346.565	12.141	2.916	345	10	1	5	7	4
1.350	10.686	56	50	14027	250.482	44.120	238.500	200	353	346.179	29.321	2.339	0.637	0.196	0.636	346.161	29.364	2.298	344	26	1	5	7	4
0.747	6.084	31	30	7366	237.613	22.807	233.000	200	281	326.387	43.194	2.258	0.518	0.179	0.512	326.360	43.213	2.287	325	41	1	4	4	4
2.482	13.156	103	85	43791	425.155	197.840	353.000	201	892	329.097	53.466	2.573	0.725	0.147	0.711	328.938	53.759	2.550	326	50	1	6	7	4
0.699	5.836	29	29	7040	242.759	28.839	251.000	203	294	360.552	73.862	2.448	0.484	0.165	0.513	360.560	73.863	2.413	360	72	1	3	4	4
5.158	27.462	214	166	51866	242.364	30.419	237.500	200	310	348.369	77.477	7.121	0.998	0.296	0.968	348.369	77.491	7.233	345	73	1	8	10	9
0.265	3.473	11	11	2677	243.364	30.631	242.000	204	291	360.636	79.182	3.455	0.479	0.242	0.576	360.653	79.153	3.476	360	79	1	2	2	5
1.036	7.564	43	39	13281	308.860	89.099	285.000	205	573	367.209	94.047	3.302	0.596	0.216	0.590	367.222	94.061	3.501	366	93	1	4	3	5
0.771	6.912	32	30	8294	259.188	49.954	248.000	202	402	393.625	95.281	2.094	0.520	0.202	0.494	393.627	95.283	2.033	392	94	1	5	3	5
1.060	8.570	44	40	10254	233.045	25.360	227.500	200	291	368.864	101.614	2.182	0.565	0.191	0.539	368.874	101.648	2.131	367	98	1	4	7	5
1.012	9.751	42	42	9153	217.929	12.596	216.500	200	243	356.238	107.738	3.190	0.649	0.228	0.678	356.228	107.740	3.186	354	106	1	5	5	5
1.639	10.439	68	58	17011	250.162	40.944	241.000	201	364	360.868	119.353	2.779	0.684	0.197	0.707	360.811	119.351	2.683	359	118	1	5	4	5
0.313	3.914	13	13	2947	226.692	23.567	219.000	200	274	388.923	120.154	2.000	0.391	0.177	0.444	388.946	120.155	1.974	388	119	1	3	3	4
10.605	43.401	440	304	157739	358.498	156.130	289.500	200	872	370.591	133.420	3.059	1.519	0.648	1.341	370.515	133.384	3.019	367	124	1	8	22	5
0.313	3.791	13	13	2875	221.154	18.823	219.000	201	263	380.000	126.231	2.154	0.389	0.164	0.417	380.005	126.223	2.108	379	126	1	3	2	4
7.785	29.225	323	210	92199	285.446	64.439	272.000	200	493	354.099	134.170	2.879	1.143	0.265	1.116	354.060	134.008	2.776	350	128	1	9	13	5
55.168	176.911	2289	1387	759185	331.667	131.350	287.000	200	887	376.219	154.634	3.037	3.009	1.259	2.921	377.423	154.600	3.035	358	139	1	38	33	5
0.988	7.371	41	36	10998	268.244	59.544	264.000	200	429	398.049	169.659	2.512	0.571	0.189	0.608	398.039	169.665	2.411	397	168	1	3	4	5
0.289	3.333	12	12	2612	217.667	12.565	218.500	203	239	395.167	175.500	1.833	0.358	0.123	0.378	395.167	175.494	1.806	394	175	1	3	2	3
0.265	3.139	11	11	2407	218.818	13.512	217.000	200	240	388.455	179.182	1.727	0.345	0.122	0.341	388.440	179.189	1.712	388	178	1	2	3	3
2.507	16.947	104	91	25073	241.087	36.348	234.000	200	365	396.067	181.596	2.481	0.819	0.272	0.828	395.984	181.498	2.423	393	178	1	8	8	5
0.337	3.580	14	14	3080	220.000	17.711	218.000	200	254	423.643	186.571	1.714	0.369	0.130	0.345	423.641	186.556	1.688	423	186	1	3	3	3
1.880	11.391	78	60	20145	258.269	46.851	244.000	200	389	401.308	195.000	2.641	0.710	0.171	0.691	401.330	195.011	2.536	399	193	1	6	5	5
0.362	4.249	15	15	3554	236.933	23.780	245.000	203	264	465.333	193.667	3.000	0.521	0.254	0.432	465.289	193.648	3.021	465	193	1	2	2	5
9.086	30.882	377	228	128656	341.263	103.750	321.000	200	660	411.719	202.090	2.942	1.160	0.185	1.165	411.890	201.972	2.899	406	197	1	12	11	5
1.277	8.781	53	47	15754	297.245	72.765	279.000	202	452	504.585	199.906	2.868	0.641	0.211	0.608	504.555	199.889	2.861	503	199	1	5	3	5
0.819	7.688	34	32	8527	250.794	44.624	232.500	201	350	429.206	201.382	2.235	0.592	0.234	0.560	429.125	201.276	2.185	428	200	1	4	5	5
1.374	10.563	57	49	15123	265.316	49.872	257.000	202	385	498.965	203.754	3.579	0.658	0.209	0.636	498.963	203.737	3.635	497	202	1	5	6	5
0.844	8.182	35	33	8247	235.629	33.034	226.000	200	334	474.171	203.086	3.971	0.610	0.290	0.526	474.161	203.082	4.033	472	201	1	8	4	5
3.856	18.006	160	119	45458	284.112	63.189	271.500	201	515	493.994	225.738	3.162	0.885	0.208	0.898	494.142	225.790	3.294	490	223	1	9	6	5
0.289	2.821	12	12	2774	231.167	19.168	233.500	204	261	322.500	47.500	3.000	0.344	0.124	0.428	322.503	47.484	3.058	322	47	2	2	2	3
0.506	4.673	21	20	5271	251.000	37.479	248.000	201	343	365.095	88.857	4.095	0.416	0.132	0.425	365.072	88.841	4.171	364	88	2	3	3	4
0.265	3.209	11	11	2253	204.818	3.060	204.000	200	209	467.455	202.455	3.636	0.355	0.159	0.305	467.454	202.452	3.637	467	202	2	2	2	4
0.868	8.340	36	36	8102	225.056	24.555	216.000	200	282	346.306	3.083	7.694	0.552	0.190	0.566	346.311	3.072	7.715	344	2	6	5	4	4
