Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.265	3.122	11	11	3027	275.182	49.879	277.000	205	362	160.455	8.909	1.273	0.300	0.078	0.312	160.462	8.932	1.232	159	8	1	4	3	2
0.554	6.086	23	23	5353	232.739	30.664	222.000	201	299	143.478	19.478	1.087	0.563	0.249	0.528	143.478	19.462	1.078	140	17	1	7	7	2
0.940	6.738	39	39	10327	264.795	36.303	264.000	209	337	344.615	21.026	1.513	0.497	0.163	0.510	344.646	20.970	1.512	342	19	1	6	5	2
2.482	13.214	103	103	35409	343.777	106.098	321.000	202	635	111.456	30.184	1.505	0.762	0.291	0.736	111.364	29.967	1.503	108	26	1	9	9	2
9.327	46.683	387	387	152800	394.832	182.349	324.000	200	1017	337.447	43.788	1.519	2.155	1.129	2.069	337.513	44.528	1.512	328	28	1	20	33	2
0.458	4.462	19	19	4399	231.526	30.952	219.000	201	316	115.579	57.474	1.474	0.398	0.147	0.423	115.597	57.429	1.509	114	56	1	4	5	2
0.241	2.681	10	10	2485	248.500	36.981	243.000	205	321	329.300	65.300	1.600	0.290	0.058	0.296	329.312	65.287	1.621	328	64	1	3	3	2
0.482	3.951	20	20	4972	248.600	44.428	227.000	200	324	330.800	71.500	1.500	0.362	0.084	0.377	330.798	71.497	1.505	330	70	1	3	4	2
0.723	6.226	30	30	7091	236.367	24.873	234.000	200	294	119.267	77.133	1.533	0.482	0.189	0.470	119.248	77.150	1.535	116	76	1	7	4	2
0.265	2.804	11	11	2703	245.727	34.156	233.000	202	319	313.182	76.636	1.364	0.298	0.063	0.298	313.168	76.643	1.349	312	76	1	3	3	2
7.712	45.999	320	271	114122	356.631	157.791	306.000	200	1032	297.681	86.741	3.838	1.348	0.523	1.306	297.802	86.850	3.656	292	81	1	16	12	10
3.109	15.133	129	108	40311	312.488	75.958	304.000	200	570	114.070	96.915	2.023	0.832	0.275	0.821	114.089	97.081	2.054	112	92	1	5	11	3
1.446	9.365	60	53	17053	284.217	54.666	282.500	200	405	127.483	99.383	2.000	0.591	0.142	0.564	127.462	99.382	1.980	125	97	1	6	6	3
0.844	6.260	35	33	9796	279.886	51.567	283.000	202	369	293.029	99.371	2.086	0.489	0.126	0.500	293.019	99.403	2.140	291	98	1	5	4	3
3.446	20.230	143	126	53054	371.007	159.380	341.000	201	789	291.783	110.937	1.895	0.967	0.428	0.837	291.791	111.178	1.936	286	105	1	14	10	3
3.808	21.590	158	137	51884	328.380	117.656	292.500	202	790	128.557	110.519	2.171	0.955	0.328	0.959	128.733	110.249	2.248	123	106	1	11	11	3
0.723	5.679	30	28	8252	275.067	56.986	266.500	201	404	295.467	117.133	1.800	0.451	0.099	0.463	295.469	117.141	1.722	294	116	1	4	4	3
1.783	10.829	74	66	23037	311.311	90.457	292.000	205	613	284.405	119.676	2.081	0.649	0.190	0.662	284.397	119.611	2.166	283	116	1	4	8	3
0.603	4.603	25	24	7138	285.520	59.752	278.000	214	440	106.000	120.920	1.920	0.416	0.097	0.437	105.989	120.898	1.870	105	120	1	3	3	3
0.940	8.536	39	37	9930	254.615	50.419	243.000	200	403	293.564	137.128	1.538	0.553	0.228	0.511	293.581	137.118	1.496	290	135	1	9	5	3
1.904	10.565	79	67	28941	366.342	137.755	314.000	202	713	109.342	145.747	1.937	0.648	0.164	0.622	109.454	145.770	1.895	105	144	1	8	5	3
3.157	14.481	131	108	53941	411.763	153.273	397.000	200	817	285.733	147.466	2.015	0.768	0.185	0.776	285.661	147.647	2.055	282	144	1	8	8	3
10.219	51.912	424	355	177583	418.828	240.674	316.500	200	1491	118.050	161.068	2.075	1.670	0.589	1.621	119.134	161.572	2.053	109	149	1	18	21	3
0.747	5.996	31	31	6994	225.613	21.636	219.000	200	285	91.290	156.387	1.806	0.469	0.149	0.481	91.261	156.373	1.777	89	155	1	6	3	3
2.507	12.717	104	87	38371	368.952	121.873	358.500	202	639	281.173	162.212	2.058	0.722	0.195	0.693	281.162	162.225	2.082	279	158	1	6	9	3
