Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
4.941	25.053	205	205	111505	543.927	329.655	389.000	208	1439	313.429	92.454	1.522	1.111	0.452	1.125	312.262	92.259	1.508	307	87	1	15	11	2
0.603	5.662	25	25	6552	262.080	57.842	243.000	200	388	299.680	93.200	1.640	0.427	0.159	0.409	299.660	93.284	1.662	298	90	1	4	6	2
4.001	22.035	166	166	68021	409.765	190.810	353.500	202	1145	334.072	98.735	1.554	0.965	0.404	0.956	334.253	99.035	1.561	328	93	1	12	16	2
3.567	18.543	148	148	61784	417.459	153.043	402.000	202	851	286.493	100.007	1.547	0.862	0.306	0.875	286.547	99.850	1.568	282	95	1	10	12	2
0.795	7.460	33	33	8913	270.091	65.877	253.000	200	441	343.242	96.667	1.545	0.602	0.232	0.591	343.012	96.579	1.562	340	95	1	8	5	2
1.832	10.637	76	76	32200	423.684	178.894	379.500	201	979	273.816	102.289	1.513	0.648	0.230	0.643	273.670	102.327	1.558	271	99	1	7	8	2
1.326	9.719	55	55	14537	264.309	44.183	253.000	200	351	347.745	108.000	1.545	0.613	0.223	0.613	347.712	108.055	1.565	345	104	1	7	8	2
3.687	21.733	153	153	61554	402.314	244.782	316.000	201	1341	354.569	115.373	1.497	1.069	0.476	1.001	353.979	115.326	1.478	350	107	1	10	17	2
0.723	5.591	30	30	9174	305.800	86.666	286.000	201	486	273.133	109.467	1.567	0.423	0.114	0.435	273.115	109.477	1.593	271	108	1	5	4	2
0.940	6.667	39	39	15878	407.128	177.141	364.000	205	845	261.128	118.718	1.538	0.469	0.136	0.477	261.229	118.794	1.579	259	116	1	5	6	2
0.313	3.951	13	13	2874	221.077	18.848	220.000	200	254	253.923	121.615	1.769	0.445	0.177	0.430	253.928	121.626	1.764	252	120	1	5	5	2
0.627	4.709	26	26	7267	279.500	49.955	273.500	202	390	362.000	129.308	1.500	0.404	0.111	0.379	361.973	129.353	1.545	361	127	1	3	5	2
0.892	6.350	37	37	17595	475.541	261.992	344.000	207	1143	242.162	132.973	1.541	0.455	0.123	0.491	242.128	132.994	1.543	240	131	1	5	5	2
0.386	3.316	16	16	4957	309.812	73.839	295.500	213	461	239.125	137.875	1.500	0.331	0.065	0.342	239.147	137.870	1.509	238	137	1	3	3	2
0.964	7.937	40	40	12162	304.050	88.271	278.500	200	586	242.200	143.025	1.625	0.558	0.234	0.548	242.455	142.959	1.650	237	141	1	9	5	2
2.410	14.554	100	100	30735	307.350	84.592	294.000	201	544	366.820	147.530	1.540	0.795	0.320	0.799	366.802	147.233	1.520	364	143	1	7	12	2
185.315	497.196	7689	3599	3642770	473.764	318.456	362.000	200	2342	370.747	173.905	9.301	4.309	1.651	3.985	371.556	174.673	8.906	356	138	1	32	64	16
0.337	3.650	14	14	3663	261.643	54.782	248.000	206	378	195.786	187.286	1.786	0.356	0.120	0.364	195.775	187.285	1.724	195	186	1	3	3	3
0.675	5.502	28	25	7134	254.786	47.309	236.500	202	338	381.250	195.250	1.929	0.451	0.083	0.462	381.258	195.288	1.897	380	194	1	4	4	3
6.146	29.598	255	209	122943	482.129	281.148	396.000	200	1656	366.090	208.443	2.000	1.232	0.520	1.187	365.364	209.338	2.026	360	199	1	12	17	3
0.506	4.479	21	20	5874	279.714	66.446	263.000	201	454	379.905	207.095	1.857	0.400	0.095	0.418	379.905	207.119	1.779	379	206	1	3	3	3
0.916	6.631	38	34	16094	423.526	188.156	362.000	207	944	181.895	213.500	2.211	0.484	0.089	0.489	181.905	213.531	2.339	180	212	1	5	4	3
2.097	11.183	87	75	37462	430.598	198.632	354.000	201	996	378.632	218.103	1.885	0.650	0.130	0.651	378.627	218.172	1.844	376	215	1	6	7	3
0.988	6.384	41	37	17036	415.512	180.135	358.000	203	798	392.683	216.537	2.024	0.496	0.083	0.515	392.774	216.580	2.046	391	215	1	4	4	3
4.266	23.863	177	149	74699	422.028	265.126	333.000	200	1528	363.983	224.627	1.960	1.083	0.339	1.098	363.635	223.807	1.993	361	219	1	8	14	3
0.675	5.555	28	25	8699	310.679	104.980	254.000	200	504	389.536	220.393	1.750	0.441	0.085	0.468	389.551	220.394	1.749	388	219	1	4	4	3
0.675	6.684	28	27	6582	235.071	26.145	225.500	203	293	358.107	236.786	2.286	0.574	0.215	0.586	358.115	236.763	2.283	356	233	1	5	7	3
0.603	5.238	25	24	6852	274.080	60.329	264.000	201	420	350.280	251.840	2.200	0.427	0.112	0.439	350.273	251.806	2.244	349	250	1	4	4	3
1.012	7.089	42	37	11787	280.643	71.926	262.000	200	462	355.381	259.286	2.048	0.514	0.095	0.514	355.414	259.412	2.090	354	257	1	4	5	3
1.060	6.895	44	39	20563	467.341	218.897	417.500	202	1064	351.818	263.477	1.977	0.510	0.085	0.509	351.824	263.358	1.898	350	262	1	5	4	3
0.747	5.819	31	28	10410	335.806	115.847	304.000	203	578	343.419	278.710	1.935	0.461	0.086	0.454	343.471	278.756	1.902	342	277	1	4	4	3
1.783	11.323	74	67	26938	364.027	122.340	347.500	200	770	344.054	287.486	2.162	0.663	0.203	0.630	343.959	287.620	2.224	341	284	1	7	8	3
1.663	9.859	69	61	37056	537.043	297.266	443.000	201	1358	331.739	297.522	2.116	0.603	0.132	0.593	331.654	297.604	2.168	329	295	1	7	6	3
0.554	5.221	23	23	6596	286.783	83.433	258.000	202	480	312.087	313.304	2.522	0.405	0.125	0.375	312.041	313.334	2.595	310	312	1	5	4	3
0.265	3.068	11	11	2649	240.818	39.158	231.000	202	320	314.364	319.000	1.545	0.323	0.101	0.318	314.365	319.007	1.508	314	318	1	2	3	3
1.036	7.654	43	39	15683	364.721	143.011	321.000	203	681	305.721	322.930	2.140	0.544	0.174	0.523	305.725	323.008	2.093	304	319	1	4	7	3
1.446	9.736	60	54	20878	347.967	114.039	330.500	203	669	142.550	328.067	2.233	0.621	0.205	0.592	142.374	328.064	2.290	139	326	1	9	5	3
6.580	30.851	273	225	111650	408.974	161.313	394.000	201	872	301.322	333.066	2.033	1.275	0.502	1.280	301.441	332.840	2.045	294	326	1	15	16	3
0.506	4.603	21	20	5508	262.286	58.671	235.000	201	362	311.238	331.810	1.810	0.408	0.106	0.428	311.286	331.774	1.748	310	330	1	3	4	3
1.542	11.357	64	60	21762	340.031	107.209	326.000	202	621	136.422	343.938	2.094	0.698	0.201	0.716	136.483	344.031	2.114	134	341	1	6	7	3
0.578	5.572	24	23	5875	244.792	31.623	234.500	203	325	293.625	342.583	1.917	0.450	0.137	0.456	293.633	342.544	1.897	293	341	1	3	5	3
0.530	6.154	22	22	6890	313.182	76.057	305.000	209	482	127.091	348.136	2.136	0.482	0.168	0.488	126.928	348.188	2.069	126	346	1	5	5	3
2.025	13.951	84	77	25774	306.833	103.620	268.000	200	607	288.750	352.357	2.119	0.775	0.263	0.770	288.746	352.767	2.070	286	347	1	6	10	3
0.289	3.316	12	12	2677	223.083	14.557	224.000	200	246	294.417	352.167	1.417	0.359	0.142	0.324	294.404	352.168	1.395	294	351	1	2	4	3
1.663	10.335	69	59	22514	326.290	104.793	304.000	202	712	130.725	355.203	2.029	0.631	0.161	0.605	130.901	355.025	2.091	128	353	1	7	6	3
0.651	5.625	27	25	7881	291.889	68.130	304.000	201	398	128.963	364.222	2.037	0.448	0.112	0.473	129.004	364.279	2.045	127	363	1	5	3	3
0.313	3.456	13	12	3214	247.231	45.998	233.000	200	359	301.846	394.846	1.615	0.339	0.079	0.326	301.853	394.837	1.579	301	394	1	3	3	3
0.506	4.779	21	21	6336	301.714	91.841	270.000	201	485	265.667	395.476	2.429	0.394	0.118	0.417	265.655	395.472	2.524	264	394	1	4	4	3
1.301	8.730	54	48	21906	405.667	181.866	365.000	200	884	258.741	423.611	2.074	0.565	0.141	0.551	258.554	423.599	1.958	256	422	1	7	5	3
0.410	3.650	17	17	4232	248.941	31.521	237.000	201	303	273.529	422.941	1.941	0.373	0.122	0.429	273.540	422.914	1.940	273	422	1	2	3	3
1.639	10.458	68	61	52979	779.103	537.246	587.500	207	2153	81.456	438.882	2.059	0.612	0.154	0.605	81.278	438.338	1.954	78	436	1	7	6	3
2.458	12.770	102	84	63831	625.794	454.092	423.500	202	1912	250.775	440.098	2.108	0.714	0.180	0.705	250.581	440.581	2.106	248	436	1	6	8	3
1.229	7.971	51	45	15635	306.569	75.673	302.000	201	458	255.235	446.176	2.039	0.558	0.131	0.544	255.220	446.186	2.035	254	444	1	4	6	3
0.747	5.873	31	29	10775	347.581	129.097	314.000	203	651	79.548	449.774	1.839	0.456	0.100	0.470	79.537	449.782	1.759	78	448	1	4	4	3
1.157	7.971	48	42	16180	337.083	105.994	316.500	203	612	249.208	449.792	2.146	0.533	0.111	0.541	249.193	449.849	2.177	247	447	1	5	6	3
0.241	3.139	10	10	2339	233.900	40.597	214.000	202	306	271.000	453.100	1.600	0.317	0.100	0.309	271.000	453.090	1.622	270	452	1	3	3	3
0.627	4.990	26	24	8407	323.346	83.355	298.500	208	484	244.885	456.731	2.038	0.436	0.092	0.455	244.857	456.722	2.037	244	455	1	3	4	3
1.133	7.213	47	41	23705	504.362	256.474	433.000	204	1222	270.511	465.957	1.979	0.524	0.083	0.522	270.558	465.905	1.841	269	464	1	4	5	3
1.832	11.447	76	67	25628	337.211	108.794	319.000	200	639	226.724	467.763	2.211	0.659	0.200	0.647	226.734	467.942	2.276	224	463	1	6	8	3
3.109	15.451	129	109	62331	483.186	237.698	447.000	208	1173	63.574	474.690	2.031	0.833	0.275	0.803	63.601	474.621	2.042	58	472	1	11	6	3
0.819	6.137	34	30	12145	357.206	125.324	315.000	211	608	229.529	476.412	2.000	0.477	0.074	0.437	229.511	476.342	1.946	228	475	1	4	4	3
0.603	4.920	25	24	8675	347.000	110.253	321.000	211	647	60.200	484.040	2.120	0.424	0.103	0.447	60.208	484.068	2.212	59	483	1	4	3	3
0.916	6.190	38	34	16320	429.474	181.447	428.500	200	837	54.816	487.553	1.947	0.486	0.082	0.482	54.892	487.619	1.925	53	486	1	4	4	3
0.265	2.945	11	11	2642	240.182	40.716	225.000	202	327	64.455	487.727	1.727	0.333	0.120	0.322	64.438	487.760	1.671	64	487	1	2	3	3
0.434	4.162	18	17	4972	276.222	64.042	261.000	209	441	244.000	501.722	1.833	0.385	0.097	0.415	244.013	501.745	1.755	243	501	1	3	3	3
0.530	5.150	22	22	5916	268.909	63.373	250.500	204	431	325.773	303.273	2.682	0.404	0.131	0.383	325.709	303.287	2.719	324	302	2	5	4	2
0.482	4.445	20	20	6078	303.900	89.998	274.000	206	518	142.550	315.400	2.700	0.377	0.115	0.392	142.587	315.332	2.750	141	314	2	4	5	2
0.988	8.609	41	41	10515	256.463	48.137	246.000	202	379	273.146	388.268	2.780	0.607	0.235	0.599	273.182	388.273	2.808	270	386	2	8	7	2
0.313	3.245	13	13	3663	281.769	59.088	258.000	218	394	258.385	436.231	2.692	0.316	0.078	0.342	258.357	436.263	2.723	257	435	2	4	3	2
0.337	4.057	14	14	3090	220.714	13.223	218.000	200	248	276.571	382.500	3.000	0.446	0.193	0.404	276.586	382.498	3.000	274	381	3	6	5	1
426.159	1306.749	17682	8310	7054942	398.990	204.743	332.000	200	1747	285.887	122.102	10.418	12.564	5.696	12.004	284.263	121.982	10.399	209	86	4	161	118	13
1.567	11.566	65	58	17398	267.662	45.598	264.000	200	396	261.108	108.277	7.969	0.923	0.445	0.856	261.112	108.278	7.894	260	107	4	3	4	9
0.337	3.703	14	14	3075	219.643	17.154	216.500	202	263	251.929	124.357	4.429	0.353	0.105	0.343	251.948	124.331	4.408	251	123	4	3	4	2
2.434	14.954	101	75	34469	341.277	169.342	268.000	200	1065	241.673	133.604	5.455	0.803	0.261	0.720	241.753	133.461	5.242	238	131	4	7	9	5
0.530	4.673	22	21	6288	285.818	70.072	262.000	200	418	362.864	137.182	4.955	0.421	0.129	0.432	362.812	137.237	4.865	362	136	4	3	3	4
0.362	3.527	15	15	3439	229.267	23.475	228.000	200	284	231.400	137.800	5.000	0.369	0.126	0.420	231.390	137.818	4.991	231	137	4	2	3	3
2.482	16.009	103	80	26213	254.495	43.468	238.000	201	351	371.728	140.777	8.146	0.985	0.451	0.887	371.715	140.771	8.175	370	139	4	4	5	10
3.109	16.821	129	89	65034	504.140	289.214	406.000	200	1458	232.333	168.922	7.512	0.921	0.335	0.821	232.351	168.917	7.347	230	167	4	5	5	9
0.241	2.627	10	10	2362	236.200	28.228	222.000	209	279	215.400	170.500	4.800	0.320	0.121	0.350	215.368	170.494	4.756	215	170	4	2	2	3
1.036	7.705	43	39	13002	302.372	82.714	273.000	204	547	205.953	192.953	7.349	0.602	0.243	0.587	205.936	192.934	7.331	205	192	5	3	3	6
1.205	8.272	50	44	14579	291.580	84.952	270.000	200	554	368.680	202.020	5.720	0.559	0.148	0.560	368.696	201.992	5.623	367	199	5	4	7	3
0.675	5.960	28	25	7153	255.464	42.865	248.500	202	339	379.964	200.393	6.321	0.500	0.153	0.525	379.992	200.410	6.310	379	199	5	3	4	4
65.266	233.574	2708	1469	967487	357.270	159.180	305.000	200	1453	357.591	233.055	10.950	3.475	1.467	3.421	357.575	233.476	11.085	347	207	5	23	52	12
1.904	11.004	79	61	36138	457.443	260.005	368.000	200	1293	181.835	213.671	6.633	0.694	0.158	0.677	181.824	213.641	6.267	180	212	5	5	5	5
0.434	4.074	18	18	5322	295.667	95.494	265.500	200	523	392.889	216.778	5.389	0.349	0.083	0.355	392.875	216.763	5.315	391	215	5	4	4	2
0.337	3.546	14	14	3463	247.357	36.593	246.000	200	310	378.500	218.143	5.071	0.343	0.117	0.376	378.502	218.150	5.060	377	217	5	4	4	2
0.482	4.392	20	20	5256	262.800	48.023	258.000	204	389	350.750	252.500	5.400	0.380	0.110	0.389	350.715	252.438	5.361	349	251	5	4	4	2
0.723	7.160	30	30	7024	234.133	34.779	218.500	201	344	354.733	259.267	6.467	0.662	0.282	0.628	354.821	259.320	6.350	353	258	5	5	4	6
0.241	2.734	10	10	2297	229.700	25.665	224.000	200	280	351.800	262.900	5.200	0.288	0.085	0.309	351.788	262.919	5.180	351	262	5	3	3	2
3.374	19.625	140	109	51690	369.214	167.600	324.500	201	876	353.564	270.364	7.950	0.949	0.330	0.910	353.522	270.509	7.775	351	266	5	6	9	8
0.289	2.821	12	12	2845	237.083	20.738	246.000	202	262	331.500	277.500	6.000	0.344	0.124	0.428	331.495	277.497	5.940	331	277	5	2	2	3
3.350	20.015	139	108	43242	311.094	108.881	279.000	200	807	344.201	286.784	6.561	0.902	0.283	0.903	344.113	286.993	6.362	341	283	5	8	9	6
70.038	246.728	2906	1546	1243440	427.887	260.017	338.000	200	1973	309.848	314.055	10.187	3.928	1.735	3.793	308.592	314.960	10.232	294	293	5	42	47	12
7.134	34.242	296	193	132482	447.574	236.975	380.000	200	1263	143.591	317.142	8.220	1.193	0.334	1.222	143.276	316.820	7.804	140	313	5	10	9	9
2.458	14.091	102	83	34012	333.451	115.815	296.000	200	687	143.382	327.922	6.127	0.766	0.226	0.781	143.383	327.906	5.957	139	326	5	9	5	4
0.482	5.201	20	18	4756	237.800	35.173	229.000	200	312	141.050	335.200	7.200	0.471	0.190	0.424	141.042	335.227	7.220	140	334	5	3	3	5
1.808	11.127	75	58	26665	355.533	147.979	292.000	200	820	135.947	342.160	6.600	0.689	0.162	0.659	135.945	342.165	6.400	134	340	5	5	5	5
6.411	40.224	266	201	67899	255.259	46.419	243.000	200	417	287.741	346.992	7.951	1.309	0.499	1.268	287.707	347.009	7.898	282	341	5	14	15	9
1.326	8.253	55	46	21975	399.545	167.277	332.000	204	856	131.382	354.291	6.400	0.589	0.138	0.577	131.398	354.232	6.164	130	353	5	4	4	5
1.133	8.006	47	38	13050	277.660	59.797	265.000	200	426	280.532	359.489	6.532	0.591	0.157	0.600	280.542	359.529	6.436	279	358	5	4	4	5
0.578	6.013	24	24	5534	230.583	27.888	225.500	200	293	282.125	372.458	5.792	0.460	0.169	0.457	282.093	372.426	5.738	280	371	5	5	4	4
