Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
20013.848	18624.625	830406	181889	29038696	34.969	76.242	15.000	1	3714	407.792	360.709	15.673	23.232	7.856	24.118	405.694	363.571	14.255	304	224	1	208	271	30
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	425.000	297.000	1.357	0.318	0.068	0.353	425.000	297.000	1.333	424	296	1	3	3	2
5.375	26.026	223	145	519	2.327	1.777	2.000	1	9	465.758	300.498	4.928	1.246	0.483	1.281	465.734	300.457	4.430	463	298	1	6	7	11
0.771	6.437	32	30	33	1.031	0.177	1.000	1	2	481.844	301.656	1.969	0.493	0.160	0.482	481.848	301.636	1.939	480	300	1	5	4	4
256.920	328.763	10660	3194	1502582	140.955	185.109	74.000	1	1443	500.744	332.238	5.947	4.219	1.320	4.084	502.581	330.188	5.080	482	304	1	30	56	11
0.603	5.608	25	24	29	1.160	0.374	1.000	1	2	462.560	307.440	1.560	0.424	0.121	0.442	462.552	307.448	1.483	461	306	1	4	4	3
0.362	3.757	15	15	16	1.067	0.258	1.000	1	2	398.000	311.867	1.333	0.330	0.081	0.354	398.000	311.875	1.312	397	310	1	3	4	2
24.632	83.465	1022	532	5674	5.552	8.769	2.000	1	72	382.646	321.461	5.536	1.877	0.481	1.920	381.417	320.351	4.003	376	315	1	18	15	11
0.578	5.414	24	23	30	1.250	0.442	1.000	1	2	452.750	333.500	1.500	0.412	0.120	0.425	452.767	333.533	1.433	451	332	1	4	4	3
6.580	29.976	273	175	746	2.733	2.525	2.000	1	17	482.681	347.912	4.864	1.302	0.485	1.314	482.669	347.953	4.012	480	345	1	7	8	11
4.724	22.674	196	129	577	2.944	2.725	2.000	1	15	470.918	349.964	5.117	1.149	0.466	1.008	470.953	349.950	5.113	468	348	1	6	5	11
0.916	6.791	38	37	65	1.711	1.137	1.000	1	6	446.079	354.789	1.447	0.468	0.124	0.495	446.092	354.831	1.369	444	353	1	5	5	3
0.313	4.162	13	12	13	1.000	0.000	1.000	1	1	416.769	360.231	3.308	0.428	0.213	0.397	416.769	360.231	3.308	416	359	1	3	3	5
0.554	4.903	23	23	29	1.261	0.541	1.000	1	3	446.087	362.000	1.435	0.382	0.099	0.377	446.069	362.000	1.345	444	360	1	5	5	2
0.578	5.080	24	24	34	1.417	0.654	1.000	1	3	449.000	367.500	1.333	0.390	0.103	0.388	449.000	367.500	1.294	447	366	1	5	4	2
17.859	60.008	741	380	6066	8.186	12.916	2.000	1	99	412.447	379.806	6.134	1.736	0.502	1.815	413.104	379.649	4.483	406	375	1	13	11	12
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	445.000	378.000	1.100	0.281	0.099	0.301	445.000	378.000	1.100	444	377	1	3	3	2
2.169	17.245	90	76	99	1.100	0.302	1.000	1	2	476.411	386.667	5.956	1.102	0.610	0.878	476.424	386.677	5.919	475	385	1	4	4	12
2.314	15.059	96	79	145	1.510	1.005	1.000	1	6	425.698	389.260	3.677	0.921	0.380	0.939	425.621	389.234	3.069	423	387	1	6	5	9
6.290	29.746	261	168	813	3.115	2.814	2.000	1	17	448.536	388.831	5.636	1.348	0.554	1.264	448.443	388.920	5.558	446	386	1	7	6	12
8.628	34.683	358	216	1559	4.355	4.895	2.000	1	34	465.665	390.014	5.416	1.468	0.568	1.493	465.697	389.960	4.332	462	387	1	8	8	12
0.482	4.833	20	20	21	1.050	0.224	1.000	1	2	456.850	389.400	1.350	0.416	0.157	0.408	456.857	389.381	1.333	455	388	1	4	5	3
4.627	27.138	192	151	307	1.599	1.158	1.000	1	8	421.349	400.604	4.833	1.356	0.612	1.308	421.147	400.691	4.075	418	396	1	9	8	12
15.232	48.772	632	312	2760	4.367	4.737	2.000	1	31	447.410	402.883	5.979	1.653	0.504	1.710	447.542	402.968	4.710	443	399	1	10	9	12
4.290	21.263	178	120	453	2.545	2.129	1.500	1	11	472.994	405.949	4.758	1.141	0.463	1.042	472.991	405.923	4.369	471	404	1	6	5	11
8.556	36.501	355	219	980	2.761	2.690	2.000	1	16	461.428	408.755	5.127	1.424	0.508	1.452	461.401	408.694	3.982	458	405	1	9	8	12
1.350	11.445	56	50	62	1.107	0.366	1.000	1	3	437.250	410.768	4.125	1.072	0.358	1.158	437.258	410.758	3.839	436	409	1	4	4	9
