Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
4.700	28.067	195	195	2235	11.462	17.193	4.000	1	79	402.938	0.544	6.277	1.348	0.617	1.306	403.425	0.558	3.612	398	0	1	10	2	13
2.531	15.269	105	89	620	5.905	7.047	3.000	1	34	453.648	0.762	3.524	0.886	0.343	0.889	453.823	0.379	2.689	450	0	1	8	3	8
10120.489	8717.900	419915	89038	33826388	80.555	88.987	52.000	1	1188	419.100	247.160	7.474	27.021	10.286	26.689	418.177	229.434	7.775	321	77	1	191	358	14
1.615	10.933	67	59	111	1.657	1.023	1.000	1	6	354.881	145.955	2.940	0.740	0.270	0.823	354.883	145.973	2.514	353	144	1	5	5	6
0.241	2.945	10	10	10	1.000	0.000	1.000	1	1	497.000	146.000	1.500	0.292	0.051	0.316	497.000	146.000	1.500	496	145	1	3	3	2
380.607	627.818	15792	5140	408845	25.889	34.170	12.000	1	315	499.222	182.483	7.078	5.323	1.962	5.276	502.845	174.675	5.515	474	145	1	38	75	14
0.916	6.471	38	34	60	1.579	0.758	1.000	1	4	465.053	159.000	2.553	0.532	0.167	0.609	465.133	159.000	2.467	464	158	1	4	3	5
18.727	82.806	777	496	3629	4.671	6.795	2.000	1	57	451.335	166.040	4.914	1.975	0.727	1.935	451.472	166.318	2.999	443	161	1	17	13	14
3.326	21.353	138	103	339	2.457	2.509	1.000	1	14	487.652	168.993	4.239	1.232	0.687	1.108	487.649	169.000	2.976	485	167	1	6	5	13
4.941	25.815	205	145	925	4.512	5.919	2.000	1	32	417.483	179.015	4.576	1.352	0.725	1.285	417.520	178.925	2.798	415	176	1	6	7	14
0.337	3.439	14	14	15	1.071	0.267	1.000	1	2	437.000	182.000	1.357	0.318	0.068	0.353	437.000	182.000	1.333	436	181	1	3	3	2
5.230	27.206	217	155	859	3.959	5.203	2.000	1	29	484.207	183.862	5.424	1.481	0.748	1.454	484.136	183.913	3.340	482	181	1	6	6	14
