Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1767	1354	1767	806	22971	13	0	13	13	13	473.220	51.921	3.148	7.928	2.319	8.177	473.220	51.921	3.148	462	40	1	23	24	8
1928	1476	1928	866	30848	16	0	16	16	16	28.533	57.274	3.499	8.197	2.432	8.439	28.533	57.274	3.499	16	44	1	23	24	9
2097	1408	2097	769	85977	41	0	41	41	41	59.282	72.286	8.892	7.874	1.699	7.868	59.282	72.286	8.892	48	67	1	23	12	18
10280	3598	10280	2349	359800	35	0	35	35	35	96.579	86.967	7.034	13.592	2.692	14.104	96.586	86.967	7.034	80	70	1	34	34	17
2734	1838	2734	1060	54680	20	0	20	20	20	34.062	81.960	4.629	8.989	2.386	8.879	34.062	81.960	4.629	19	71	1	28	25	13
1929	1380	1929	742	90663	47	0	47	47	47	53.280	82.107	9.605	7.789	1.835	7.946	53.280	82.107	9.605	46	75	1	18	15	19
2166	1456	2166	869	38988	18	0	18	18	18	492.782	90.977	3.534	8.339	2.255	8.566	492.782	90.977	3.534	482	78	1	22	26	9
9720	4032	9720	2350	563760	58	0	58	58	58	76.154	90.737	17.512	14.078	3.738	13.465	76.150	90.737	17.512	59	75	1	30	35	30
2653	1830	2653	1034	55713	21	0	21	21	21	476.186	111.167	5.605	9.494	2.996	9.265	476.179	111.167	5.605	461	97	1	26	25	13
4646	2594	4646	1584	120796	26	0	26	26	26	117.087	121.593	5.554	11.447	3.775	10.945	117.087	121.593	5.554	106	99	1	31	38	14
14047	4516	14047	2604	589974	42	0	42	42	42	95.532	115.727	13.697	14.586	1.635	14.520	95.523	115.727	13.697	80	102	1	30	29	30
5017	2598	5017	1439	240816	48	0	48	48	48	68.861	123.607	9.502	9.920	2.102	10.267	68.861	123.607	9.502	58	113	1	24	22	19
3271	1836	3271	1115	98130	30	0	30	30	30	108.009	153.676	7.139	9.199	2.063	9.007	108.009	153.676	7.139	96	145	1	24	17	18
4910	2238	4910	1398	152210	31	0	31	31	31	149.550	163.253	6.813	10.454	1.908	10.361	149.554	163.253	6.813	137	151	1	25	26	18
1259	1212	1259	764	15108	12	0	12	12	12	180.797	162.985	2.300	7.603	2.502	7.907	180.797	162.985	2.300	170	152	1	24	22	5
6018	2502	6018	1563	192576	32	0	32	32	32	460.254	165.712	6.413	11.208	2.040	11.547	460.254	165.712	6.413	449	152	1	25	29	15
2829	1644	2829	999	76383	27	0	27	27	27	106.915	166.150	7.070	8.809	2.271	8.652	106.915	166.150	7.070	95	160	1	25	14	15
7051	3040	7051	1665	303193	43	0	43	43	43	134.832	172.129	13.560	11.474	1.817	11.741	134.838	172.129	13.560	124	159	1	23	27	25
2061	1388	2061	846	45342	22	0	22	22	22	382.616	183.638	4.520	8.459	2.728	7.959	382.616	183.638	4.520	368	176	1	30	16	12
7190	2696	7190	1669	258840	36	0	36	36	36	168.722	189.163	7.971	11.692	1.525	11.894	168.722	189.163	7.971	157	176	1	25	27	18
6248	2622	6248	1656	206184	33	0	33	33	33	139.042	193.542	6.487	11.375	2.062	11.597	139.036	193.541	6.487	126	179	1	27	29	16
1474	1404	1474	814	20636	14	0	14	14	14	101.626	191.478	2.654	7.983	2.707	7.958	101.626	191.478	2.654	89	181	1	27	22	7
12528	3986	12528	2324	613872	49	0	49	49	49	206.442	199.990	13.069	14.087	1.368	13.990	206.437	199.990	13.069	193	186	1	26	29	30
2849	1656	2849	1045	65527	23	0	23	23	23	379.771	195.675	5.049	9.148	2.545	8.753	379.778	195.675	5.049	367	189	1	30	16	14
1926	1610	1926	944	28890	15	0	15	15	15	323.426	204.974	3.319	8.898	3.300	8.583	323.426	204.974	3.319	309	191	1	27	27	8
8479	3206	8479	2024	313723	37	0	37	37	37	359.758	214.844	6.772	12.684	2.423	13.028	359.750	214.843	6.772	345	200	1	30	32	17
5090	2824	5090	1717	259590	51	0	51	51	51	223.944	220.558	6.612	11.151	3.076	11.253	223.949	220.558	6.612	209	209	1	30	29	16
1236	1120	1236	610	35844	29	0	29	29	29	161.745	217.137	5.782	7.399	2.463	7.104	161.745	217.137	5.782	150	210	1	22	13	14
4575	2330	4575	1373	183000	40	0	40	40	40	303.116	225.813	6.952	10.056	2.128	10.448	303.116	225.813	6.952	293	214	1	23	25	15
8699	3330	8699	2107	295766	34	0	34	34	34	331.263	241.843	6.545	12.855	2.660	13.364	331.246	241.843	6.545	315	226	1	32	32	15
2005	1434	2005	868	38095	19	0	19	19	19	160.672	242.723	3.280	8.179	2.297	8.547	160.672	242.723	3.280	150	231	1	23	24	8
8767	3412	8767	1766	464651	53	0	53	53	53	234.309	241.047	13.335	12.538	1.249	12.450	234.303	241.047	13.335	222	229	1	26	25	30
9547	3500	9547	2048	362786	38	0	38	38	38	205.431	246.553	9.472	12.846	1.751	12.916	205.443	246.553	9.472	192	233	1	28	30	22
2021	1392	2021	796	111155	55	0	55	55	55	235.990	208.083	11.218	8.272	2.447	8.091	235.993	208.083	11.218	222	199	2	25	20	14
9122	3706	9122	2188	547320	60	0	60	60	60	49.389	104.610	20.098	12.543	2.567	12.859	49.389	104.610	20.098	34	90	3	30	29	28
1999	1324	1999	789	107946	54	0	54	54	54	42.000	103.133	11.026	8.143	2.356	7.766	42.000	103.133	11.026	34	90	5	14	28	11
1958	1242	1958	759	121396	62	0	62	62	62	28.423	49.033	23.607	7.909	1.966	7.688	28.423	49.033	23.607	18	44	11	18	14	20
3738	2078	3738	1291	228018	61	0	61	61	61	34.694	41.631	25.202	10.281	3.106	10.063	34.694	41.631	25.202	18	30	16	28	28	15
5541	2966	5541	1800	326919	59	0	59	59	59	231.800	211.668	23.737	11.768	3.566	11.035	231.805	211.669	23.737	212	198	17	36	33	14
