Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7182	3136	7182	1799	64638	9	0	9	9	9	81.914	353.322	13.025	11.996	2.329	11.943	81.914	353.322	13.025	68	341	1	31	25	23
34120	9170	34120	5828	272960	8	0	8	8	8	135.130	372.580	15.230	20.609	4.709	20.523	135.130	372.580	15.230	105	348	1	56	48	30
7681	3346	7681	2116	53767	7	0	7	7	7	91.714	369.320	10.703	12.364	2.544	12.339	91.714	369.319	10.703	75	358	1	33	23	26
2192	1166	2192	862	2192	1	0	1	1	1	116.468	367.918	4.892	7.918	1.650	8.138	116.468	367.918	4.892	107	359	1	18	17	9
4604	2202	4604	1326	23020	5	0	5	5	5	163.704	367.691	10.102	10.396	2.162	10.202	163.704	367.691	10.102	155	357	1	19	26	21
6589	3154	6589	1816	65890	10	0	10	10	10	76.173	381.233	13.327	11.889	2.745	11.881	76.173	381.233	13.327	59	368	1	29	25	26
21978	6108	21978	3907	241758	11	0	11	11	11	107.827	387.171	15.529	17.623	3.051	17.471	107.843	387.167	15.529	82	374	1	46	30	30
16979	6172	16979	3771	288643	17	0	17	17	17	236.147	375.068	18.637	16.173	3.958	15.834	236.127	375.067	18.637	219	353	1	37	43	30
18365	6610	18365	3800	220380	12	0	12	12	12	256.138	394.445	19.586	17.612	4.655	17.245	256.138	394.446	19.586	227	371	3	55	42	28
10082	4276	10082	2733	231886	23	0	23	23	23	185.903	369.302	20.478	13.834	3.186	13.575	185.914	369.302	20.478	174	354	4	28	38	27
3126	1894	3126	1059	18756	6	0	6	6	6	171.686	382.451	11.969	8.894	1.736	9.111	171.686	382.451	11.969	160	371	4	21	23	17
7998	3574	7998	2009	111972	14	0	14	14	14	10.610	377.784	19.448	11.791	2.185	12.149	10.610	377.785	19.448	0	366	4	25	25	27
14436	4970	14436	3094	230976	16	0	16	16	16	204.883	385.589	20.658	15.534	3.547	14.810	204.883	385.589	20.658	191	361	6	29	46	25
3292	2432	3292	1254	49380	15	0	15	15	15	54.688	363.346	17.169	9.453	2.580	9.458	54.688	363.346	17.169	43	354	7	26	23	21
6984	3018	6984	1882	181584	26	0	26	26	26	100.141	355.452	23.942	12.085	2.528	12.130	100.141	355.451	23.942	85	343	8	30	29	23
14130	5328	14130	3175	296730	21	0	21	21	21	47.916	398.150	22.374	15.613	3.683	15.592	47.916	398.150	22.374	29	379	8	39	45	23
6059	2738	6059	1778	109062	18	0	18	18	18	66.924	376.905	23.444	11.455	2.477	11.623	66.924	376.905	23.444	57	364	10	24	29	21
6490	2982	6490	1898	155760	24	0	24	24	24	216.781	365.372	22.676	12.283	3.447	12.014	216.781	365.372	22.676	205	350	11	24	36	20
8040	3066	8040	1880	152760	19	0	19	19	19	350.719	457.663	23.135	12.046	2.262	12.505	350.736	457.662	23.135	338	443	13	26	30	18
6515	2656	6515	1781	130300	20	0	20	20	20	406.974	503.787	23.138	11.434	2.507	11.158	406.974	503.787	23.138	391	493	13	33	19	18
4616	2886	4616	1629	143096	31	0	31	31	31	301.384	403.464	23.872	10.684	3.104	10.582	301.393	403.464	23.872	288	391	14	29	26	17
3236	1658	3236	1039	87372	27	0	27	27	27	83.438	400.256	24.417	8.967	1.501	8.906	83.438	400.256	24.417	75	390	15	18	22	16
6132	2646	6132	1585	177828	29	0	29	29	29	374.516	469.573	24.833	11.411	2.238	11.729	374.505	469.573	24.833	361	454	16	29	30	15
2073	1232	2073	740	68409	33	0	33	33	33	102.582	406.902	24.912	7.778	1.601	7.631	102.582	406.902	24.912	93	400	17	21	14	14
5520	2474	5520	1507	154560	28	0	28	28	28	280.264	432.930	25.248	11.056	2.294	11.160	280.264	432.930	25.248	266	421	17	30	27	14
2115	1472	2115	856	76140	36	0	36	36	36	310.149	423.173	26.073	7.963	2.144	8.070	310.149	423.173	26.073	302	415	18	21	22	13
2984	1792	2984	1050	89520	30	0	30	30	30	174.521	347.237	26.606	9.297	2.551	9.325	174.521	347.237	26.606	163	337	19	27	23	12
3569	1896	3569	1161	114208	32	0	32	32	32	13.962	407.031	26.247	9.573	2.192	9.865	13.962	407.031	26.247	1	396	19	26	25	12
3994	2348	3994	1381	135796	34	0	34	34	34	12.948	493.048	26.099	10.603	3.130	10.598	12.948	493.048	26.099	0	474	20	25	35	11
1313	986	1313	608	45955	35	0	35	35	35	282.504	403.906	27.323	7.249	2.398	6.953	282.504	403.906	27.323	275	391	23	13	26	8
