Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
3194	2074	3194	1141	99014	31	0	31	31	31	28.436	35.153	12.891	9.099	2.254	9.098	28.436	35.153	12.891	20	26	1	18	20	22
7400	3196	7400	1832	103600	14	0	14	14	14	109.899	49.333	11.079	11.887	2.138	11.900	109.899	49.333	11.079	97	39	1	32	21	23
5666	3308	5666	1780	135984	24	0	24	24	24	60.917	43.342	13.685	10.438	2.396	10.727	60.917	43.342	13.685	47	32	1	27	24	24
9203	3480	9203	2172	138045	15	0	15	15	15	165.516	69.332	8.266	12.975	2.347	13.215	165.524	69.332	8.266	149	56	1	31	30	18
8723	3436	8723	2111	139568	16	0	16	16	16	192.319	74.905	7.096	12.988	2.571	12.949	192.319	74.905	7.096	177	60	1	31	35	22
1042	1108	1042	684	6252	6	0	6	6	6	230.151	83.642	2.341	7.189	2.511	7.306	230.151	83.642	2.341	221	74	1	20	24	8
1298	972	1298	660	10384	8	0	8	8	8	251.971	84.788	3.525	7.126	2.307	7.009	251.971	84.788	3.525	242	79	1	22	12	7
8753	3066	8753	1952	175060	20	0	20	20	20	226.118	112.340	9.147	12.497	1.526	12.542	226.118	112.340	9.147	212	99	1	29	26	20
13058	3896	13058	2464	326450	25	0	25	25	25	154.740	124.153	10.305	14.283	1.504	14.534	154.728	124.153	10.305	141	109	1	30	33	23
10652	3856	10652	2346	234344	22	0	22	22	22	333.863	177.241	9.671	13.543	1.964	13.488	333.886	177.241	9.671	316	163	1	33	34	22
4536	2690	4536	1684	81648	18	0	18	18	18	352.036	196.660	6.252	10.697	3.053	10.706	352.036	196.660	6.252	340	179	1	24	35	21
16237	5274	16237	3153	633243	39	0	39	39	39	359.677	234.036	18.909	15.756	2.338	15.762	359.684	234.036	18.909	339	218	1	39	33	29
1187	1038	1187	630	11870	10	0	10	10	10	389.216	265.947	3.356	7.314	2.551	7.134	389.216	265.947	3.356	382	255	1	16	23	13
1963	1752	1963	886	21593	11	0	11	11	11	379.600	300.245	6.110	8.132	2.351	8.330	379.600	300.245	6.110	369	288	1	20	23	16
8080	3364	8080	1837	282800	35	0	35	35	35	434.608	379.910	13.540	12.254	1.697	12.261	434.616	379.911	13.540	423	367	1	24	28	26
1196	1026	1196	579	15548	13	0	13	13	13	455.135	484.440	5.443	6.753	1.773	6.628	455.135	484.440	5.443	451	473	1	14	20	15
1246	1084	1246	578	33642	27	0	27	27	27	15.185	34.295	11.989	6.838	1.894	6.875	15.185	34.295	11.989	10	26	2	10	18	21
11214	4156	11214	2511	482202	43	0	43	43	43	380.829	258.308	20.439	14.038	2.567	13.982	380.835	258.307	20.439	365	244	6	35	30	24
8759	3464	8759	1857	324083	37	0	37	37	37	407.922	312.910	19.181	13.134	2.824	12.494	407.915	312.911	19.181	395	293	6	28	35	24
5835	3168	5835	1667	233400	40	0	40	40	40	450.681	449.332	18.957	11.384	2.680	11.178	450.681	449.332	18.957	438	433	6	31	28	24
2516	1726	2516	912	90576	36	0	36	36	36	455.214	437.666	17.382	8.519	1.971	8.550	455.214	437.666	17.382	441	431	7	26	13	22
8697	3330	8697	2036	382668	44	0	44	44	44	466.859	480.282	21.597	12.677	1.906	12.659	466.885	480.282	21.597	453	467	7	28	28	23
5241	3220	5241	1765	167712	32	0	32	32	32	251.566	91.467	15.297	10.921	3.103	11.196	251.566	91.467	15.297	239	78	8	25	30	21
7061	3774	7061	1982	268318	38	0	38	38	38	220.436	82.689	19.396	11.657	2.730	12.270	220.445	82.689	19.396	204	69	10	32	28	20
6399	2876	6399	1499	268758	42	0	42	42	42	414.558	349.146	20.697	11.179	1.538	11.164	414.545	349.147	20.697	401	335	10	27	28	20
2854	1580	2854	939	82766	29	0	29	29	29	350.370	202.943	15.495	8.685	1.807	8.641	350.364	202.943	15.495	339	194	11	24	19	13
2826	2140	2826	1074	96084	34	0	34	34	34	327.696	207.371	20.245	8.958	2.219	9.044	327.696	207.371	20.245	319	196	11	23	22	19
