Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
9591	4428	9591	3030	57546	6	0	6	6	6	211.945	177.831	5.136	14.879	4.681	15.144	211.945	177.831	5.136	190	159	1	48	38	14
3367	2328	3367	1474	30303	9	0	9	9	9	204.050	204.038	5.473	9.575	2.644	9.454	204.050	204.038	5.473	187	195	1	35	21	10
5900	3072	5900	2023	59000	10	0	10	10	10	191.257	241.364	4.809	12.139	3.313	12.539	191.257	241.364	4.809	171	221	1	39	37	10
6368	2914	6368	2060	70048	11	0	11	11	11	12.816	321.335	4.934	12.247	3.226	12.860	12.816	321.335	4.934	0	303	1	31	36	10
1115	1084	1115	531	13380	12	0	12	12	12	198.518	76.188	11.684	6.593	1.981	6.756	198.518	76.188	11.684	191	71	5	17	18	16
6585	3582	6585	1929	118530	18	0	18	18	18	201.785	205.204	20.796	11.094	2.360	11.613	201.785	205.204	20.796	187	192	12	28	28	19
9583	3218	9583	1943	210826	22	0	22	22	22	190.526	241.456	20.774	12.806	1.430	13.052	190.532	241.457	20.774	176	228	12	29	29	19
12792	3740	12792	2586	307008	24	0	24	24	24	12.816	321.220	21.700	14.247	1.999	14.665	12.816	321.220	21.700	0	305	12	29	32	19
1587	1280	1587	703	26979	17	0	17	17	17	200.499	95.014	21.606	7.567	2.074	7.686	200.499	95.014	21.606	189	88	13	18	15	18
6768	3288	6768	1965	189504	28	0	28	28	28	215.122	161.900	24.878	12.429	3.220	12.658	215.122	161.900	24.878	198	146	13	33	35	18
1620	1348	1620	699	25920	16	0	16	16	16	162.995	228.194	17.970	7.471	1.992	7.446	162.995	228.194	17.970	154	219	13	17	21	14
1128	1290	1128	612	30456	27	0	27	27	27	208.206	118.871	21.582	6.864	2.031	7.008	208.206	118.871	21.582	198	107	15	18	20	15
