Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7070	2890	7070	1780	155540	22	0	22	22	22	182.781	82.044	5.957	12.096	2.593	12.417	182.781	82.044	5.957	167	68	1	31	30	16
5750	2352	5750	1371	143750	25	0	25	25	25	272.007	114.231	7.590	10.812	1.457	10.979	271.996	114.231	7.590	259	104	1	27	22	19
10133	3432	10133	1939	344522	34	0	34	34	34	245.753	117.193	13.394	13.067	1.030	13.030	245.737	117.193	13.394	234	104	1	24	27	27
18376	5486	18376	3200	771792	42	0	42	42	42	181.866	118.338	16.203	16.221	2.318	16.426	181.850	118.338	16.203	165	102	1	35	38	27
2094	1320	2094	779	33504	16	0	16	16	16	224.354	127.173	6.161	7.865	1.535	7.677	224.354	127.173	6.161	217	119	1	15	20	17
9780	3700	9780	2241	449880	46	0	46	46	46	229.867	142.692	18.494	13.404	2.346	13.223	229.880	142.692	18.494	216	124	1	28	33	27
2015	1428	2015	837	24180	12	0	12	12	12	286.105	144.535	4.758	8.063	2.185	8.122	286.105	144.535	4.758	277	134	1	25	23	12
2499	1590	2499	923	79968	32	0	32	32	32	268.070	141.158	10.129	8.591	2.032	8.552	268.070	141.158	10.129	260	128	1	18	24	16
7787	2996	7787	1770	225823	29	0	29	29	29	106.153	168.684	7.582	12.145	2.084	12.425	106.148	168.683	7.582	93	155	1	29	30	18
10715	4244	10715	2602	246445	23	0	23	23	23	320.550	180.498	10.078	13.418	3.324	13.747	320.562	180.498	10.078	307	167	1	31	29	27
14413	4858	14413	2807	634172	44	0	44	44	44	320.330	207.482	17.099	15.527	3.192	14.824	320.357	207.483	17.099	304	191	1	41	35	27
5704	3358	5704	1876	102672	18	0	18	18	18	367.355	246.778	7.921	10.637	2.394	11.400	367.351	246.778	7.921	355	233	1	26	26	19
3684	2430	3684	1420	73680	20	0	20	20	20	360.185	281.007	5.949	10.148	3.260	9.905	360.185	281.007	5.949	347	268	1	30	23	15
1879	1300	1879	756	24427	13	0	13	13	13	375.498	312.767	4.542	7.722	2.075	7.784	375.498	312.767	4.542	365	304	1	23	17	12
11948	4110	11948	2355	597400	50	0	50	50	50	12.948	307.670	15.712	13.755	1.787	13.753	12.948	307.671	15.712	0	290	1	27	34	27
16554	5086	16554	2979	612498	37	0	37	37	37	398.201	314.192	15.320	15.713	2.611	15.576	398.195	314.193	15.320	382	294	1	32	39	27
1125	1008	1125	533	15750	14	0	14	14	14	421.035	341.652	4.185	6.900	2.269	6.895	421.035	341.652	4.185	412	335	1	18	20	9
