Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
8378	2952	8378	2158	50268	6	0	6	6	6	181.847	135.591	6.960	12.599	2.512	13.644	181.847	135.591	6.960	167	120	1	30	31	13
7116	3164	7116	1832	28464	4	0	4	4	4	390.020	149.095	12.929	11.168	2.272	11.490	390.020	149.095	12.929	378	139	1	24	21	26
6312	3500	6312	2071	12624	2	0	2	2	2	414.412	157.048	7.083	11.569	2.610	12.287	414.412	157.048	7.083	400	143	1	29	29	21
1725	1410	1725	856	1725	1	0	1	1	1	450.810	164.200	2.942	8.141	2.591	8.461	450.810	164.200	2.942	441	153	1	24	25	7
27274	8230	27274	5244	218192	8	0	8	8	8	84.751	184.930	11.793	20.912	6.412	19.206	84.751	184.930	11.793	50	159	1	65	48	30
5466	3216	5466	1706	27330	5	0	5	5	5	450.463	193.610	15.387	10.413	2.292	10.708	450.463	193.610	15.387	438	184	1	24	21	28
11025	3856	11025	2057	165375	15	0	15	15	15	378.231	205.672	18.746	13.084	1.944	13.412	378.251	205.672	18.746	365	191	3	28	29	28
1250	1040	1250	548	11250	9	0	9	9	9	206.782	124.094	15.614	6.759	1.660	6.611	206.782	124.094	15.614	199	115	9	19	19	11
3543	2270	3543	1231	56688	16	0	16	16	16	212.033	122.043	23.627	9.555	2.519	9.866	212.033	122.043	23.627	199	112	14	26	22	17
8569	3024	8569	2010	59983	7	0	7	7	7	182.079	134.593	21.424	12.534	2.103	12.896	182.079	134.593	21.424	168	121	15	28	29	16
1106	1018	1106	518	11060	10	0	10	10	10	331.123	134.356	20.281	7.146	2.437	6.805	331.123	134.356	20.281	322	126	15	21	15	12
1621	1306	1621	697	21073	13	0	13	13	13	334.980	126.977	24.172	7.769	2.395	7.572	334.980	126.977	24.172	322	121	16	25	15	15
1048	1014	1048	531	11528	11	0	11	11	11	415.837	152.547	19.497	6.753	2.087	6.834	415.837	152.547	19.497	407	145	16	18	19	9
5891	2478	5891	1554	100147	17	0	17	17	17	88.273	153.819	25.116	11.194	2.383	11.671	88.273	153.819	25.116	73	141	17	30	26	14
1342	1552	1342	809	33550	25	0	25	25	25	249.754	115.706	25.413	8.159	2.423	8.261	249.754	115.706	25.413	236	109	18	23	18	13
1527	1470	1527	795	39702	26	0	26	26	26	287.186	126.282	25.963	7.616	2.120	7.775	287.186	126.282	25.963	274	116	18	22	20	13
2102	1370	2102	892	46244	22	0	22	22	22	6.202	172.208	27.301	8.428	2.500	8.293	6.202	172.208	27.301	0	159	22	17	27	9
2083	1810	2083	1023	47909	23	0	23	23	23	39.186	174.141	27.423	9.087	2.596	9.326	39.186	174.141	27.423	27	161	22	25	25	9
1923	1668	1923	960	40383	21	0	21	21	21	446.686	164.713	27.785	9.464	3.472	9.626	446.685	164.713	27.785	430	151	23	29	26	8
