Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
15205	5302	15205	2990	167255	11	0	11	11	11	377.565	286.949	16.802	15.347	2.556	15.126	377.592	286.950	16.802	363	269	1	34	36	30
1940	1478	1940	744	9700	5	0	5	5	5	404.894	281.352	6.468	8.188	2.512	7.903	404.894	281.352	6.468	394	274	1	21	22	14
5740	2712	5740	1736	22960	4	0	4	4	4	430.579	317.597	7.011	10.947	2.577	11.419	430.579	317.597	7.011	415	307	1	31	26	16
17734	5140	17734	3318	301478	17	0	17	17	17	484.254	335.571	18.072	16.287	2.556	16.140	484.238	335.572	18.072	468	320	1	32	34	30
11280	3964	11280	2101	135360	12	0	12	12	12	216.970	330.839	14.421	13.677	1.355	13.557	216.970	330.839	14.421	202	316	1	29	30	30
1905	1288	1905	814	11430	6	0	6	6	6	142.354	508.583	9.656	8.029	2.259	8.140	142.354	508.583	9.656	131	504	1	24	8	18
2393	1730	2393	899	19144	8	0	8	8	8	268.053	302.066	13.682	8.636	2.399	8.531	268.053	302.066	13.682	255	295	3	26	17	21
7355	2884	7355	1531	110325	15	0	15	15	15	347.911	264.251	16.605	11.733	1.405	11.819	347.927	264.251	16.605	334	253	4	29	24	24
3590	2256	3590	1203	25130	7	0	7	7	7	339.647	294.699	13.742	9.758	2.426	9.792	339.647	294.699	13.742	325	284	4	26	22	20
2300	1664	2300	907	36800	16	0	16	16	16	272.323	313.622	16.219	8.924	2.846	8.516	272.323	313.622	16.219	255	306	6	27	16	19
5175	2724	5175	1442	67275	13	0	13	13	13	393.109	321.614	17.623	10.498	2.497	11.248	393.097	321.613	17.623	379	309	9	27	25	19
1385	1262	1385	662	19390	14	0	14	14	14	335.316	283.033	16.776	7.329	2.383	7.129	335.316	283.033	16.776	325	277	10	23	13	14
11466	3850	11466	2559	229320	20	0	20	20	20	428.662	326.271	22.370	13.900	2.377	14.456	428.632	326.270	22.370	413	309	13	32	33	18
1771	1472	1771	783	31878	18	0	18	18	18	227.363	347.706	23.657	8.158	2.738	7.668	227.363	347.706	23.657	212	337	16	25	21	15
4192	2434	4192	1438	92224	22	0	22	22	22	353.092	306.450	25.812	10.247	2.479	10.509	353.092	306.450	25.812	340	292	18	27	28	13
1156	1126	1156	612	28900	25	0	25	25	25	279.885	346.175	26.621	7.732	3.225	7.241	279.885	346.175	26.621	266	341	18	28	14	13
5867	2696	5867	1698	140808	24	0	24	24	24	176.776	471.171	25.951	11.551	2.817	12.097	176.776	471.171	25.951	162	457	18	30	31	13
1490	1526	1490	981	43210	29	0	29	29	29	194.770	423.153	28.668	9.284	3.969	8.957	194.770	423.153	28.668	180	406	23	28	31	8
