Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
10647	4614	10647	2434	127764	12	0	12	12	12	113.392	128.473	12.156	13.297	2.312	13.554	113.392	128.473	12.156	97	114	1	33	32	24
8571	3054	8571	1824	42855	5	0	5	5	5	232.066	327.084	8.356	12.440	1.657	12.557	232.066	327.084	8.356	219	312	1	26	31	20
3691	1864	3691	1099	36910	10	0	10	10	10	223.111	359.420	10.662	9.631	2.087	9.379	223.111	359.420	10.662	211	354	1	27	14	20
14238	4294	14238	2620	99666	7	0	7	7	7	202.858	470.220	9.087	14.823	2.260	15.437	202.869	470.222	9.087	186	453	1	34	35	22
3889	1928	3889	1163	50557	13	0	13	13	13	225.368	348.291	11.631	9.836	2.208	9.699	225.368	348.291	11.631	212	340	2	27	15	20
6530	2974	6530	1612	111010	17	0	17	17	17	47.704	45.928	13.427	11.340	2.531	11.785	47.704	45.928	13.427	35	32	5	27	30	19
7383	3420	7383	1777	118128	16	0	16	16	16	204.937	279.874	16.499	11.540	2.258	12.110	204.937	279.874	16.499	192	266	7	27	28	22
13650	4350	13650	2697	286650	21	0	21	21	21	69.751	56.915	20.491	14.938	2.808	14.885	69.748	56.915	20.491	43	41	8	43	33	23
12011	4000	12011	2401	228209	19	0	19	19	19	13.098	14.089	20.350	13.651	2.170	14.314	13.098	14.089	20.350	0	0	9	30	30	22
1696	1154	1696	616	30528	18	0	18	18	18	226.409	381.631	15.407	7.233	1.357	7.247	226.409	381.631	15.407	218	371	9	18	20	12
10429	3410	10429	2102	229438	22	0	22	22	22	145.012	177.543	21.113	13.227	1.365	13.356	145.012	177.543	21.113	131	163	10	28	29	21
11657	4234	11657	2658	268111	23	0	23	23	23	127.247	153.965	24.119	14.413	3.128	14.759	127.258	153.966	24.119	108	136	14	38	37	17
4672	2234	4672	1392	116800	25	0	25	25	25	20.963	39.264	25.654	10.528	2.289	10.541	20.963	39.264	25.654	8	26	18	26	28	13
2227	1702	2227	957	57902	26	0	26	26	26	169.012	239.092	27.108	8.752	2.655	8.908	169.012	239.092	27.108	155	227	21	25	24	10
