Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
12427	4024	12427	2491	298248	24	0	24	24	24	438.510	15.491	8.895	14.208	2.095	14.425	438.510	15.491	8.895	423	0	1	32	32	22
1649	1422	1649	796	14841	9	0	9	9	9	411.805	36.437	4.968	8.064	2.633	7.876	411.805	36.437	4.968	398	27	1	24	17	12
4525	2660	4525	1645	54300	12	0	12	12	12	431.454	49.266	4.699	11.095	3.190	11.513	431.454	49.266	4.699	419	34	1	29	31	15
1555	1168	1555	681	15550	10	0	10	10	10	403.060	54.177	4.467	7.245	1.896	7.197	403.060	54.177	4.467	395	45	1	20	19	12
9427	3404	9427	2072	169686	18	0	18	18	18	346.975	93.290	7.448	13.104	2.358	13.303	346.953	93.290	7.448	331	75	1	32	34	18
10739	4288	10739	2712	150346	14	0	14	14	14	317.161	115.103	5.981	14.641	3.895	15.021	317.181	115.103	5.981	298	97	1	46	40	15
5115	2556	5115	1540	76725	15	0	15	15	15	272.887	160.576	5.464	10.781	2.450	11.111	272.893	160.576	5.464	259	147	1	30	28	13
5729	2808	5729	1696	91664	16	0	16	16	16	267.974	206.314	6.321	10.956	2.364	11.417	267.974	206.314	6.321	255	194	1	27	28	15
2030	1558	2030	942	22330	11	0	11	11	11	228.549	264.839	3.173	8.703	2.804	8.735	228.549	264.839	3.173	215	254	1	27	23	8
12264	4324	12264	2634	282072	23	0	23	23	23	197.827	294.295	10.327	14.559	3.205	14.118	197.839	294.295	10.327	185	272	1	30	40	25
13053	4906	13053	2770	365484	28	0	28	28	28	183.071	318.572	12.205	14.725	2.901	14.655	183.071	318.573	12.205	168	301	1	39	34	26
16756	6040	16756	3913	519436	31	0	31	31	31	172.888	360.927	15.702	17.484	5.242	16.463	172.901	360.922	15.702	158	336	1	35	51	30
16990	4834	16990	3273	560670	33	0	33	33	33	191.768	355.834	16.286	16.084	2.715	15.910	191.760	355.837	16.286	182	336	1	26	38	30
8027	2970	8027	1739	152513	19	0	19	19	19	174.773	385.756	8.761	12.064	1.521	12.395	174.782	385.755	8.761	161	374	1	29	26	19
6919	2746	6919	1785	117623	17	0	17	17	17	173.252	434.485	6.762	11.744	2.290	12.216	173.248	434.484	6.762	157	422	1	31	26	16
11172	3768	11172	2251	323988	29	0	29	29	29	184.571	480.335	9.522	13.669	1.904	13.895	184.560	480.337	9.522	169	465	1	31	33	23
3186	1714	3186	1095	41418	13	0	13	13	13	183.755	507.234	8.085	9.384	2.379	9.297	183.755	507.234	8.085	169	499	1	28	13	19
12464	4058	12464	2293	398848	32	0	32	32	32	172.486	459.581	15.614	14.037	1.417	14.073	172.486	459.581	15.614	157	446	3	31	28	28
11834	4194	11834	2631	414190	35	0	35	35	35	161.188	432.999	23.367	14.963	4.092	14.603	161.197	432.998	23.367	145	403	13	32	48	18
2874	1862	2874	1114	103464	36	0	36	36	36	174.709	390.555	26.038	9.410	2.865	9.209	174.709	390.555	26.038	160	383	20	32	21	11
1438	1108	1438	658	53206	37	0	37	37	37	179.381	412.165	27.182	7.540	2.436	7.425	179.381	412.165	27.182	172	402	22	16	25	9
