Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
7489	4250	7489	2314	119824	16	0	16	16	16	286.977	42.010	11.683	12.064	2.935	12.381	286.977	42.010	11.683	273	28	1	30	29	28
5402	2486	5402	1665	108040	20	0	20	20	20	296.248	79.208	5.486	11.203	2.712	11.630	296.248	79.208	5.486	284	66	1	26	32	13
4600	2510	4600	1525	55200	12	0	12	12	12	297.633	122.678	5.419	10.689	2.849	10.794	297.633	122.678	5.419	283	112	1	31	28	15
12482	4194	12482	2671	274604	22	0	22	22	22	303.162	157.482	8.534	14.321	2.326	14.561	303.186	157.483	8.534	286	141	1	33	34	21
17368	4980	17368	3023	416832	24	0	24	24	24	271.399	203.289	13.581	15.448	1.719	15.657	271.399	203.289	13.581	256	188	1	32	32	29
4041	2324	4041	1390	68697	17	0	17	17	17	293.378	229.818	6.161	10.021	2.219	10.237	293.374	229.818	6.161	282	216	1	23	25	18
24132	7212	24132	4478	651564	27	0	27	27	27	289.042	256.085	12.998	19.484	5.514	18.209	289.054	256.087	12.998	269	221	1	38	56	30
2123	1534	2123	889	21230	10	0	10	10	10	267.680	277.069	5.554	8.355	2.368	8.612	267.680	277.069	5.554	254	270	1	25	19	14
1225	974	1225	570	13475	11	0	11	11	11	260.511	285.712	5.636	6.717	1.762	6.590	260.511	285.712	5.636	253	280	1	20	12	13
14856	4926	14856	3020	371400	25	0	25	25	25	281.897	304.111	12.729	15.159	2.572	15.205	281.884	304.112	12.729	268	283	1	28	43	30
3498	2182	3498	1282	62964	18	0	18	18	18	264.293	328.790	6.587	9.678	2.485	9.751	264.293	328.790	6.587	250	315	1	26	23	18
4380	2518	4380	1495	56940	13	0	13	13	13	254.656	357.294	4.602	10.997	3.318	10.969	254.656	357.293	4.602	238	340	1	30	33	12
12889	4086	12889	2454	451115	35	0	35	35	35	238.869	372.858	19.897	14.304	1.564	14.254	238.878	372.854	19.897	225	359	1	29	30	30
19538	5602	19538	3506	605678	31	0	31	31	31	217.942	407.797	14.722	16.753	2.250	16.397	217.952	407.793	14.722	199	393	1	37	31	30
2118	1296	2118	810	29652	14	0	14	14	14	207.334	426.694	4.828	8.191	2.186	7.882	207.334	426.694	4.828	194	417	1	26	17	11
6478	2870	6478	1949	123082	19	0	19	19	19	186.136	434.536	7.802	11.608	2.238	11.855	186.143	434.537	7.802	170	421	1	29	27	19
1251	898	1251	571	18765	15	0	15	15	15	204.950	438.549	5.193	6.590	1.455	6.419	204.950	438.549	5.193	200	431	1	17	16	11
8640	3196	8640	2021	198720	23	0	23	23	23	179.613	459.439	7.706	12.723	2.168	12.842	179.623	459.439	7.706	165	446	1	31	28	18
6772	2654	6772	1800	142212	21	0	21	21	21	124.086	503.801	7.656	11.862	2.521	11.860	124.085	503.804	7.656	108	492	1	32	20	18
1110	842	1110	432	28860	26	0	26	26	26	142.041	482.675	9.150	6.173	1.181	6.117	142.041	482.675	9.150	135	478	2	16	11	14
2034	1504	2034	967	61020	30	0	30	30	30	84.706	509.125	17.349	8.679	2.738	8.926	84.706	509.125	17.349	73	505	4	24	7	27
5258	2872	5258	1576	173514	33	0	33	33	33	286.367	146.936	21.936	10.812	2.531	10.919	286.358	146.936	21.936	277	135	9	24	26	22
1082	1194	1082	565	45444	42	0	42	42	42	162.536	444.469	21.035	7.162	2.390	7.168	162.536	444.469	21.035	152	438	10	20	15	19
5615	3448	5615	1865	224600	40	0	40	40	40	303.148	190.680	22.912	10.588	2.680	11.074	303.148	190.680	22.912	291	178	12	27	27	19
9122	3254	9122	2062	346636	38	0	38	38	38	303.072	77.347	23.216	12.856	2.059	12.853	303.089	77.347	23.216	289	63	13	30	30	18
2592	1610	2592	890	106272	41	0	41	41	41	188.480	440.674	21.462	8.609	1.918	8.666	188.479	440.673	21.462	176	431	15	23	19	16
2036	1362	2036	783	65152	32	0	32	32	32	180.776	430.990	20.860	8.091	2.025	7.759	180.776	430.990	20.860	171	423	16	26	18	14
2778	1898	2778	1035	102786	37	0	37	37	37	285.475	43.838	24.319	9.276	2.773	8.918	285.470	43.838	24.319	273	29	18	26	28	13
2424	1652	2424	945	118776	49	0	49	49	49	248.672	334.488	26.260	8.970	2.793	8.904	248.668	334.488	26.260	240	323	20	23	28	11
2499	1722	2499	943	109956	44	0	44	44	44	179.454	456.043	25.311	8.623	2.216	8.858	179.454	456.043	25.311	169	447	20	23	23	11
1185	1118	1185	603	55695	47	0	47	47	47	150.705	491.554	25.998	7.535	2.514	7.430	150.705	491.555	25.998	140	482	21	17	22	10
