Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
3910	2228	3910	1409	7820	2	0	2	2	2	108.745	6.137	7.653	9.545	2.419	9.594	108.745	6.137	7.653	96	0	1	26	17	16
3949	2740	3949	1448	3949	1	0	1	1	1	138.445	18.620	9.119	9.692	2.335	9.890	138.445	18.620	9.119	127	7	1	23	23	21
3606	2270	3606	1337	14424	4	0	4	4	4	164.204	52.491	9.456	9.993	2.829	9.601	164.204	52.491	9.456	148	46	1	33	17	16
4102	2462	4102	1462	12306	3	0	3	3	3	168.578	65.372	6.765	10.524	2.987	10.437	168.578	65.372	6.765	151	57	1	31	19	16
4751	2458	4751	1380	23755	5	0	5	5	5	224.120	118.282	11.036	10.472	2.268	10.562	224.120	118.282	11.036	212	106	1	26	26	16
18444	6224	18444	3620	202884	11	0	11	11	11	255.816	167.018	18.411	17.338	4.045	16.885	255.842	167.018	18.411	240	142	1	39	45	30
2659	1698	2659	903	15954	6	0	6	6	6	254.681	199.839	11.470	8.711	2.026	8.826	254.681	199.839	11.470	244	190	4	24	20	13
5279	3006	5279	1775	126696	24	0	24	24	24	35.840	484.619	23.661	11.245	2.896	10.983	35.840	484.619	23.661	21	471	10	31	26	21
4689	2774	4689	1485	126603	27	0	27	27	27	159.235	426.860	23.378	10.747	3.062	10.913	159.238	426.860	23.378	144	415	14	32	25	17
3864	2276	3864	1345	57960	15	0	15	15	15	111.824	9.132	23.674	10.006	2.510	10.097	111.824	9.132	23.674	99	0	16	25	25	15
2644	1892	2644	1058	42304	16	0	16	16	16	165.677	63.705	22.064	9.329	3.065	9.439	165.677	63.705	22.064	151	51	18	28	24	10
6352	2784	6352	1734	127040	20	0	20	20	20	206.106	99.770	24.984	11.484	2.804	12.333	206.106	99.770	24.984	192	86	18	30	28	13
3164	1902	3164	1083	53788	17	0	17	17	17	222.889	118.052	21.875	9.293	2.275	9.664	222.889	118.052	21.875	212	106	18	24	26	11
2962	2200	2962	1199	38506	13	0	13	13	13	258.937	197.556	23.089	10.319	3.823	9.771	258.937	197.556	23.089	241	183	18	34	33	13
5103	2294	5103	1468	117369	23	0	23	23	23	129.865	444.179	25.769	10.771	2.466	11.300	129.865	444.180	25.769	116	432	19	28	26	12
4539	2280	4539	1494	118014	26	0	26	26	26	186.972	402.252	26.659	10.823	2.951	11.260	186.972	402.252	26.659	173	388	21	30	29	10
1275	1224	1275	732	35700	28	0	28	28	28	220.003	385.163	28.492	7.425	2.478	7.678	220.003	385.163	28.492	208	374	25	24	22	6
