Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1087	1014	1087	541	17392	16	0	16	16	16	279.637	72.517	8.683	6.819	1.991	6.966	279.637	72.517	8.683	271	66	1	17	14	15
2485	1600	2485	873	17395	7	0	7	7	7	274.246	95.377	7.334	8.359	1.657	8.408	274.246	95.377	7.334	267	85	1	17	20	18
2307	1508	2307	889	9228	4	0	4	4	4	254.096	110.515	4.317	8.142	1.944	8.300	254.096	110.515	4.317	243	101	1	24	20	11
10193	3490	10193	1910	183474	18	0	18	18	18	252.290	143.224	13.319	13.118	0.915	13.033	252.276	143.224	13.319	240	130	1	26	28	27
14653	5504	14653	3375	146530	10	0	10	10	10	218.761	189.641	10.553	14.756	3.424	15.842	218.761	189.641	10.553	202	174	1	37	33	28
1524	1174	1524	668	9144	6	0	6	6	6	186.371	198.925	4.147	7.412	2.173	7.047	186.371	198.925	4.147	177	191	1	24	17	10
2241	1572	2241	918	29133	13	0	13	13	13	195.390	212.357	5.666	8.208	2.073	8.479	195.390	212.357	5.666	185	203	1	21	22	12
16093	4604	16093	2811	241395	15	0	15	15	15	153.697	272.169	11.526	15.357	1.471	15.432	153.714	272.170	11.526	138	257	1	33	32	28
4968	2840	4968	1724	39744	8	0	8	8	8	103.537	332.136	6.741	10.549	2.666	11.111	103.537	332.136	6.741	92	321	1	26	27	16
12950	4052	12950	2483	181300	14	0	14	14	14	16.002	407.173	10.274	14.306	1.641	14.381	16.002	407.174	10.274	1	392	1	31	32	25
8282	3376	8282	2115	91102	11	0	11	11	11	72.331	406.791	7.950	12.586	2.471	12.690	72.331	406.791	7.950	57	393	1	28	32	21
11644	4484	11644	2506	279456	24	0	24	24	24	197.075	219.095	18.671	13.294	2.845	13.986	197.075	219.095	18.671	182	202	5	30	32	26
2674	1866	2674	1039	50806	19	0	19	19	19	235.666	163.552	15.419	8.916	2.304	9.170	235.666	163.552	15.419	224	152	6	25	24	16
10635	4404	10635	2479	276510	26	0	26	26	26	137.690	302.109	20.952	12.529	2.849	13.439	137.686	302.108	20.952	123	288	6	31	31	25
1698	1456	1698	749	37356	22	0	22	22	22	278.778	70.456	19.433	7.982	2.431	8.018	278.778	70.456	19.433	271	61	7	18	19	22
1772	1584	1772	892	51388	29	0	29	29	29	314.177	4.300	23.969	8.560	2.757	8.355	314.177	4.300	23.969	300	0	12	24	15	19
3231	1892	3231	1081	87237	27	0	27	27	27	64.571	396.337	23.938	8.871	1.840	9.212	64.571	396.337	23.938	55	388	14	22	21	17
1558	1066	1558	621	32718	21	0	21	21	21	218.356	194.056	23.171	7.261	1.761	7.033	218.356	194.056	23.171	213	186	17	13	19	14
1517	1094	1517	604	34891	23	0	23	23	23	218.254	178.787	24.008	7.158	1.752	6.846	218.254	178.787	24.008	208	173	18	22	12	13
3139	1942	3139	1208	78475	25	0	25	25	25	239.844	163.603	25.267	9.431	2.569	9.523	239.842	163.603	25.267	227	151	20	23	25	11
1020	822	1020	500	28560	28	0	28	28	28	226.249	165.912	25.970	6.158	1.499	6.006	226.249	165.912	25.970	220	157	21	12	18	10
