Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
6130	2476	6130	1517	12260	2	0	2	2	2	504.882	124.395	11.822	11.219	1.729	11.287	504.882	124.395	11.822	494	112	1	18	27	24
12817	4240	12817	2488	89719	7	0	7	7	7	123.476	424.400	21.603	14.395	2.346	14.521	123.476	424.400	21.603	109	406	9	35	37	22
7450	3834	7450	2283	104300	14	0	14	14	14	305.114	218.099	23.392	13.545	4.578	13.204	305.114	218.099	23.392	285	204	10	44	28	21
8651	3272	8651	1927	34604	4	0	4	4	4	399.737	156.116	22.301	12.183	2.252	12.750	399.737	156.116	22.301	386	143	11	28	28	20
11553	4530	11553	2669	127083	11	0	11	11	11	132.474	390.587	22.715	15.226	4.358	14.497	132.474	390.588	22.715	115	362	11	34	46	20
1680	1330	1680	735	15120	9	0	9	9	9	367.991	184.149	22.783	7.261	1.753	7.390	367.991	184.149	22.783	360	174	15	16	18	16
1774	1434	1774	787	17740	10	0	10	10	10	179.521	334.653	23.990	7.909	2.418	8.007	179.521	334.653	23.990	171	327	15	22	16	16
6586	2590	6586	1580	52688	8	0	8	8	8	103.556	450.299	23.939	11.436	1.945	11.589	103.556	450.299	23.939	91	438	15	28	26	16
1057	986	1057	514	12684	12	0	12	12	12	378.238	180.395	22.704	6.383	1.792	6.440	378.238	180.395	22.704	372	173	16	13	17	15
4935	2910	4935	1741	83895	17	0	17	17	17	187.072	356.222	25.877	11.819	3.804	11.859	187.072	356.221	25.877	171	341	16	34	33	15
3713	2072	3713	1271	59408	16	0	16	16	16	327.851	239.205	26.140	9.611	2.526	10.108	327.851	239.205	26.140	316	227	20	25	25	11
2795	1674	2795	1044	50310	18	0	18	18	18	153.411	361.992	26.340	9.102	2.641	9.174	153.411	361.992	26.340	140	348	20	26	24	11
1628	1036	1628	680	34188	21	0	21	21	21	68.071	507.149	26.046	7.405	1.985	7.164	68.071	507.149	26.046	58	501	20	24	11	11
3678	1810	3678	1180	55170	15	0	15	15	15	492.115	141.379	26.265	9.644	2.283	9.963	492.128	141.379	26.265	480	131	21	26	23	10
2941	1680	2941	1087	55879	19	0	19	19	19	79.921	449.863	26.861	9.228	2.407	9.497	79.921	449.863	26.861	67	438	21	24	24	10
3693	1976	3693	1260	73860	20	0	20	20	20	68.271	487.194	26.574	9.783	2.533	10.221	68.271	487.194	26.574	56	473	21	25	27	10
