Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.289	3.316	12	12	16	1.333	0.651	1.000	1	3	39.000	0.333	1.333	0.330	0.108	0.317	39.000	0.250	1.250	37	0	1	5	2	2
18532.221	24697.867	768931	284275	43913504	57.110	98.646	18.000	1	2070	296.647	78.739	14.150	23.411	10.970	22.299	332.696	70.981	16.077	37	0	1	453	158	29
45.262	164.796	1878	1188	25857	13.768	34.517	3.000	1	392	181.217	5.539	17.121	2.898	1.267	2.545	181.227	5.369	23.189	174	0	1	15	14	29
0.458	5.150	19	19	20	1.053	0.229	1.000	1	2	167.579	21.842	1.211	0.467	0.219	0.463	167.600	21.850	1.200	164	20	1	6	5	2
0.241	3.563	10	10	10	1.000	0.000	1.000	1	1	334.500	51.500	1.000	0.425	0.162	0.393	334.500	51.500	1.000	332	50	1	6	4	1
0.747	8.464	31	31	31	1.000	0.000	1.000	1	1	510.226	51.839	3.032	0.674	0.311	0.659	510.226	51.839	3.032	510	47	1	2	9	6
0.265	2.857	11	11	11	1.000	0.000	1.000	1	1	243.000	57.091	1.182	0.296	0.091	0.320	243.000	57.091	1.182	242	56	1	3	3	2
0.362	4.690	15	15	15	1.000	0.000	1.000	1	1	510.267	58.267	3.867	0.545	0.280	0.483	510.267	58.267	3.867	510	57	1	2	3	6
0.241	2.664	10	10	10	1.000	0.000	1.000	1	1	304.000	61.000	1.100	0.281	0.099	0.301	304.000	61.000	1.100	303	60	1	3	3	2
45.166	302.362	1874	1874	5958	3.179	3.926	2.000	1	37	510.398	82.985	16.186	4.232	1.800	4.241	510.374	83.380	18.921	510	50	1	2	57	29
7.230	47.459	300	300	2104	7.013	9.445	2.000	1	46	510.497	112.727	14.643	2.371	1.305	2.236	510.583	112.081	14.892	510	109	1	2	12	26
29.813	142.284	1237	1237	38199	30.880	44.295	12.000	1	282	510.486	140.614	14.808	3.246	1.394	3.178	510.477	139.951	19.049	510	129	1	2	25	29
0.916	7.601	38	33	38	1.000	0.000	1.000	1	1	337.737	32.632	4.132	0.553	0.176	0.516	337.737	32.632	4.132	336	31	2	5	5	5
0.241	2.557	10	10	10	1.000	0.000	1.000	1	1	222.200	43.400	2.500	0.291	0.054	0.296	222.200	43.400	2.500	221	43	2	3	2	2
0.410	5.201	17	17	17	1.000	0.000	1.000	1	1	287.000	59.765	4.118	0.653	0.299	0.736	287.000	59.765	4.118	286	59	2	3	3	6
0.241	3.068	10	9	10	1.000	0.000	1.000	1	1	347.700	29.200	4.200	0.325	0.087	0.325	347.700	29.200	4.200	347	28	3	3	3	3
15.063	81.875	625	501	3200	5.120	7.231	2.000	1	50	236.091	1.979	20.144	2.438	1.250	2.356	235.184	1.965	23.497	231	0	4	17	8	26
0.313	3.703	13	13	13	1.000	0.000	1.000	1	1	266.000	57.846	7.385	0.359	0.125	0.348	266.000	57.846	7.385	265	56	6	3	4	3
10.412	57.696	432	367	3307	7.655	11.579	3.000	1	69	208.359	1.127	21.380	2.260	1.226	2.198	207.814	0.609	24.266	204	0	7	15	5	23
3.350	23.328	139	110	202	1.453	0.791	1.000	1	5	284.050	39.065	14.921	1.636	0.707	1.683	284.069	39.050	15.485	282	37	7	5	5	14
2.000	15.269	83	68	94	1.133	0.341	1.000	1	2	255.518	2.542	14.880	1.063	0.516	1.137	255.511	2.532	15.011	254	1	9	4	4	12
0.241	3.015	10	10	11	1.100	0.316	1.000	1	2	351.000	0.100	12.000	0.338	0.147	0.391	351.000	0.091	12.000	350	0	11	3	2	3
4.700	26.961	195	145	369	1.892	1.462	1.000	1	10	275.446	33.877	16.728	1.105	0.368	1.144	275.675	33.539	16.992	271	31	12	8	9	9
1.326	12.220	55	49	64	1.164	0.373	1.000	1	2	235.473	37.873	17.618	0.873	0.371	0.961	235.516	37.875	17.734	231	36	13	7	4	8
2.675	18.534	111	90	142	1.279	0.525	1.000	1	3	243.045	56.973	17.649	0.921	0.325	0.950	242.965	56.979	17.662	240	54	13	8	7	8
1.808	12.043	75	66	127	1.693	1.065	1.000	1	6	252.920	45.000	17.720	0.809	0.328	0.764	252.937	45.000	18.079	251	43	14	5	5	7
0.819	6.348	34	31	35	1.029	0.171	1.000	1	2	298.971	50.000	15.824	0.511	0.177	0.480	298.971	50.000	15.800	298	49	14	3	3	5
1.205	9.276	50	45	54	1.080	0.274	1.000	1	2	235.240	13.520	18.580	0.631	0.247	0.630	235.259	13.500	18.667	233	12	15	5	4	6
0.434	5.502	18	18	19	1.056	0.236	1.000	1	2	274.000	54.889	18.722	0.591	0.292	0.564	274.000	54.895	18.789	273	54	15	3	3	6
0.458	4.603	19	18	20	1.053	0.229	1.000	1	2	200.000	12.000	17.000	0.382	0.086	0.390	200.000	12.000	17.000	199	11	16	3	3	3
0.482	4.603	20	19	25	1.250	0.444	1.000	1	2	269.950	58.050	16.950	0.389	0.089	0.410	269.960	58.040	16.960	269	57	16	3	3	3
1.518	10.970	63	54	67	1.063	0.246	1.000	1	2	193.889	20.635	18.889	0.645	0.195	0.609	193.896	20.672	18.955	191	19	17	7	6	4
0.410	4.884	17	17	17	1.000	0.000	1.000	1	1	193.000	25.353	18.294	0.449	0.182	0.404	193.000	25.353	18.294	192	24	17	3	3	4
0.313	3.456	13	12	13	1.000	0.000	1.000	1	1	277.308	10.308	19.077	0.356	0.099	0.391	277.308	10.308	19.077	276	9	18	3	3	3
