Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
68406.445	41939.609	2838292	371567	82354912	29.016	55.132	12	1	2264	259.079	307.932	16.581	37.061	12.466	37.203	251.580	310.709	17.894	70	93	1	384	419	32
0.241	2.664	10	10	10	1.000	0.000	1	1	1	452.000	197.000	1.100	0.281	0.099	0.301	452.000	197.000	1.100	451	196	1	3	3	2
0.362	3.793	15	15	15	1.000	0.000	1	1	1	294.133	202.667	1.000	0.412	0.186	0.435	294.133	202.667	1.000	292	201	1	6	4	1
0.386	3.439	16	16	21	1.312	0.479	1	1	2	122.000	239.000	1.438	0.332	0.068	0.332	122.000	239.000	1.333	121	238	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	203.000	325.000	1.100	0.281	0.099	0.301	203.000	325.000	1.100	202	324	1	3	3	2
0.482	4.799	20	20	20	1.000	0.000	1	1	1	246.850	330.400	1.000	0.454	0.187	0.460	246.850	330.400	1.000	244	329	1	7	4	1
0.578	5.521	24	24	25	1.042	0.204	1	1	2	295.125	370.042	1.250	0.433	0.162	0.414	295.160	370.040	1.240	292	368	1	6	5	2
2.193	15.255	91	77	185	2.033	1.779	1	1	9	300.835	392.769	2.802	0.839	0.335	0.819	300.622	392.914	2.168	298	391	1	6	5	7
0.554	5.943	23	23	24	1.043	0.209	1	1	2	190.174	399.304	1.565	0.416	0.146	0.379	190.208	399.292	1.542	189	397	1	4	5	3
0.313	4.108	13	13	13	1.000	0.000	1	1	1	312.000	400.923	3.077	0.382	0.191	0.427	312.000	400.923	3.077	311	400	1	3	3	4
0.265	3.051	11	11	11	1.000	0.000	1	1	1	186.909	418.909	1.182	0.302	0.099	0.321	186.909	418.909	1.182	186	418	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	409.000	429.000	1.100	0.281	0.099	0.301	409.000	429.000	1.100	408	428	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	193.000	457.000	1.100	0.281	0.099	0.301	193.000	457.000	1.100	192	456	1	3	3	2
0.386	3.810	16	16	16	1.000	0.000	1	1	1	201.000	475.562	1.250	0.346	0.098	0.347	201.000	475.562	1.250	200	474	1	3	4	2
0.362	3.245	15	15	15	1.000	0.000	1	1	1	226.000	510.200	1.400	0.328	0.071	0.345	226.000	510.200	1.400	225	509	1	3	3	2
0.241	3.456	10	9	10	1.000	0.000	1	1	1	234.000	273.600	3.500	0.408	0.181	0.331	234.000	273.600	3.500	233	272	2	3	4	4
0.313	4.021	13	12	13	1.000	0.000	1	1	1	251.308	315.077	3.231	0.378	0.141	0.397	251.308	315.077	3.231	250	313	2	3	5	3
0.337	4.409	14	13	14	1.000	0.000	1	1	1	248.357	321.929	4.643	0.415	0.177	0.376	248.357	321.929	4.643	247	320	3	3	5	4
0.241	3.333	10	9	10	1.000	0.000	1	1	1	239.800	493.000	6.500	0.394	0.158	0.320	239.800	493.000	6.500	239	492	5	3	3	4
1.060	11.726	44	42	45	1.023	0.151	1	1	2	198.159	461.364	12.182	1.092	0.657	1.011	198.156	461.356	12.200	197	459	6	4	7	11
0.434	4.162	18	17	18	1.000	0.000	1	1	1	202.000	495.722	8.944	0.390	0.100	0.417	202.000	495.722	8.944	201	495	8	3	3	3
0.265	3.262	11	10	11	1.000	0.000	1	1	1	324.182	94.364	11.091	0.340	0.098	0.356	324.182	94.364	11.091	323	93	10	3	3	3
15.425	65.241	640	371	2553	3.989	6.283	2	1	56	216.883	449.875	25.991	2.338	1.367	2.217	216.951	449.936	28.810	212	444	10	10	11	23
0.578	5.766	24	23	24	1.000	0.000	1	1	1	253.000	344.167	12.708	0.488	0.182	0.471	253.000	344.167	12.708	252	343	11	4	4	4
13.352	51.376	554	297	4910	8.863	13.479	3	1	81	460.016	183.175	24.245	2.049	0.976	1.993	460.086	183.129	26.735	457	180	13	7	7	20
2.964	14.831	123	90	910	7.398	9.934	3	1	58	386.000	32.000	17.000	0.789	0.142	0.804	386.000	32.000	17.000	383	29	14	7	7	7
0.458	3.827	19	18	19	1.000	0.000	1	1	1	306.000	201.000	17.579	0.363	0.073	0.362	306.000	201.000	17.579	305	200	17	3	3	3
1.374	10.737	57	51	65	1.140	0.350	1	1	2	148.368	189.018	25.140	0.823	0.423	0.784	148.369	189.015	25.200	147	188	20	4	3	10
