Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
28122.088	18098.963	1166830	167505	45623680	39.101	80.518	14	1	2907	355.216	163.606	13.659	26.081	11.126	25.299	357.116	167.783	14.081	210	0	1	302	310	26
4.579	24.404	190	132	449	2.363	2.350	1	1	14	206.732	13.095	4.247	1.183	0.491	1.161	206.791	13.069	3.127	204	10	1	7	7	11
0.241	2.664	10	10	10	1.000	0.000	1	1	1	468.000	33.000	1.100	0.281	0.099	0.301	468.000	33.000	1.100	467	32	1	3	3	2
0.289	3.034	12	12	12	1.000	0.000	1	1	1	408.500	36.250	1.000	0.337	0.134	0.356	408.500	36.250	1.000	407	35	1	4	4	1
3.904	21.724	162	114	268	1.654	0.941	1	1	5	458.648	40.864	4.062	1.091	0.429	1.087	458.634	40.910	3.634	456	38	1	6	7	10
19.522	70.688	810	413	2374	2.931	2.550	2	1	17	400.096	42.872	6.706	1.958	0.762	1.916	399.985	42.753	5.376	395	39	1	13	9	18
0.410	5.449	17	17	17	1.000	0.000	1	1	1	237.706	42.941	2.471	0.538	0.324	0.383	237.706	42.941	2.471	236	41	1	4	4	6
0.482	4.321	20	20	23	1.150	0.489	1	1	3	121.350	52.250	1.350	0.364	0.091	0.372	121.348	52.217	1.304	120	51	1	4	4	2
0.554	4.903	23	23	30	1.304	0.559	1	1	3	206.000	53.087	1.435	0.382	0.099	0.377	206.033	53.100	1.333	204	51	1	5	5	2
13.063	51.681	542	286	2762	5.096	6.888	2	1	48	484.956	62.408	6.849	1.835	0.829	1.702	484.936	62.232	4.875	481	59	1	9	8	17
4.748	24.424	197	137	422	2.142	2.117	1	1	13	451.041	63.878	3.289	1.032	0.302	1.018	450.825	63.436	2.543	448	60	1	8	9	8
0.362	3.580	15	14	15	1.000	0.000	1	1	1	75.733	62.400	2.000	0.364	0.097	0.408	75.733	62.400	2.000	75	61	1	3	3	3
2.338	15.289	97	77	114	1.175	0.457	1	1	4	460.515	64.536	2.825	0.813	0.297	0.787	460.754	64.596	2.605	458	63	1	8	5	8
1.301	9.787	54	45	66	1.222	0.502	1	1	3	391.407	66.481	2.389	0.621	0.206	0.576	391.439	66.470	2.258	389	65	1	6	5	6
2.748	21.055	114	102	135	1.184	0.490	1	1	4	443.807	67.904	5.518	1.518	0.578	1.529	443.674	67.852	5.230	440	65	1	8	6	13
0.506	5.538	21	21	21	1.000	0.000	1	1	1	503.333	70.143	1.571	0.488	0.261	0.453	503.333	70.143	1.571	502	68	1	4	5	5
132.075	304.726	5480	1988	74229	13.545	31.063	3	1	402	389.002	92.295	11.209	3.824	1.264	3.956	390.672	93.916	5.903	376	75	1	26	29	26
2.964	16.329	123	94	218	1.772	1.137	1	1	7	506.878	77.293	3.382	0.889	0.314	0.857	506.881	77.271	2.908	504	75	1	7	5	8
9.954	42.248	413	264	1138	2.755	3.153	2	1	22	394.184	78.852	5.564	1.549	0.601	1.559	394.404	78.917	3.859	390	76	1	10	7	14
1.639	13.068	68	60	131	1.926	1.669	1	1	9	149.279	84.221	2.500	0.778	0.404	0.709	149.328	84.115	1.916	147	82	1	6	6	8
0.627	5.485	26	25	29	1.115	0.326	1	1	2	479.769	89.346	1.692	0.431	0.116	0.434	479.793	89.345	1.655	478	88	1	4	4	3
4.025	22.182	167	122	389	2.329	2.381	1	1	16	424.539	91.826	4.617	1.155	0.460	1.186	424.658	91.913	3.388	422	89	1	6	6	10
12.870	50.767	534	305	1890	3.539	4.256	2	1	33	407.779	93.242	5.526	1.610	0.576	1.670	407.592	93.074	3.963	402	90	1	13	8	13
0.241	2.664	10	10	10	1.000	0.000	1	1	1	494.000	92.000	1.100	0.281	0.099	0.301	494.000	92.000	1.100	493	91	1	3	3	2
8.002	38.159	332	217	948	2.855	3.366	1	1	23	506.620	98.608	5.172	1.356	0.441	1.406	506.826	98.044	3.835	503	95	1	8	10	11
2.603	18.003	108	88	155	1.435	0.752	1	1	4	453.481	103.231	5.296	1.169	0.528	1.263	453.465	103.303	4.987	451	101	1	5	6	11
3.736	22.359	155	126	254	1.639	1.150	1	1	8	458.877	110.168	4.781	1.270	0.573	1.290	458.898	110.130	3.846	456	108	1	7	5	11
14.364	61.039	596	349	3318	5.567	7.790	2	1	55	443.270	120.050	8.742	2.353	1.385	2.114	443.415	120.015	5.511	439	117	1	9	7	26
16.389	65.908	680	392	4083	6.004	9.420	2	1	73	168.904	128.626	9.297	2.612	1.602	2.279	169.018	128.665	5.388	165	124	1	8	10	26
