Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
36818.551	23099.352	1527660	207621	79090304	51.772	96.507	17	1	2521	128.998	355.776	15.796	29.898	11.973	30.252	128.535	378.824	18.134	0	152	1	287	360	30
0.362	4.057	15	15	15	1.000	0.000	1	1	1	115.333	201.667	1.067	0.399	0.168	0.423	115.333	201.667	1.067	113	200	1	5	5	2
0.530	5.131	22	20	22	1.000	0.000	1	1	1	65.955	341.773	2.455	0.465	0.152	0.380	65.955	341.773	2.455	65	341	1	3	3	4
0.265	2.857	11	11	11	1.000	0.000	1	1	1	25.000	353.909	1.182	0.296	0.091	0.320	25.000	353.909	1.182	24	353	1	3	3	2
0.289	3.105	12	12	12	1.000	0.000	1	1	1	91.083	354.333	1.083	0.318	0.112	0.326	91.083	354.333	1.083	90	353	1	3	4	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	106.000	429.000	1.100	0.281	0.099	0.301	106.000	429.000	1.100	105	428	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	108.000	438.000	1.100	0.281	0.099	0.301	108.000	438.000	1.100	107	437	1	3	3	2
0.241	2.664	10	10	10	1.000	0.000	1	1	1	29.000	473.000	1.100	0.281	0.099	0.301	29.000	473.000	1.100	28	472	1	3	3	2
0.289	3.051	12	12	12	1.000	0.000	1	1	1	91.083	473.167	1.250	0.311	0.087	0.315	91.083	473.167	1.250	90	472	1	3	3	2
0.313	3.245	13	13	13	1.000	0.000	1	1	1	92.000	476.769	1.308	0.322	0.084	0.331	92.000	476.769	1.308	91	476	1	3	3	2
0.819	8.677	34	31	34	1.000	0.000	1	1	1	49.647	478.794	2.000	0.562	0.221	0.568	49.647	478.794	2.000	47	477	1	7	4	5
0.289	3.175	12	12	12	1.000	0.000	1	1	1	221.250	495.000	1.167	0.310	0.097	0.317	221.250	495.000	1.167	220	494	1	4	3	2
0.362	3.774	15	14	18	1.200	0.414	1	1	2	272.467	510.400	2.000	0.367	0.101	0.419	272.444	510.444	2.000	271	509	1	4	3	3
0.844	6.578	35	31	36	1.029	0.169	1	1	2	94.800	452.000	3.029	0.482	0.109	0.495	94.806	452.000	3.028	93	450	2	5	5	3
0.313	4.426	13	13	13	1.000	0.000	1	1	1	35.231	348.615	4.231	0.375	0.131	0.387	35.231	348.615	4.231	34	347	3	3	4	3
0.313	3.968	13	12	13	1.000	0.000	1	1	1	46.077	341.308	5.462	0.400	0.156	0.369	46.077	341.308	5.462	45	340	4	3	4	4
0.362	3.844	15	14	15	1.000	0.000	1	1	1	58.667	483.667	5.267	0.398	0.154	0.408	58.667	483.667	5.267	58	483	4	3	3	4
0.289	3.650	12	11	12	1.000	0.000	1	1	1	275.750	495.417	6.250	0.377	0.152	0.342	275.750	495.417	6.250	275	494	5	3	3	4
0.241	2.874	10	10	10	1.000	0.000	1	1	1	5.000	149.500	7.000	0.300	0.111	0.278	5.000	149.500	7.000	4	149	6	3	2	3
0.386	4.496	16	14	16	1.000	0.000	1	1	1	47.000	424.000	7.875	0.421	0.135	0.422	47.000	424.000	7.875	46	423	6	3	3	4
0.458	4.603	19	18	20	1.053	0.229	1	1	2	72.000	120.000	8.000	0.382	0.086	0.390	72.000	120.000	8.000	71	119	7	3	3	3
1.012	10.369	42	39	44	1.048	0.216	1	1	2	34.476	344.310	9.905	0.655	0.269	0.621	34.432	344.295	9.955	32	342	7	6	6	6
0.386	4.549	16	15	16	1.000	0.000	1	1	1	281.375	508.562	9.625	0.418	0.166	0.397	281.375	508.562	9.625	280	507	8	3	4	4
13.400	56.688	556	333	1595	2.869	2.966	2	1	19	27.455	393.491	24.403	1.967	1.051	1.826	27.478	393.327	25.806	22	390	9	12	8	22
0.289	3.597	12	12	13	1.083	0.289	1	1	2	213.000	510.750	10.750	0.383	0.167	0.368	213.000	510.769	10.769	212	510	9	3	2	4
0.265	3.262	11	11	11	1.000	0.000	1	1	1	42.545	348.000	11.182	0.345	0.164	0.292	42.545	348.000	11.182	42	347	10	2	3	4
0.458	4.603	19	18	20	1.053	0.229	1	1	2	287.000	391.000	11.000	0.382	0.086	0.390	287.000	391.000	11.000	286	390	10	3	3	3
7.785	39.497	323	205	806	2.495	2.451	1	1	17	85.536	410.433	25.310	1.702	1.015	1.607	85.401	410.581	26.978	82	407	11	7	8	20
0.241	3.015	10	10	11	1.100	0.316	1	1	2	0.100	408.000	13.000	0.338	0.147	0.391	0.091	408.000	13.000	0	407	12	2	3	3
0.506	5.625	21	18	21	1.000	0.000	1	1	1	32.095	451.905	13.000	0.440	0.118	0.451	32.095	451.905	13.000	30	450	12	5	5	3
0.362	3.844	15	14	15	1.000	0.000	1	1	1	71.800	120.200	13.933	0.379	0.101	0.418	71.800	120.200	13.933	71	119	13	3	3	3
0.265	3.333	11	10	11	1.000	0.000	1	1	1	24.000	354.000	13.636	0.333	0.079	0.319	24.000	354.000	13.636	23	353	13	3	3	3
22.920	88.291	951	545	2798	2.942	2.935	2	1	15	6.757	416.986	25.589	1.952	0.802	1.858	5.875	416.792	26.772	0	411	13	15	14	18
0.265	3.333	11	10	11	1.000	0.000	1	1	1	48.000	402.000	14.636	0.333	0.079	0.319	48.000	402.000	14.636	47	401	14	3	3	3
10.364	45.847	430	260	1409	3.277	3.844	2	1	21	40.188	457.172	25.542	1.682	0.810	1.682	40.006	457.050	27.043	36	453	14	9	9	17
0.916	8.534	38	33	40	1.053	0.226	1	1	2	18.447	341.684	18.421	0.648	0.295	0.636	18.450	341.700	18.450	17	340	15	4	4	7
0.578	4.990	24	22	25	1.042	0.204	1	1	2	432.000	142.000	17.750	0.421	0.110	0.384	432.000	142.000	17.760	431	141	16	3	3	4
4.507	26.784	187	144	339	1.813	1.353	1	1	8	286.893	391.134	25.273	1.531	0.843	1.544	286.985	391.130	26.448	285	388	16	6	7	15
4.820	27.824	200	136	470	2.350	2.243	1	1	12	47.375	423.970	25.490	1.440	0.818	1.220	47.366	423.915	26.636	45	421	16	6	7	15
0.362	4.302	15	14	15	1.000	0.000	1	1	1	43.867	432.933	17.333	0.427	0.169	0.378	43.867	432.933	17.333	43	432	16	3	3	4
13.617	56.162	565	330	1691	2.993	3.586	2	1	22	30.703	452.235	25.692	1.656	0.648	1.579	31.040	451.603	26.594	26	447	16	10	14	15
0.313	3.844	13	12	13	1.000	0.000	1	1	1	482.846	463.154	17.231	0.359	0.099	0.340	482.846	463.154	17.231	482	462	16	3	3	3
