Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
8354	3226	8354	1927	83540	10	0	10	10	10	172.105	272.974	10.159	12.205	1.810	12.358	172.105	272.974	10.159	160	259	1	26	27	23
4306	2276	4306	1174	94732	22	0	22	22	22	223.984	264.123	12.904	10.295	2.404	10.107	223.984	264.123	12.904	213	256	1	25	18	27
12084	3986	12084	2499	96672	8	0	8	8	8	277.604	277.083	10.992	14.003	1.947	14.066	277.604	277.083	10.992	263	266	1	32	26	27
8110	3806	8110	2146	202750	25	0	25	25	25	139.064	282.173	13.281	12.013	2.665	12.538	139.056	282.173	13.281	126	269	1	25	29	28
7403	2746	7403	1744	51821	7	0	7	7	7	107.283	291.630	9.852	11.843	1.415	11.815	107.283	291.630	9.852	98	280	1	21	25	23
8303	3102	8303	1885	132848	16	0	16	16	16	88.603	291.294	12.105	12.316	1.779	12.539	88.603	291.294	12.105	78	277	1	21	29	25
11511	3806	11511	2323	126621	11	0	11	11	11	315.337	315.704	11.162	13.778	1.689	13.914	315.359	315.705	11.162	302	299	1	27	33	26
12545	4032	12545	2242	376350	30	0	30	30	30	30.857	301.589	20.102	14.113	1.335	14.071	30.857	301.591	20.102	16	287	1	30	28	31
20378	5396	20378	3379	346426	17	0	17	17	17	237.475	315.677	11.883	16.665	1.786	16.862	237.454	315.675	11.883	219	299	1	37	35	27
15095	4826	15095	2783	362280	24	0	24	24	24	387.528	328.604	16.543	15.212	2.123	14.919	387.535	328.604	16.543	369	315	1	35	28	31
11263	3666	11263	2335	101367	9	0	9	9	9	292.565	339.570	9.124	13.718	1.889	13.791	292.543	339.569	9.124	278	324	1	30	31	21
13293	4030	13293	2560	172809	13	0	13	13	13	95.369	342.491	11.724	14.441	1.541	14.385	95.369	342.491	11.724	83	327	1	27	30	27
12242	3848	12242	2434	146904	12	0	12	12	12	71.141	341.499	12.502	14.006	1.669	14.169	71.141	341.499	12.502	59	327	1	23	31	27
19139	5104	19139	3187	363641	19	0	19	19	19	416.900	346.753	14.105	16.264	1.251	16.127	416.917	346.755	14.105	402	331	1	31	32	31
15802	4532	15802	2836	363446	23	0	23	23	23	346.995	354.819	15.576	15.405	1.657	15.232	347.008	354.817	15.576	332	341	1	30	29	31
5946	2668	5946	1566	118920	20	0	20	20	20	443.924	378.384	15.020	11.136	1.997	11.035	443.924	378.384	15.020	432	369	1	26	17	28
5841	2620	5841	1617	105138	18	0	18	18	18	446.466	390.985	13.608	11.302	2.530	11.869	446.452	390.985	13.608	433	384	1	28	15	28
21351	6164	21351	3739	448371	21	0	21	21	21	475.556	412.266	13.519	17.161	2.024	16.994	475.545	412.268	13.519	453	395	1	40	36	30
1315	1342	1315	770	3945	3	0	3	3	3	442.800	428.627	4.917	7.724	2.632	7.668	442.800	428.627	4.917	436	417	1	17	24	14
1985	1422	1985	847	11910	6	0	6	6	6	493.083	429.993	5.907	7.869	2.198	7.660	493.083	429.993	5.907	483	424	1	24	13	14
25829	6828	25829	4235	671554	26	0	26	26	26	477.906	455.816	16.272	18.380	2.587	18.028	477.884	455.814	16.272	460	437	1	41	39	31
5324	2278	5324	1531	79860	15	0	15	15	15	488.699	506.295	10.969	10.944	2.299	11.176	488.717	506.292	10.969	475	499	1	28	13	24
11697	3828	11697	2174	362607	31	0	31	31	31	331.083	294.681	20.910	13.797	1.333	13.778	331.093	294.682	20.910	317	281	4	29	29	28
4244	2332	4244	1175	114588	27	0	27	27	27	230.596	272.343	19.063	10.150	2.193	10.197	230.602	272.343	19.063	219	258	6	23	25	25
10685	4336	10685	2548	373975	35	0	35	35	35	450.839	433.705	21.962	13.861	2.482	13.614	450.848	433.704	21.962	436	413	6	30	37	26
2451	1598	2451	879	68628	28	0	28	28	28	127.320	284.113	17.992	8.463	2.119	8.500	127.320	284.113	17.992	121	271	8	13	26	20
13504	5140	13504	3145	486144	36	0	36	36	36	278.731	305.117	24.833	15.839	4.169	16.021	278.705	305.116	24.833	259	286	13	47	37	19
5775	2564	5775	1653	236775	41	0	41	41	41	39.681	331.661	24.728	11.395	2.740	11.201	39.681	331.661	24.728	31	314	13	21	34	19
1729	1618	1729	816	63973	37	0	37	37	37	355.536	312.106	23.155	8.438	2.875	8.212	355.533	312.106	23.155	348	298	15	18	24	16
1677	1142	1677	774	65403	39	0	39	39	39	29.825	319.526	25.082	7.479	2.011	7.476	29.825	319.527	25.082	17	316	16	21	11	16
3000	1588	3000	1065	120000	40	0	40	40	40	24.149	332.596	25.591	9.008	1.968	9.063	24.149	332.596	25.591	16	324	16	17	23	16
1551	1242	1551	677	52734	34	0	34	34	34	11.572	340.173	24.455	7.338	2.000	7.327	11.572	340.173	24.455	3	333	17	17	18	15
1177	890	1177	520	44726	38	0	38	38	38	5.653	348.683	25.087	6.444	1.377	6.348	5.653	348.683	25.087	0	343	17	13	15	15
1808	1328	1808	772	75936	42	0	42	42	42	360.109	336.009	26.746	7.987	2.470	7.801	360.109	336.009	26.746	353	325	20	16	24	12
