Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
6185	3348	6185	1815	6185	1	0	1	1	1	68.747	227.883	11.841	10.673	2.372	11.393	68.747	227.883	11.841	57	216	1	25	24	24
13887	4546	13887	2424	41661	3	0	3	3	3	287.808	455.782	14.412	14.479	1.450	14.812	287.808	455.783	14.412	272	441	1	32	31	28
15571	4484	15571	2636	31142	2	0	2	2	2	266.936	479.698	12.123	15.091	1.165	15.261	266.936	479.698	12.123	251	464	1	33	32	26
13044	4574	13044	2507	78264	6	0	6	6	6	154.844	324.179	18.016	14.628	2.034	14.217	154.844	324.179	18.016	140	304	3	30	36	29
11499	3772	11499	2078	91992	8	0	8	8	8	34.960	184.988	20.134	13.619	1.089	13.833	34.960	184.988	20.134	21	171	7	29	29	25
16842	5014	16842	3013	168420	10	0	10	10	10	181.621	346.418	22.150	15.613	2.384	16.278	181.621	346.417	22.150	164	329	8	36	36	24
9867	3382	9867	2091	148005	15	0	15	15	15	51.401	244.772	23.074	13.070	1.743	13.138	51.401	244.773	23.074	36	232	11	30	28	21
9904	3638	9904	2208	128752	13	0	13	13	13	91.172	219.013	23.410	13.050	2.444	13.252	91.172	219.013	23.410	74	205	13	34	28	19
10764	3608	10764	2303	150696	14	0	14	14	14	120.759	236.831	24.166	13.630	2.303	14.050	120.759	236.832	24.166	106	220	14	31	33	18
7730	2984	7730	1851	131410	17	0	17	17	17	236.585	441.906	24.900	12.163	2.196	12.488	236.573	441.906	24.900	222	430	14	30	27	18
11246	4004	11246	2490	179936	16	0	16	16	16	179.643	302.224	24.812	14.113	2.921	14.577	179.643	302.224	24.812	158	285	15	39	36	17
2974	1564	2974	978	56506	19	0	19	19	19	143.285	276.916	25.289	8.989	1.967	8.817	143.285	276.916	25.289	136	266	17	15	23	15
4856	2260	4856	1386	87408	18	0	18	18	18	18.745	206.095	26.393	10.577	2.296	10.552	18.745	206.095	26.393	8	191	18	23	31	14
2147	1336	2147	796	47234	22	0	22	22	22	151.707	266.973	26.129	8.183	2.035	7.935	151.707	266.973	26.129	139	259	18	23	17	14
1349	854	1349	556	31027	23	0	23	23	23	156.635	281.257	26.086	6.548	0.989	6.454	156.635	281.257	26.086	152	276	19	12	13	13
5395	2516	5395	1576	113295	21	0	21	21	21	193.055	403.251	26.992	11.196	2.699	11.617	193.050	403.251	26.992	179	389	20	29	30	12
1063	860	1063	529	26575	25	0	25	25	25	3.107	230.978	28.248	6.815	2.380	6.388	3.107	230.978	28.248	0	218	23	10	25	9
