Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
20581	6008	20581	3659	61743	3	0	3	3	3	224.595	300.279	10.608	17.280	3.161	17.567	224.595	300.280	10.608	205	281	1	47	37	25
12605	4126	12605	2138	75630	6	0	6	6	6	278.284	290.469	15.461	14.096	1.031	14.169	278.284	290.469	15.461	264	277	1	29	29	31
3844	2310	3844	1401	3844	1	0	1	1	1	314.815	330.996	7.925	9.808	2.549	10.344	314.815	330.996	7.925	301	321	1	25	24	19
1952	1192	1952	742	3904	2	0	2	2	2	306.403	336.422	8.859	7.665	1.639	7.697	306.403	336.422	8.859	300	331	1	12	14	20
13085	4858	13085	2702	52340	4	0	4	4	4	397.523	429.233	13.487	14.873	2.446	14.347	397.523	429.233	13.487	383	409	1	30	37	33
22095	6160	22095	3328	198855	9	0	9	9	9	424.293	451.798	19.843	17.096	1.555	17.089	424.257	451.799	19.843	407	434	3	39	37	33
14073	4248	14073	2497	239241	17	0	17	17	17	294.067	349.984	21.930	14.681	1.293	14.486	294.047	349.984	21.930	279	337	6	30	28	30
13565	4394	13565	2504	176345	13	0	13	13	13	334.484	323.781	21.851	14.331	1.940	14.282	334.461	323.781	21.851	316	310	8	35	28	28
17012	4676	17012	2910	357252	21	0	21	21	21	363.610	341.790	23.516	15.583	1.221	15.641	363.595	341.792	23.516	349	326	8	31	32	28
1390	1402	1390	669	6950	5	0	5	5	5	302.332	307.276	15.424	7.933	2.804	7.552	302.332	307.276	15.424	295	293	9	18	25	16
18161	5144	18161	3068	399542	22	0	22	22	22	422.794	407.234	23.747	15.992	1.589	16.162	422.824	407.234	23.747	401	390	9	39	36	27
3771	2160	3771	1070	41481	11	0	11	11	11	177.434	267.841	19.823	9.754	2.224	9.802	177.434	267.841	19.823	166	253	10	23	26	23
3738	2066	3738	1073	71022	19	0	19	19	19	170.480	259.684	25.216	9.776	2.159	9.622	170.480	259.684	25.216	160	251	12	24	19	24
4671	2718	4671	1487	56052	12	0	12	12	12	88.635	279.546	23.128	10.337	2.574	10.691	88.635	279.546	23.128	79	266	12	19	27	24
9657	3518	9657	2167	193140	20	0	20	20	20	224.144	271.966	26.335	12.842	2.071	12.835	224.144	271.966	26.335	210	261	12	31	25	24
2377	1654	2377	903	23770	10	0	10	10	10	75.064	279.975	20.558	8.512	2.284	8.449	75.064	279.975	20.558	69	266	12	13	27	21
16855	4766	16855	2965	387665	23	0	23	23	23	184.298	310.699	25.743	15.666	2.051	16.026	184.313	310.699	25.743	166	294	12	37	34	24
10348	3504	10348	2117	300092	29	0	29	29	29	17.714	337.063	24.904	13.173	1.591	13.273	17.714	337.064	24.904	6	323	12	23	30	24
11091	3566	11091	2210	277275	25	0	25	25	25	42.278	338.250	25.551	13.497	1.387	13.660	42.278	338.252	25.551	29	324	12	27	29	24
10789	4090	10789	2302	280514	26	0	26	26	26	391.904	379.685	23.659	12.996	2.306	13.514	391.882	379.686	23.659	379	364	12	29	30	24
9423	3230	9423	1945	226152	24	0	24	24	24	262.247	311.597	25.938	12.772	1.459	12.704	262.247	311.597	25.938	252	296	13	23	31	23
7786	2906	7786	1763	218008	28	0	28	28	28	35.733	287.022	25.593	11.967	1.531	12.058	35.733	287.022	25.593	25	273	14	21	29	22
5978	2398	5978	1492	185318	31	0	31	31	31	54.722	287.246	27.445	11.022	1.463	11.018	54.722	287.246	27.445	46	276	15	20	25	21
7367	2654	7367	1852	221010	30	0	30	30	30	435.745	503.938	26.655	11.992	2.027	12.039	435.766	503.934	26.655	421	494	15	30	18	21
6670	2854	6670	1647	180090	27	0	27	27	27	119.280	268.670	27.166	11.346	1.891	11.521	119.284	268.670	27.166	107	255	16	26	26	20
9225	3228	9225	2065	295200	32	0	32	32	32	239.202	335.197	28.205	12.888	2.109	13.161	239.202	335.197	28.205	224	322	18	30	28	18
