Volume (micron^3)	Surface (micron^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (micron)	SD dist. to surf. (micron)	Median dist. to surf. (micron)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
33761.203	38285.578	1400806	273923	826066240	589.708	382.316	484.000	200	4041	251.042	226.729	15.723	37.476	18.067	35.464	247.153	226.579	14.749	119	0	1	393	512	29
0.892	6.774	37	37	11353	306.838	91.056	273.000	200	519	442.054	82.378	1.324	0.468	0.140	0.484	442.094	82.320	1.258	440	80	1	5	6	2
0.482	4.215	20	19	5794	289.700	78.024	267.500	201	503	185.100	200.900	1.700	0.387	0.093	0.372	185.098	200.878	1.628	184	200	1	3	3	3
1.181	8.008	49	44	20608	420.571	228.488	327.000	204	1139	206.878	204.857	1.612	0.527	0.121	0.557	206.883	204.889	1.457	204	203	1	6	5	3
1.277	9.874	53	48	15159	286.019	76.958	265.000	201	535	166.774	272.830	3.925	0.766	0.335	0.778	166.649	272.868	3.762	165	271	1	5	4	7
0.386	3.774	16	15	4345	271.562	63.463	257.000	201	427	182.312	279.000	1.688	0.361	0.088	0.348	182.295	278.980	1.646	181	278	1	3	3	3
0.844	6.966	35	32	9661	276.029	71.858	259.000	200	503	227.371	451.143	2.343	0.545	0.182	0.552	227.342	451.255	2.185	226	449	1	4	5	4
0.337	3.527	14	14	3484	248.857	30.422	251.000	201	296	246.571	490.357	2.214	0.387	0.157	0.368	246.587	490.359	2.158	246	489	1	2	3	4
3.760	18.692	156	101	81097	519.853	289.506	438.500	201	1283	306.923	499.462	4.128	0.928	0.249	0.904	306.955	499.474	4.032	304	497	1	7	6	7
2.073	11.939	86	66	29413	342.012	130.317	305.500	201	726	317.372	501.407	2.337	0.687	0.137	0.691	317.454	501.511	2.224	315	498	1	6	7	4
