Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
25510	6644	25510	3873	76530	3	0	3	3	3	411.900	278.649	16.376	18.229	2.237	17.959	411.973	278.650	16.376	393	260	1	46	37	30
22184	5764	22184	3372	44368	2	0	2	2	2	168.243	303.370	16.231	16.991	1.207	17.141	168.243	303.370	16.231	151	287	1	36	35	30
5095	3154	5095	1708	5095	1	0	1	1	1	500.097	311.743	15.561	10.337	2.345	11.016	500.097	311.743	15.561	488	300	5	24	24	23
9727	3368	9727	1882	48635	5	0	5	5	5	60.438	382.059	19.856	12.838	1.202	13.015	60.438	382.059	19.856	47	367	7	26	30	24
9421	3314	9421	1998	56526	6	0	6	6	6	465.695	269.517	22.515	12.867	1.909	13.102	465.695	269.517	22.515	452	255	11	29	29	20
3045	1812	3045	972	12180	4	0	4	4	4	129.481	328.820	20.700	8.927	1.732	8.889	129.481	328.820	20.700	120	318	11	19	23	20
8019	2968	8019	1895	56133	7	0	7	7	7	166.344	275.627	23.848	12.346	2.234	12.604	166.344	275.627	23.848	151	261	13	30	28	18
3475	2088	3475	1175	66025	19	0	19	19	19	144.978	317.671	23.222	9.287	2.381	9.263	144.978	317.672	23.222	137	306	13	18	27	18
9072	3262	9072	2060	90720	10	0	10	10	10	86.752	358.057	23.539	12.976	2.427	13.037	86.752	358.057	23.539	70	345	13	34	27	18
6507	2726	6507	1696	78084	12	0	12	12	12	482.429	328.565	24.426	11.564	2.213	11.620	482.429	328.565	24.426	468	316	15	28	28	16
6602	2830	6602	1745	72622	11	0	11	11	11	28.830	450.258	25.250	11.881	2.667	12.275	28.830	450.258	25.250	15	435	16	30	32	15
3288	2030	3288	1195	42744	13	0	13	13	13	361.689	244.030	26.535	9.386	2.607	9.589	361.689	244.030	26.535	348	231	19	28	26	12
2010	1786	2010	960	40200	20	0	20	20	20	25.997	482.341	26.179	8.737	2.273	9.090	25.997	482.341	26.179	14	471	20	22	22	11
2123	1446	2123	849	29722	14	0	14	14	14	275.510	257.018	26.716	8.415	2.447	8.310	275.510	257.018	26.716	269	243	21	16	28	10
4330	2486	4330	1548	108250	25	0	25	25	25	372.689	288.302	27.102	10.906	3.212	11.304	372.678	288.302	27.102	356	274	21	33	30	10
3003	1872	3003	1156	51051	17	0	17	17	17	206.236	314.501	27.009	9.499	2.791	9.463	206.236	314.501	27.009	195	302	21	22	29	10
2844	1734	2844	1071	51192	18	0	18	18	18	229.440	316.323	26.997	9.074	2.418	9.370	229.440	316.323	26.997	218	303	21	24	27	10
1409	1044	1409	629	30998	22	0	22	22	22	263.532	256.563	26.999	7.348	2.405	7.113	263.532	256.563	26.999	257	244	22	13	27	9
1877	1368	1877	812	39417	21	0	21	21	21	410.164	249.689	27.474	8.029	2.252	8.173	410.164	249.689	27.474	399	240	22	25	20	9
1257	966	1257	580	28911	23	0	23	23	23	224.083	260.815	27.549	6.867	1.843	6.808	224.083	260.815	27.549	214	251	23	20	17	8
2049	1426	2049	869	53274	26	0	26	26	26	449.974	290.423	27.573	8.294	2.350	8.509	449.974	290.423	27.573	440	276	23	21	28	8
