Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
21257	5870	21257	3223	127542	6	0	6	6	6	388.411	116.070	18.762	16.895	1.474	16.935	388.461	116.070	18.762	370	101	1	37	32	39
8515	4194	8515	2344	25545	3	0	3	3	3	282.326	152.273	8.195	12.557	2.989	13.306	282.326	152.273	8.195	266	137	1	32	32	18
3064	1608	3064	998	12256	4	0	4	4	4	356.180	169.014	8.494	8.981	1.885	8.765	356.180	169.014	8.494	344	161	1	23	17	17
2810	1532	2810	982	14050	5	0	5	5	5	353.131	179.768	7.274	8.708	1.795	8.604	353.131	179.768	7.274	343	174	1	24	14	15
12800	4098	12800	2254	102400	8	0	8	8	8	361.745	132.222	24.022	14.196	1.134	14.189	361.745	132.222	24.022	349	119	10	27	29	30
18498	5158	18498	3232	240474	13	0	13	13	13	326.778	125.381	29.071	16.256	2.034	16.335	326.753	125.381	29.071	310	109	13	35	40	27
2534	1580	2534	857	25340	10	0	10	10	10	259.255	212.487	23.989	8.247	1.527	8.188	259.255	212.487	23.989	252	201	14	19	21	18
10580	3638	10580	2095	148120	14	0	14	14	14	359.064	182.908	29.418	13.329	1.507	13.332	359.088	182.908	29.418	344	170	15	31	27	25
1011	896	1011	442	11121	11	0	11	11	11	306.282	154.816	25.216	6.437	1.777	6.392	306.282	154.816	25.216	300	147	17	14	16	16
5145	2346	5145	1454	77175	15	0	15	15	15	368.467	109.859	32.981	10.619	1.777	10.648	368.479	109.859	32.981	358	98	21	26	27	19
2558	1666	2558	963	46044	18	0	18	18	18	263.139	206.913	33.358	8.466	2.028	8.453	263.139	206.913	33.358	252	199	21	22	21	19
