Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
14950	4410	14950	2472	134550	9	0	9	9	9	234.168	169.826	15.266	14.894	0.824	14.907	234.144	169.826	15.266	220	155	1	29	32	30
12689	3916	12689	2232	76134	6	0	6	6	6	237.767	212.065	13.950	14.056	0.755	14.067	237.767	212.065	13.950	225	198	1	28	30	27
14878	4308	14878	2657	74390	5	0	5	5	5	259.295	236.931	13.721	14.876	1.223	14.907	259.283	236.931	13.721	244	223	1	31	29	28
13683	4166	13683	2465	109464	8	0	8	8	8	246.958	258.500	14.203	14.484	1.233	14.460	246.958	258.500	14.203	232	244	1	31	29	29
10688	3608	10688	1939	106880	10	0	10	10	10	273.449	274.529	16.365	13.265	0.751	13.313	273.449	274.529	16.365	260	261	3	28	28	28
1803	1496	1803	768	21636	12	0	12	12	12	265.910	139.158	20.724	7.991	2.486	7.986	265.910	139.158	20.724	256	128	12	17	26	19
2257	1724	2257	922	29341	13	0	13	13	13	310.026	323.291	20.206	8.538	2.556	8.501	310.026	323.291	20.206	299	311	12	19	27	18
1059	1016	1059	525	14826	14	0	14	14	14	246.286	140.464	21.247	6.794	2.315	6.752	246.286	140.464	21.247	242	128	14	11	23	15
5208	2908	5208	1708	109368	21	0	21	21	21	295.355	319.673	27.176	10.977	2.650	10.805	295.344	319.673	27.176	279	309	14	30	28	21
10701	3552	10701	2223	181917	17	0	17	17	17	248.710	38.396	26.723	13.524	2.104	13.938	248.693	38.396	26.723	234	23	15	31	32	20
10198	3660	10198	2240	183564	18	0	18	18	18	292.587	294.230	27.239	13.320	2.330	13.702	292.568	294.229	27.239	278	278	16	31	32	19
11795	4032	11795	2528	224105	19	0	19	19	19	341.659	351.551	27.796	14.280	2.883	14.965	341.677	351.551	27.796	324	334	17	36	36	18
3698	2632	3698	1385	59168	16	0	16	16	16	245.191	70.584	25.963	9.567	2.210	9.908	245.191	70.584	25.963	233	59	18	23	23	17
6130	2842	6130	1665	122600	20	0	20	20	20	283.480	251.160	28.357	11.062	2.643	11.516	283.480	251.160	28.357	272	237	19	25	29	16
