Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
2059	1374	2059	900	4118	2	0	2	2	2	40.509	101.789	3.491	8.282	2.373	8.554	40.509	101.789	3.491	31	91	1	22	24	9
15776	4622	15776	3059	220864	14	0	14	14	14	64.542	157.603	14.196	15.414	1.784	15.318	64.542	157.603	14.196	51	143	1	28	30	27
10755	3640	10755	2288	96795	9	0	9	9	9	90.087	215.576	12.465	13.502	1.674	13.337	90.087	215.576	12.465	78	204	1	26	25	27
7135	2810	7135	1947	71350	10	0	10	10	10	506.013	293.597	12.564	12.288	2.810	12.602	506.006	293.597	12.564	498	279	1	14	30	27
14173	4514	14173	2915	99211	7	0	7	7	7	474.279	323.494	11.502	14.996	2.287	14.906	474.320	323.495	11.502	456	309	1	37	32	27
22768	5982	22768	3972	273216	12	0	12	12	12	386.606	328.677	13.367	17.567	2.437	17.438	386.663	328.677	13.367	370	311	1	34	43	27
2753	2058	2753	1145	11012	4	0	4	4	4	349.065	336.634	12.044	9.187	2.569	9.225	349.065	336.634	12.044	340	328	1	18	18	26
5145	3092	5145	2124	25725	5	0	5	5	5	362.907	349.907	3.751	13.028	4.812	12.790	362.907	349.907	3.751	344	330	1	42	38	10
13488	4128	13488	2683	107904	8	0	8	8	8	484.076	347.050	11.313	14.557	1.811	14.389	484.076	347.050	11.313	468	334	1	33	28	26
5661	2376	5661	1674	90576	16	0	16	16	16	506.048	352.672	15.261	11.464	2.728	11.700	506.048	352.672	15.261	498	342	1	14	24	27
1458	1054	1458	715	8748	6	0	6	6	6	356.712	370.743	3.434	7.385	2.225	7.477	356.712	370.743	3.434	346	364	1	24	16	7
7748	3228	7748	1852	100724	13	0	13	13	13	428.181	393.837	14.576	12.160	2.213	12.352	428.161	393.836	14.576	416	384	1	27	20	27
12778	4358	12778	2725	217226	17	0	17	17	17	351.866	369.745	19.640	14.775	2.973	14.831	351.845	369.744	19.640	335	348	8	34	41	20
3648	2408	3648	1353	72960	20	0	20	20	20	38.794	92.195	21.277	10.378	3.132	9.856	38.794	92.195	21.277	27	84	10	31	24	18
4354	2408	4354	1380	78372	18	0	18	18	18	19.948	109.673	20.117	9.941	2.151	9.997	19.948	109.673	20.117	11	98	10	21	26	18
13028	4958	13028	3158	247532	19	0	19	19	19	372.701	351.333	19.596	15.591	4.296	15.316	372.720	351.332	19.596	348	329	10	46	41	18
4169	2354	4169	1348	87549	21	0	21	21	21	48.196	105.102	20.889	10.552	2.808	10.340	48.196	105.102	20.889	31	93	11	29	23	17
5826	2672	5826	1625	128172	22	0	22	22	22	402.861	364.726	21.625	11.172	2.228	11.293	402.876	364.726	21.625	389	351	11	28	30	17
