Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
13251	4082	13251	2399	92757	7	0	7	7	7	81.805	14.367	12.219	14.327	1.148	14.375	81.805	14.367	12.219	67	0	1	31	30	27
12735	4214	12735	2305	50940	4	0	4	4	4	162.799	134.988	13.257	13.812	1.789	14.133	162.799	134.988	13.257	149	121	1	29	30	29
7246	3196	7246	1691	21738	3	0	3	3	3	303.281	192.522	11.428	11.318	1.799	11.616	303.281	192.522	11.428	291	180	1	24	27	23
9533	3616	9533	1957	76264	8	0	8	8	8	253.594	205.514	15.008	12.787	1.134	12.852	253.594	205.514	15.008	241	193	1	27	26	28
1687	1450	1687	779	3374	2	0	2	2	2	288.367	206.263	8.427	8.127	2.658	7.958	288.367	206.263	8.427	282	193	1	14	25	18
1958	1572	1958	828	9790	5	0	5	5	5	278.291	207.821	9.107	8.501	2.643	8.197	278.291	207.821	9.107	272	193	1	15	26	17
9330	3292	9330	1830	83970	9	0	9	9	9	113.732	59.936	17.985	12.773	1.311	12.977	113.732	59.936	17.985	102	46	4	23	28	27
16887	5724	16887	3521	185757	11	0	11	11	11	146.547	98.791	21.285	16.275	3.996	16.578	146.563	98.792	21.285	131	75	6	32	45	25
11357	3764	11357	2058	113570	10	0	10	10	10	363.029	181.737	19.812	13.629	1.404	13.690	363.011	181.737	19.812	348	167	7	31	29	24
8552	3100	8552	1850	102624	12	0	12	12	12	122.257	85.374	22.147	12.389	1.548	12.578	122.257	85.374	22.147	110	72	11	27	28	20
8443	3120	8443	1896	109759	13	0	13	13	13	430.390	124.781	22.694	12.418	2.000	12.702	430.368	124.781	22.694	416	111	12	30	28	19
7571	2984	7571	1852	105994	14	0	14	14	14	458.841	138.431	24.309	12.174	2.292	12.481	458.862	138.431	24.309	443	124	14	31	29	17
5722	2410	5722	1547	85830	15	0	15	15	15	501.023	121.247	24.679	11.060	2.139	11.210	501.042	121.247	24.679	488	107	16	24	28	15
