Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
17718	4938	17718	2780	177180	10	0	10	10	10	238.225	123.629	14.191	15.796	0.996	15.838	238.206	123.629	14.191	223	107	1	31	34	30
2111	1308	2111	781	14777	7	0	7	7	7	222.939	262.964	6.467	8.075	1.974	7.754	222.939	262.964	6.467	216	253	1	16	23	12
10690	4390	10690	2680	203110	19	0	19	19	19	220.509	266.469	19.655	14.057	3.457	13.826	220.523	266.469	19.655	206	253	1	32	29	30
9082	3166	9082	1965	72656	8	0	8	8	8	243.581	417.830	7.582	12.790	2.091	13.258	243.581	417.830	7.582	229	404	1	30	29	18
8428	3040	8428	1706	75852	9	0	9	9	9	275.738	463.585	11.098	12.310	1.296	12.479	275.728	463.585	11.098	264	450	1	23	28	24
14763	5596	14763	3352	177156	12	0	12	12	12	308.711	498.408	16.241	15.119	3.277	15.554	308.711	498.408	16.241	293	479	1	32	33	30
8333	3172	8333	1692	91663	11	0	11	11	11	284.447	488.515	15.447	12.207	1.185	12.365	284.461	488.516	15.447	272	475	4	27	28	23
16716	4792	16716	2871	250740	15	0	15	15	15	247.029	156.982	20.158	15.581	1.952	15.799	247.052	156.982	20.158	231	139	5	33	36	26
10782	3748	10782	2085	150948	14	0	14	14	14	214.779	302.607	18.323	13.301	1.606	13.429	214.779	302.608	18.323	203	288	5	25	31	26
11635	3662	11635	2264	151255	13	0	13	13	13	236.829	241.304	20.080	13.700	1.265	13.791	236.811	241.304	20.080	223	228	6	28	29	25
10300	3548	10300	2234	164800	16	0	16	16	16	276.301	51.202	23.258	13.443	2.312	13.760	276.301	51.202	23.258	262	35	12	30	33	19
10370	3662	10370	2335	176290	17	0	17	17	17	267.643	118.017	23.792	13.598	2.634	14.019	267.625	118.017	23.792	252	101	14	32	34	17
8093	3032	8093	1999	145674	18	0	18	18	18	241.579	216.620	24.042	12.477	2.398	12.825	241.577	216.620	24.042	227	202	14	31	28	17
