Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
157.671	386.221	6542	2504	2618057	400.192	209.953	340.000	200	1983	460.823	9.533	14.367	3.785	1.255	3.798	460.667	10.082	14.793	446	0	1	34	26	28
47.648	231.393	1977	1283	559300	282.903	95.241	251.000	200	863	241.603	16.811	7.131	2.825	1.030	2.894	241.694	16.868	7.072	230	0	1	26	33	17
0.313	3.757	13	13	2970	228.462	21.176	223.000	204	281	480.692	11.385	1.231	0.380	0.163	0.370	480.723	11.411	1.226	479	9	1	4	5	2
1.012	7.511	42	38	12374	294.619	74.387	283.000	201	483	221.976	20.143	3.119	0.602	0.244	0.532	221.996	20.183	3.021	221	19	1	3	3	6
0.410	4.884	17	16	4218	248.118	37.393	239.000	201	323	475.824	23.941	2.765	0.476	0.196	0.442	475.817	23.928	2.761	475	23	1	3	3	5
20.438	102.053	848	546	380613	448.836	411.082	280.000	200	2521	486.855	30.765	8.902	2.381	1.155	2.121	488.488	29.256	6.856	477	24	1	17	16	23
3.591	25.689	149	119	43130	289.463	106.457	245.000	200	715	486.940	39.443	6.242	1.817	1.283	1.547	487.065	39.397	5.300	484	37	1	6	6	20
67.050	239.270	2782	1373	949356	341.249	172.150	280.000	200	1452	486.822	52.929	15.600	3.205	1.279	3.151	487.004	52.956	14.429	472	44	1	27	20	28
1.253	8.834	52	46	15144	291.231	72.022	276.000	204	485	504.250	49.885	2.538	0.616	0.195	0.638	504.222	49.895	2.429	502	48	1	5	4	5
20.968	111.220	870	598	262866	302.145	130.647	257.000	200	1175	245.039	55.915	9.360	2.271	0.901	2.287	244.998	55.632	8.741	242	44	1	9	25	19
1.326	9.768	55	47	19978	363.236	124.862	337.000	201	713	216.000	57.236	3.836	0.721	0.310	0.631	216.009	57.271	3.844	215	56	1	3	4	7
51.866	190.548	2152	1093	713684	331.638	125.748	292.000	200	906	506.973	70.664	12.229	2.926	1.119	2.835	506.945	70.980	12.166	498	56	1	14	29	25
1.711	12.148	71	57	20859	293.789	81.664	274.000	201	513	237.915	80.394	4.704	0.814	0.363	0.724	237.917	80.380	4.662	236	79	1	4	4	8
12.677	54.662	526	305	200401	380.991	216.435	301.500	200	1460	245.477	96.713	6.255	1.569	0.530	1.625	244.752	97.150	5.875	239	91	1	17	11	11
53.698	221.817	2228	1233	719279	322.836	137.925	277.000	200	1133	269.021	118.434	12.908	3.290	1.735	2.788	269.375	118.817	13.032	250	100	1	33	32	27
0.554	5.007	23	23	6198	269.478	41.623	267.000	201	338	244.696	104.478	3.043	0.512	0.236	0.434	244.664	104.495	3.049	244	104	1	3	2	5
0.988	8.163	41	37	9986	243.561	32.665	236.000	200	321	253.244	110.073	3.854	0.669	0.317	0.544	253.247	110.090	3.863	252	109	1	3	3	7
1.253	9.045	52	42	17378	334.192	116.779	293.500	206	603	204.654	116.712	3.269	0.669	0.232	0.617	204.660	116.704	3.187	203	115	1	4	4	6
2.531	14.176	105	73	40003	380.981	167.930	306.000	200	832	253.762	128.867	3.667	0.846	0.267	0.784	253.778	128.821	3.407	252	127	1	5	5	7
40.635	131.725	1686	788	591554	350.862	186.799	290.000	200	1506	282.551	139.822	15.673	2.915	1.354	2.749	282.361	139.718	14.531	277	132	1	13	14	28
0.313	3.985	13	13	2906	223.538	17.970	217.000	200	252	273.154	159.615	3.000	0.483	0.246	0.421	273.148	159.609	3.016	272	159	1	3	2	5
1.759	11.639	73	64	21834	299.096	85.755	273.000	200	546	281.877	169.890	2.315	0.682	0.194	0.705	281.937	169.925	2.167	279	167	1	7	6	4
692.068	1546.167	28715	9558	11326133	394.433	264.869	299.000	200	2988	323.352	206.299	15.468	7.318	2.961	7.107	325.927	207.557	15.162	286	159	1	59	92	28
0.362	3.914	15	15	3506	233.733	29.102	226.000	201	286	269.067	188.400	2.600	0.397	0.159	0.344	269.046	188.391	2.593	268	188	1	3	2	4
15.015	55.210	623	337	302441	485.459	299.085	379.000	200	1660	282.594	213.560	4.833	1.571	0.444	1.551	283.138	213.836	4.427	273	209	1	16	9	11
22.197	97.819	921	562	321691	349.284	146.735	303.000	200	1134	258.436	247.127	12.313	2.520	1.257	2.346	258.182	246.664	11.537	254	238	1	12	21	27
5.423	25.936	225	142	93052	413.564	199.194	360.000	201	1167	295.360	251.796	5.884	1.135	0.401	1.044	295.402	251.858	5.735	293	249	1	6	7	11
9.110	48.365	378	270	159532	422.042	242.801	336.500	200	1506	264.968	260.132	5.095	1.625	0.700	1.577	264.873	259.777	4.322	259	255	1	12	12	15
182.326	597.823	7565	3517	2905214	384.034	221.140	305.000	200	1665	285.833	303.207	11.157	5.406	2.459	5.157	285.812	303.784	10.450	264	268	1	57	67	28
0.699	5.238	29	27	8921	307.621	84.069	290.000	209	539	311.069	283.276	1.862	0.444	0.096	0.449	311.025	283.213	1.754	310	282	1	3	4	3
4.049	19.661	168	108	61485	365.982	161.597	305.000	200	936	368.744	287.976	3.435	0.940	0.217	0.945	368.830	288.002	3.110	365	285	1	7	7	7
168.854	514.483	7006	3136	2748187	392.262	252.970	296.000	200	2019	405.142	297.743	12.580	4.479	1.818	4.387	403.759	297.040	11.826	384	279	1	48	47	28
0.675	6.772	28	27	6515	232.679	29.333	223.000	201	322	293.464	293.821	1.607	0.538	0.190	0.493	293.406	293.823	1.582	291	293	1	7	3	3
0.241	3.122	10	10	2163	216.300	12.212	214.000	201	237	306.900	312.100	1.200	0.339	0.147	0.320	306.900	312.091	1.186	306	310	1	3	5	2
0.289	3.580	12	12	2760	230.000	20.100	222.500	212	271	406.750	313.917	1.500	0.345	0.115	0.338	406.756	313.918	1.508	405	313	1	4	3	3
