Volume (cm^3)	Surface (cm^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (cm)	SD dist. to surf. (cm)	Median dist. to surf. (cm)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
0.530	4.954	22	22	5773	262.409	38.585	261.500	200	327	247.455	5.500	3.273	0.583	0.291	0.529	247.432	5.521	3.271	247	5	1	2	2	6
0.771	6.612	32	27	8469	264.656	55.422	245.000	200	392	158.562	10.031	2.844	0.551	0.196	0.530	158.582	10.055	2.813	157	9	1	4	3	5
254.509	646.873	10560	4155	4064213	384.869	194.097	325.000	200	2232	242.562	20.115	16.936	4.519	1.754	4.312	243.680	19.785	17.160	224	0	1	50	48	25
1.735	10.650	72	56	27284	378.944	154.627	327.500	200	749	148.417	23.375	3.333	0.732	0.241	0.728	148.423	23.343	3.180	147	22	1	4	4	6
1.591	10.403	66	56	24340	368.788	140.491	337.500	207	715	128.061	41.439	3.621	0.717	0.289	0.688	128.063	41.451	3.454	127	40	1	3	4	7
2.723	20.044	113	101	30019	265.655	47.938	263.000	202	422	108.097	79.053	8.566	1.620	0.960	1.416	108.099	79.058	8.605	107	78	1	3	3	18
0.506	4.690	21	21	6088	289.905	39.912	301.000	200	340	180.524	87.571	3.048	0.527	0.242	0.448	180.506	87.568	2.932	180	87	1	2	3	5
5.929	29.358	246	176	72165	293.354	92.238	264.500	200	616	176.378	100.976	4.244	1.159	0.379	1.153	176.340	101.072	4.077	174	97	1	6	11	10
0.578	6.171	24	21	6165	256.875	45.481	241.500	205	367	187.167	100.167	3.417	0.551	0.253	0.556	187.173	100.169	3.412	186	99	1	3	3	6
1.783	15.410	74	67	18857	254.824	47.290	252.500	201	409	148.730	129.743	4.351	0.851	0.292	0.832	148.656	129.640	4.387	146	127	1	6	7	7
0.241	3.403	10	10	2129	212.900	11.789	210.000	200	235	159.800	134.000	3.500	0.468	0.259	0.347	159.807	133.975	3.474	159	133	1	2	3	5
0.916	6.912	38	33	10525	276.974	78.201	237.000	200	480	150.474	140.605	2.184	0.526	0.126	0.500	150.435	140.552	2.090	149	139	1	4	4	4
2.627	18.285	109	91	27793	254.982	45.754	239.000	201	380	139.532	145.890	6.275	1.161	0.609	0.960	139.514	145.821	6.387	138	144	1	5	6	12
1.350	8.781	56	44	22454	400.964	166.658	340.000	202	787	104.446	150.607	2.732	0.641	0.176	0.640	104.440	150.597	2.523	103	149	1	4	4	5
